dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,batt1volts,tz,historical,local_time
1747723800000,0.4474,2.6843,0,0,1,329,57.6,78,29.9,29.9735,0,0,29823,26840700,57.6,50.79,2025-05-19,,,,2025-05-19 23:50:00-07:00
1747722900000,0.2237,2.6843,0,0,1,329,57.7,78,29.9,29.9735,0,0,29823,26840700,57.7,50.89,2025-05-19,,,,2025-05-19 23:35:00-07:00
1747722000000,0.8948,2.908,0,0,1,329,57.9,78,29.9,29.9734,0,0,29823,26840700,57.9,51.08,2025-05-19,,,,2025-05-19 23:20:00-07:00
1747721100000,0.8948,4.2502,0,0,1,329,58.5,76,29.9,29.9734,0,0,29823,26840700,58.5,50.96,2025-05-19,4.29,,,2025-05-19 23:05:00-07:00
1747720200000,0.4474,3.8028,0,0,1,329,59.4,75,29.9,29.9732,0,0,29823,26840700,59.4,51.47,2025-05-19,,,,2025-05-19 22:50:00-07:00
1747719300000,0.8948,3.8028,0,0,1,330,59.4,76,29.9,29.9732,0,0,29823,26840700,59.4,51.83,2025-05-19,,,,2025-05-19 22:35:00-07:00
1747718400000,1.1185,4.0265,0,0,1,330,58.8,77,29.9,29.9733,0,0,29823,26840700,58.8,51.6,2025-05-19,,,,2025-05-19 22:20:00-07:00
1747717500000,0.2237,2.4606,0,0,1,330,58.6,76,29.9,29.9733,0,0,29823,26840700,58.6,51.06,2025-05-19,4.3,,,2025-05-19 22:05:00-07:00
1747716600000,0.6711,3.5791,0,0,1,330,59.2,76,29.9,29.9733,0,0,29823,26840700,59.2,51.64,2025-05-19,,,,2025-05-19 21:50:00-07:00
1747715700000,0.4474,2.4606,0,0,1,330,59.9,75,29.89,29.9631,0,0,29823,26840700,59.9,51.95,2025-05-19,,,,2025-05-19 21:35:00-07:00
1747714800000,0.2237,3.5791,0,0,1,330,59.7,74,29.89,29.9632,0,0,29823,26840700,59.7,51.4,2025-05-19,,,,2025-05-19 21:20:00-07:00
1747713900000,0.2237,2.4606,0,0,1,330,60.8,73,29.89,29.963,0,0,29823,26840700,60.8,52.09,2025-05-19,4.31,,,2025-05-19 21:05:00-07:00
1747713000000,1.3422,5.145,0,0,1,325,60.8,73,29.89,29.963,0,0,29823,26840700,60.8,52.09,2025-05-19,,,,2025-05-19 20:50:00-07:00
1747712100000,0.4474,4.2502,0,0,1,192,61.0,72,29.88,29.953,0,0,29823,26840700,61.0,51.91,2025-05-19,,America/Los_Angeles,True,2025-05-19 20:35:00-07:00
1747711200000,1.1185,3.1317,0,0,1,167,61.3,73,29.88,29.9529,0,0,29823,26840700,61.3,52.57,2025-05-19,4.31,America/Los_Angeles,True,2025-05-19 20:20:00-07:00
1747710300000,1.1185,3.8028,0,0,1,167,62.6,71,29.88,29.9527,3,2700,29820,26840700,62.6,53.06,2025-05-19,,,,2025-05-19 20:05:00-07:00
1747709400000,0.2237,2.908,0,0,1,167,64.0,69,29.88,29.9525,11,9900,29809,26838000,64.0,53.62,2025-05-19,,,,2025-05-19 19:50:00-07:00
1747708500000,1.1185,3.8028,0,0,1,167,64.6,70,29.88,29.9525,31,27900,29778,26828100,64.6,54.59,2025-05-19,,,,2025-05-19 19:35:00-07:00
1747707600000,2.2369,5.5923,0,0,1,137,66.2,69,29.88,29.9522,70,63000,29708,26800200,66.2,55.72,2025-05-19,4.32,,,2025-05-19 19:20:00-07:00
1747706700000,2.4606,5.816,0,0,1,135,69.6,62,29.87,29.9417,105,94500,29603,26737200,69.17,55.99,2025-05-19,,,,2025-05-19 19:05:00-07:00
1747705800000,1.5659,6.7108,0,0,1,135,69.8,59,29.87,29.9417,146,131400,29457,26642700,69.25,54.81,2025-05-19,,,,2025-05-19 18:50:00-07:00
1747704900000,3.5791,7.6056,0,0,1,141,69.6,58,29.87,29.9417,190,171000,29267,26511300,68.99,54.16,2025-05-19,,,,2025-05-19 18:35:00-07:00
1747704000000,3.8028,6.2634,0,0,1,146,70.5,57,29.87,29.9416,236,212400,29031,26340300,69.93,54.52,2025-05-19,4.34,,,2025-05-19 18:20:00-07:00
1747703100000,2.4606,6.2634,0,0,1,115,71.4,53,29.87,29.9415,284,255600,28747,26127900,70.73,53.36,2025-05-19,,,,2025-05-19 18:05:00-07:00
1747702200000,2.908,6.0397,0,0,1,156,69.8,57,29.87,29.9417,334,300600,28413,25872300,69.16,53.87,2025-05-19,,,,2025-05-19 17:50:00-07:00
1747701300000,3.8028,6.0397,0,0,1,177,68.4,58,29.87,29.9419,381,342900,28032,25571700,67.67,53.04,2025-05-19,,,,2025-05-19 17:35:00-07:00
1747700400000,3.3554,7.8293,0,0,1,160,68.0,59,29.88,29.952,428,385200,27604,25228800,68.0,53.13,2025-05-19,4.38,,,2025-05-19 17:20:00-07:00
1747699500000,3.8028,6.4871,0,0,1,174,67.5,60,29.88,29.9521,475,427500,27129,24843600,67.5,53.12,2025-05-19,,,,2025-05-19 17:05:00-07:00
1747698600000,3.3554,5.5923,0,0,1,170,67.6,64,29.88,29.952,519,467100,26610,24416100,67.6,54.98,2025-05-19,,,,2025-05-19 16:50:00-07:00
1747697700000,2.908,5.816,0,0,1,196,68.4,62,29.88,29.9519,564,507600,26046,23949000,67.85,54.86,2025-05-19,,,,2025-05-19 16:35:00-07:00
1747696800000,3.3554,5.5923,0,0,1,212,67.8,67,29.89,29.962,607,546300,25439,23441400,67.8,56.43,2025-05-19,4.38,,,2025-05-19 16:20:00-07:00
1747695900000,4.2502,6.9345,0,0,1,206,68.2,66,29.89,29.962,647,582300,24792,22895100,67.82,56.4,2025-05-19,,,,2025-05-19 16:05:00-07:00
1747695000000,3.5791,6.2634,0,0,1,205,68.4,65,29.9,29.972,687,618300,24105,22312800,68.0,56.17,2025-05-19,,,,2025-05-19 15:50:00-07:00
1747694100000,4.0265,6.7108,0,0,1,212,66.7,70,29.91,29.9822,725,652500,23380,21694500,66.7,56.6,2025-05-19,,,,2025-05-19 15:35:00-07:00
1747693200000,4.6976,7.6056,0,0,1,212,66.7,71,29.91,29.9822,758,682200,22622,21042000,66.7,56.99,2025-05-19,4.39,,,2025-05-19 15:20:00-07:00
1747692300000,4.4739,7.3819,0,0,1,211,66.0,71,29.91,29.9823,789,710100,21833,20359800,66.0,56.32,2025-05-19,,,,2025-05-19 15:05:00-07:00
