dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,batt1volts,local_time
1768377060000,1.3422,2.2369,0,0,1,59,49.3,75,41.72,49.3,30.14,30.2153,0,0,13790,12411000,2026-01-12T20:21:00.000Z,2026-01-13,,,,2026-01-13 23:51:00-08:00
1768376160000,1.3422,2.0132,0,0,1,59,48.6,78,42.06,48.6,30.14,30.2154,0,0,13790,12411000,,2026-01-13,America/Los_Angeles,True,,2026-01-13 23:36:00-08:00
1768375260000,0.6711,2.0132,0,0,1,59,48.7,78,42.15,48.7,30.14,30.2154,0,0,13790,12411000,2026-01-12T20:21:00.000Z,2026-01-13,,,,2026-01-13 23:21:00-08:00
1768374360000,0.8948,2.0132,0,0,1,59,48.9,77,42.01,48.9,30.14,30.2153,0,0,13790,12411000,2026-01-12T20:21:00.000Z,2026-01-13,,,4.26,2026-01-13 23:06:00-08:00
1768373460000,0.4474,1.5659,0,0,1,59,49.1,77,42.21,49.1,30.15,30.2253,0,0,13790,12411000,2026-01-12T20:21:00.000Z,2026-01-13,,,,2026-01-13 22:51:00-08:00
1768372560000,0.0,1.5659,0,0,1,59,49.1,77,42.21,49.1,30.14,30.2153,0,0,13790,12411000,2026-01-12T20:21:00.000Z,2026-01-13,,,,2026-01-13 22:36:00-08:00
1768371660000,0.4474,2.2369,0,0,1,59,50.5,73,42.17,50.5,30.14,30.2151,0,0,13790,12411000,2026-01-12T20:21:00.000Z,2026-01-13,,,,2026-01-13 22:21:00-08:00
1768370760000,0.2237,1.5659,0,0,1,59,51.6,72,42.87,51.6,30.14,30.2149,0,0,13790,12411000,2026-01-12T20:21:00.000Z,2026-01-13,,,4.27,2026-01-13 22:06:00-08:00
1768369860000,0.2237,2.0132,0,0,1,59,51.8,71,42.7,51.8,30.14,30.2149,0,0,13790,12411000,2026-01-12T20:21:00.000Z,2026-01-13,,,,2026-01-13 21:51:00-08:00
1768368960000,1.5659,2.6843,0,0,1,59,51.6,73,43.23,51.6,30.14,30.2149,0,0,13790,12411000,2026-01-12T20:21:00.000Z,2026-01-13,,,,2026-01-13 21:36:00-08:00
1768368060000,0.8948,3.8028,0,0,1,59,52.2,72,43.45,52.2,30.14,30.2149,0,0,13790,12411000,2026-01-12T20:21:00.000Z,2026-01-13,,,,2026-01-13 21:21:00-08:00
1768367160000,0.8948,3.8028,0,0,1,59,51.8,75,44.13,51.8,30.14,30.2149,0,0,13790,12411000,2026-01-12T20:21:00.000Z,2026-01-13,,,4.28,2026-01-13 21:06:00-08:00
