dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,date,lastRain,batt1volts,local_time
1766735400000,2.4606,3.3554,0.0,0.0,1,175,59.2,100,59.2,59.2,30.04,30.1369,0,0,0,552600,America/Los_Angeles,True,2025-12-25,,,2025-12-25 23:50:00-08:00
1766734500000,2.908,3.8028,0.0,0.0,1,175,59.0,100,59.0,59.0,30.04,30.137,0,0,0,552600,America/Los_Angeles,True,2025-12-25,,,2025-12-25 23:35:00-08:00
1766733600000,2.4606,3.5791,0.0,1.34,1,175,58.6,99,58.32,58.6,30.04,30.137,0,0,614,552600,,,2025-12-25,2025-12-26T06:50:00.000Z,,2025-12-25 23:20:00-08:00
1766732700000,2.908,4.4739,0.0,1.34,1,175,58.6,99,58.32,58.6,30.04,30.137,0,0,614,552600,,,2025-12-25,2025-12-26T06:50:00.000Z,,2025-12-25 23:05:00-08:00
1766731800000,3.8028,5.816,0.03,1.33,1,175,58.8,99,58.52,58.8,30.04,30.137,0,0,614,552600,,,2025-12-25,2025-12-26T06:50:00.000Z,,2025-12-25 22:50:00-08:00
1766730900000,4.6976,6.7108,0.0,1.33,1,175,58.8,99,58.52,58.8,30.04,30.137,0,0,614,552600,,,2025-12-25,2025-12-26T06:20:00.000Z,4.09,2025-12-25 22:35:00-08:00
1766730000000,2.0132,5.3686,0.09,1.31,1,203,58.6,99,58.32,58.6,30.04,30.137,0,0,614,552600,,,2025-12-25,2025-12-26T06:20:00.000Z,,2025-12-25 22:20:00-08:00
1766729100000,2.2369,4.9213,0.16,1.27,1,204,59.2,99,58.92,59.2,30.04,30.1369,0,0,614,552600,,,2025-12-25,2025-12-26T06:05:00.000Z,,2025-12-25 22:05:00-08:00
1766728200000,0.8948,2.6843,0.13,1.24,1,204,59.4,100,59.4,59.4,30.04,30.1369,0,0,614,552600,,,2025-12-25,2025-12-26T05:50:00.000Z,,2025-12-25 21:50:00-08:00
1766727300000,0.0,2.0132,0.28,1.17,1,204,59.2,100,59.2,59.2,30.04,30.1369,0,0,614,552600,,,2025-12-25,2025-12-26T05:35:00.000Z,4.09,2025-12-25 21:35:00-08:00
1766726400000,0.0,1.3422,0.32,1.09,1,204,58.8,100,58.8,58.8,30.04,30.137,0,0,614,552600,,,2025-12-25,2025-12-26T05:20:00.000Z,,2025-12-25 21:20:00-08:00
1766725500000,0.0,2.0132,0.06,1.07,1,204,58.5,100,58.5,58.5,30.04,30.1371,0,0,614,552600,,,2025-12-25,2025-12-26T05:05:00.000Z,,2025-12-25 21:05:00-08:00
1766724600000,0.0,0.0,0.16,1.03,1,204,58.3,100,58.3,58.3,30.04,30.1371,0,0,614,552600,,,2025-12-25,2025-12-26T04:50:00.000Z,,2025-12-25 20:50:00-08:00
1766723700000,0.0,0.0,0.09,1.01,1,204,58.3,100,58.3,58.3,30.05,30.1471,0,0,614,552600,,,2025-12-25,2025-12-26T04:35:00.000Z,4.09,2025-12-25 20:35:00-08:00
1766722800000,0.2237,2.2369,0.32,0.93,1,204,58.3,100,58.3,58.3,30.04,30.1371,0,0,614,552600,,,2025-12-25,2025-12-26T04:20:00.000Z,,2025-12-25 20:20:00-08:00
1766721900000,0.4474,2.0132,0.06,0.91,1,204,58.3,100,58.3,58.3,30.04,30.1371,0,0,614,552600,,,2025-12-25,2025-12-26T04:05:00.000Z,,2025-12-25 20:05:00-08:00
1766721000000,0.8948,2.2369,0.0,0.91,1,204,58.3,100,58.3,58.3,30.04,30.1371,0,0,614,552600,,,2025-12-25,2025-12-26T02:50:00.000Z,,2025-12-25 19:50:00-08:00
1766720100000,1.1185,2.0132,0.0,0.91,1,204,58.3,100,58.3,58.3,30.04,30.1371,0,0,614,552600,,,2025-12-25,2025-12-26T02:50:00.000Z,4.09,2025-12-25 19:35:00-08:00
1766719200000,0.2237,1.7895,0.0,0.91,1,204,58.3,100,58.3,58.3,30.05,30.1471,0,0,614,552600,,,2025-12-25,2025-12-26T02:50:00.000Z,,2025-12-25 19:20:00-08:00
1766718300000,0.0,0.0,0.0,0.91,1,204,58.3,99,58.02,58.3,30.05,30.1471,0,0,614,552600,,,2025-12-25,2025-12-26T02:50:00.000Z,,2025-12-25 19:05:00-08:00
1766717400000,0.0,0.0,0.03,0.9,1,204,58.3,99,58.02,58.3,30.06,30.1572,0,0,614,552600,,,2025-12-25,2025-12-26T02:50:00.000Z,,2025-12-25 18:50:00-08:00
1766716500000,0.0,1.1185,0.09,0.88,1,204,58.5,99,58.22,58.5,30.05,30.1471,0,0,614,552600,,,2025-12-25,2025-12-26T02:35:00.000Z,4.1,2025-12-25 18:35:00-08:00
1766715600000,0.0,1.3422,0.06,0.86,1,204,58.6,99,58.32,58.6,30.04,30.137,0,0,614,552600,,,2025-12-25,2025-12-26T02:20:00.000Z,,2025-12-25 18:20:00-08:00
1766714700000,0.6711,2.2369,0.0,0.86,1,204,58.6,98,58.04,58.6,30.05,30.1471,0,0,614,552600,,,2025-12-25,2025-12-26T01:35:00.000Z,,2025-12-25 18:05:00-08:00
1766713800000,1.5659,3.1317,0.0,0.86,1,204,58.8,98,58.24,58.8,30.05,30.147,0,0,614,552600,,,2025-12-25,2025-12-26T01:35:00.000Z,,2025-12-25 17:50:00-08:00
