dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,tz,historical,local_time
1748501160000,0.0,0.0,0,0,1,219,58.5,89,4.22,29.99,30.0869,0,0,3441,3096900,58.5,55.27,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 23:46:00-07:00
1748500260000,0.0,0.8948,0,0,1,219,58.5,89,,29.99,30.0869,0,0,3441,3096900,58.5,55.27,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 23:31:00-07:00
1748499360000,0.0,0.0,0,0,1,219,58.5,89,,29.99,30.0869,0,0,3441,3096900,58.5,55.27,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 23:16:00-07:00
1748498460000,0.0,0.0,0,0,1,219,58.5,89,,29.99,30.0869,0,0,3441,3096900,58.5,55.27,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 23:01:00-07:00
1748497560000,0.0,0.0,0,0,1,219,58.3,89,4.22,29.99,30.0869,0,0,3441,3096900,58.3,55.07,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 22:46:00-07:00
1748496660000,0.0,0.0,0,0,1,219,58.1,90,,29.98,30.0769,0,0,3441,3096900,58.1,55.18,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 22:31:00-07:00
1748495760000,0.0,0.0,0,0,1,219,58.3,90,,29.98,30.0769,0,0,3441,3096900,58.3,55.38,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 22:16:00-07:00
1748494860000,0.0,0.0,0,0,1,219,58.3,89,,29.97,30.0669,0,0,3441,3096900,58.3,55.07,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 22:01:00-07:00
1748493960000,0.0,0.0,0,0,1,219,58.5,88,4.23,29.96,30.0568,0,0,3441,3096900,58.5,54.96,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 21:46:00-07:00
1748493060000,0.0,0.0,0,0,1,219,58.6,88,,29.97,30.0668,0,0,3441,3096900,58.6,55.05,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 21:31:00-07:00
1748492160000,0.0,0.0,0,0,1,219,58.8,87,,29.96,30.0568,0,0,3441,3096900,58.8,54.94,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 21:16:00-07:00
1748491260000,0.0,0.0,0,0,1,219,59.0,86,,29.96,30.0567,0,0,3441,3096900,59.0,54.82,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 21:01:00-07:00
1748490360000,0.0,0.0,0,0,1,219,59.4,85,4.23,29.96,30.0566,0,0,3441,3096900,59.4,54.89,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 20:46:00-07:00
1748489460000,0.0,0.0,0,0,1,219,59.7,84,,29.96,30.0566,0,0,3441,3096900,59.7,54.86,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 20:31:00-07:00
1748488560000,0.0,0.0,0,0,1,219,60.1,83,,29.95,30.0465,0,0,3441,3096900,60.1,54.92,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 20:16:00-07:00
1748487660000,0.0,0.0,0,0,1,219,60.4,81,,29.95,30.0464,1,480,3440,3096900,60.4,54.54,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 20:01:00-07:00
1748486760000,0.0,1.3422,0,0,1,219,61.0,79,4.23,29.94,30.0363,4,1680,3436,3096000,61.0,54.44,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 19:46:00-07:00
1748485860000,0.0,1.1185,0,0,1,219,61.2,78,,29.94,30.0362,6,2880,3430,3092400,61.2,54.28,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 19:31:00-07:00
1748484960000,0.0,1.5659,0,0,1,219,61.5,78,,29.93,30.0262,10,4200,3420,3087000,61.5,54.57,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 19:16:00-07:00
1748484060000,0.0,0.0,0,0,1,219,61.9,78,,29.93,30.0261,16,7680,3404,3078000,61.9,54.96,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 19:01:00-07:00
1748483160000,0.0,1.3422,0,0,1,219,62.1,78,4.23,29.93,30.026,26,10920,3378,3063600,62.1,55.15,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 18:46:00-07:00
1748482260000,0.0,1.1185,0,0,1,219,62.4,77,,29.93,30.026,27,12960,3351,3040200,62.4,55.09,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 18:31:00-07:00
1748481360000,0.0,1.1185,0,0,1,219,62.2,77,,29.93,30.026,35,14700,3316,3015900,62.2,54.9,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 18:16:00-07:00
1748480460000,0.0,0.0,0,0,1,219,62.1,77,,29.94,30.0361,33,15840,3283,2984400,62.1,54.8,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 18:01:00-07:00
1748479560000,0.0,0.0,0,0,1,219,61.7,78,4.23,29.95,30.0462,33,13860,3250,2954700,61.7,54.77,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 17:46:00-07:00
1748478660000,0.0,2.0132,0,0,1,218,61.5,78,,29.95,30.0462,39,18720,3211,2925000,61.5,54.57,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 17:31:00-07:00
1748477760000,0.6711,2.2369,0,0,1,217,61.3,80,,29.96,30.0563,58,24360,3153,2889900,61.3,55.07,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 17:16:00-07:00
1748476860000,1.5659,2.4606,0,0,1,216,61.0,80,,29.96,30.0563,72,34560,3081,2837700,61.0,54.78,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 17:01:00-07:00
1748475960000,1.7895,2.908,0,0,1,217,60.8,81,4.23,29.97,30.0664,77,32340,3004,2772900,60.8,54.93,2025-04-26T15:31:00.000Z,2025-05-28,,,2025-05-28 16:46:00-07:00
