dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,batt1volts,local_time
1753732020000,3.1317,4.0265,0,0,1,194,66.0,79,59.29,66.0,30.07,30.1658,400,72000,0,360000,2025-04-26T15:31:00.000Z,2025-07-28,,,,2025-07-28 12:47:00-07:00
1753731120000,2.908,4.2502,0,0,1,194,65.7,79,59.0,65.7,30.07,30.1658,369,66420,2265,3148200,,2025-07-28,America/Los_Angeles,True,,2025-07-28 12:32:00-07:00
1753730220000,3.1317,4.4739,0,0,1,194,65.3,81,59.31,65.3,30.07,30.1659,397,71460,2265,2816100,,2025-07-28,America/Los_Angeles,True,,2025-07-28 12:17:00-07:00
1753729320000,3.3554,4.6976,0,0,1,194,65.1,82,59.46,65.1,30.07,30.1659,434,78120,2265,2458800,,2025-07-28,America/Los_Angeles,True,4.56,2025-07-28 12:02:00-07:00
1753728420000,3.3554,4.9213,0,0,1,193,65.5,81,59.51,65.5,30.07,30.1659,433,77940,2064,2068200,,2025-07-28,America/Los_Angeles,True,,2025-07-28 11:47:00-07:00
1753727520000,3.3554,4.6976,0,0,1,193,65.3,82,59.66,65.3,30.06,30.1559,467,84060,1173,1678500,,2025-07-28,America/Los_Angeles,True,,2025-07-28 11:32:00-07:00
1753726620000,3.1317,4.6976,0,0,1,193,64.4,84,59.46,64.4,30.06,30.156,130,23400,1173,1258200,,2025-07-28,America/Los_Angeles,True,,2025-07-28 11:17:00-07:00
1753725720000,3.3554,5.145,0,0,1,193,63.5,85,58.91,63.5,30.07,30.1662,201,36180,1067,1141200,,2025-07-28,America/Los_Angeles,True,4.44,2025-07-28 11:02:00-07:00
1753724820000,1.5659,4.0265,0,0,1,158,63.0,87,59.07,63.0,30.07,30.1663,186,33480,971,960300,,2025-07-28,America/Los_Angeles,True,,2025-07-28 10:47:00-07:00
1753723920000,1.3422,2.4606,0,0,1,146,63.3,85,58.71,63.3,30.07,30.1663,108,19440,971,792900,,2025-07-28,America/Los_Angeles,True,,2025-07-28 10:32:00-07:00
1753723020000,1.1185,2.4606,0,0,1,146,63.7,84,58.77,63.7,30.07,30.1662,96,17280,884,695700,,2025-07-28,America/Los_Angeles,True,,2025-07-28 10:17:00-07:00
1753722120000,0.8948,2.6843,0,0,1,146,63.5,84,58.57,63.5,30.07,30.1662,106,19080,805,609300,,2025-07-28,America/Los_Angeles,True,4.28,2025-07-28 10:02:00-07:00
1753721220000,0.8948,2.6843,0,0,1,146,63.0,85,58.42,63.0,30.07,30.1663,87,15660,750,513900,,2025-07-28,America/Los_Angeles,True,,2025-07-28 09:47:00-07:00
1753720320000,0.4474,2.4606,0,0,1,146,62.6,86,58.35,62.6,30.07,30.1664,79,14220,635,435600,,2025-07-28,America/Los_Angeles,True,,2025-07-28 09:32:00-07:00
1753719420000,0.2237,1.7895,0,0,1,146,62.2,87,58.28,62.2,30.07,30.1665,67,12060,580,364500,,2025-07-28,America/Los_Angeles,True,,2025-07-28 09:17:00-07:00
1753718520000,0.4474,2.2369,0,0,1,146,62.2,87,58.28,62.2,30.07,30.1665,55,9900,580,304200,,2025-07-28,America/Los_Angeles,True,4.27,2025-07-28 09:02:00-07:00
1753717620000,0.2237,2.908,0,0,1,146,61.9,87,57.98,61.9,30.07,30.1665,48,8640,524,254700,,2025-07-28,America/Los_Angeles,True,,2025-07-28 08:47:00-07:00
1753716720000,0.4474,2.6843,0,0,1,146,61.3,89,58.03,61.3,30.07,30.1666,55,9900,481,211500,,2025-07-28,America/Los_Angeles,True,,2025-07-28 08:32:00-07:00
1753715820000,0.0,1.1185,0,0,1,146,60.8,90,57.85,60.8,30.07,30.1667,56,10080,443,162000,,2025-07-28,America/Los_Angeles,True,,2025-07-28 08:17:00-07:00
1753714920000,0.6711,2.6843,0,0,1,146,60.4,92,58.06,60.4,30.06,30.1568,43,7740,414,111600,,2025-07-28,America/Los_Angeles,True,4.27,2025-07-28 08:02:00-07:00
1753714020000,0.6711,2.908,0,0,1,146,60.3,94,58.56,60.3,30.06,30.1568,38,6840,414,72900,,2025-07-28,America/Los_Angeles,True,,2025-07-28 07:47:00-07:00
1753713120000,0.0,1.3422,0,0,1,146,59.9,95,58.46,59.9,30.05,30.1468,24,4320,400,38700,,2025-07-28,America/Los_Angeles,True,,2025-07-28 07:32:00-07:00
1753712220000,0.0,0.0,0,0,1,146,59.4,96,58.26,59.4,30.04,30.1369,11,1980,400,17100,,2025-07-28,America/Los_Angeles,True,,2025-07-28 07:17:00-07:00
1753711320000,0.0,0.0,0,0,1,146,58.8,96,57.66,58.8,30.04,30.137,5,900,400,7200,,2025-07-28,America/Los_Angeles,True,4.27,2025-07-28 07:02:00-07:00
1753710420000,0.2237,1.1185,0,0,1,146,57.7,97,56.85,57.7,30.03,30.1272,3,540,400,2700,,2025-07-28,America/Los_Angeles,True,,2025-07-28 06:47:00-07:00
1753709520000,0.0,0.0,0,0,1,146,56.5,95,55.08,56.5,30.02,30.1174,0,0,400,0,,2025-07-28,America/Los_Angeles,True,,2025-07-28 06:32:00-07:00
1753708620000,0.0,0.0,0,0,1,146,55.6,94,53.9,55.6,30.01,30.1075,0,0,400,0,,2025-07-28,America/Los_Angeles,True,,2025-07-28 06:17:00-07:00
1753707720000,0.0,0.0,0,0,1,146,55.4,93,53.41,55.4,30.01,30.1076,0,0,400,0,,2025-07-28,America/Los_Angeles,True,4.27,2025-07-28 06:02:00-07:00
1753706820000,0.0,0.0,0,0,1,146,55.6,93,53.61,55.6,30.0,30.0975,0,0,400,0,,2025-07-28,America/Los_Angeles,True,,2025-07-28 05:47:00-07:00
