dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,local_time
1740745800000,0.0,0.0,0,0,1,199,47.1,80,4.03,29.93,30.0289,0,0,0,0,47.1,41.25,2025-02-28,,,2025-02-28 04:30:00-08:00
1740744900000,0.4474,3.5791,0,0,1,199,47.1,81,,29.93,30.0289,0,0,0,0,47.1,41.57,2025-02-28,America/Los_Angeles,True,2025-02-28 04:15:00-08:00
1740744000000,0.2237,1.5659,0,0,1,199,47.5,82,,29.93,30.0288,0,0,0,0,47.5,42.28,2025-02-28,America/Los_Angeles,True,2025-02-28 04:00:00-08:00
1740743100000,0.0,0.0,0,0,1,199,47.7,82,,29.93,30.0288,0,0,0,0,47.7,42.48,2025-02-28,America/Los_Angeles,True,2025-02-28 03:45:00-08:00
1740742200000,0.0,0.0,0,0,1,199,47.8,82,4.04,29.94,30.0388,0,0,0,0,47.8,42.58,2025-02-28,America/Los_Angeles,True,2025-02-28 03:30:00-08:00
1740741300000,0.0,0.0,0,0,1,199,48.2,81,,29.95,30.0487,0,0,0,0,48.2,42.65,2025-02-28,America/Los_Angeles,True,2025-02-28 03:15:00-08:00
1740740400000,0.4474,5.3686,0,0,1,207,48.4,81,,29.95,30.0487,0,0,0,0,48.4,42.84,2025-02-28,America/Los_Angeles,True,2025-02-28 03:00:00-08:00
1740739500000,0.0,0.0,0,0,1,327,48.7,82,,29.95,30.0486,0,0,0,0,48.7,43.45,2025-02-28,America/Los_Angeles,True,2025-02-28 02:45:00-08:00
1740738600000,0.0,1.1185,0,0,1,327,48.6,83,4.03,29.95,30.0487,0,0,0,0,48.6,43.67,2025-02-28,America/Los_Angeles,True,2025-02-28 02:30:00-08:00
1740737700000,0.4474,2.0132,0,0,1,327,48.6,85,,29.95,30.0487,0,0,0,0,48.6,44.3,2025-02-28,America/Los_Angeles,True,2025-02-28 02:15:00-08:00
1740736800000,0.2237,1.3422,0,0,1,327,48.7,85,,29.95,30.0486,0,0,0,0,48.7,44.4,2025-02-28,America/Los_Angeles,True,2025-02-28 02:00:00-08:00
1740735900000,0.2237,2.2369,0,0,1,327,49.3,86,,29.95,30.0485,0,0,0,0,49.3,45.29,2025-02-28,America/Los_Angeles,True,2025-02-28 01:45:00-08:00
1740735000000,0.2237,1.7895,0,0,1,327,49.6,87,4.04,29.95,30.0485,0,0,0,0,49.6,45.89,2025-02-28,America/Los_Angeles,True,2025-02-28 01:30:00-08:00
1740734100000,0.2237,2.4606,0,0,1,327,50.0,86,,29.96,30.0584,0,0,0,0,50.0,45.98,2025-02-28,America/Los_Angeles,True,2025-02-28 01:15:00-08:00
1740733200000,0.0,1.3422,0,0,1,327,50.5,86,,29.95,30.0483,0,0,0,0,50.5,46.47,2025-02-28,America/Los_Angeles,True,2025-02-28 01:00:00-08:00
1740732300000,0.0,0.0,0,0,1,327,50.9,88,,29.96,30.0583,0,0,0,0,50.9,47.47,2025-02-28,America/Los_Angeles,True,2025-02-28 00:45:00-08:00
1740731400000,0.2237,2.0132,0,0,1,327,51.1,89,4.04,29.96,30.0582,0,0,0,0,51.1,47.97,2025-02-28,America/Los_Angeles,True,2025-02-28 00:30:00-08:00
1740730500000,0.0,1.7895,0,0,1,327,51.4,89,,29.96,30.0582,0,0,0,0,51.4,48.27,2025-02-28,America/Los_Angeles,True,2025-02-28 00:15:00-08:00
1740729600000,0.0,0.0,0,0,1,327,52.0,89,,29.96,30.058,0,0,0,6146100,52.0,48.86,2025-02-28,America/Los_Angeles,True,2025-02-28 00:00:00-08:00
