dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,tz,historical,local_time
1745563800000,1.3422,4.9213,0,0,1,339,53.1,73,29.92,29.9942,0,0,25257,22731300,53.1,44.68,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 23:50:00-07:00
1745562900000,0.2237,2.0132,0,0,1,26,53.2,72,29.92,29.9942,0,0,25257,22731300,53.2,44.41,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 23:35:00-07:00
1745562000000,0.4474,2.2369,0,0,1,26,54.1,71,29.92,29.994,0,0,25257,22731300,54.1,44.91,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 23:20:00-07:00
1745561100000,0.2237,4.6976,0,0,1,332,54.5,71,29.93,30.004,0,0,25257,22731300,54.5,45.29,2025-04-01T21:20:00.000Z,2025-04-24,4.29,,,2025-04-24 23:05:00-07:00
1745560200000,0.0,0.8948,0,0,1,312,54.5,72,29.93,30.004,0,0,25257,22731300,54.5,45.66,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 22:50:00-07:00
1745559300000,0.0,0.8948,0,0,1,312,54.7,71,29.93,30.004,0,0,25257,22731300,54.7,45.48,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 22:35:00-07:00
1745558400000,0.2237,3.5791,0,0,1,312,55.0,71,29.93,30.0039,0,0,25257,22731300,55.0,45.77,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 22:20:00-07:00
1745557500000,0.4474,2.908,0,0,1,312,55.0,71,29.93,30.0039,0,0,25257,22731300,55.0,45.77,2025-04-01T21:20:00.000Z,2025-04-24,4.3,,,2025-04-24 22:05:00-07:00
1745556600000,1.1185,4.9213,0,0,1,312,55.0,71,29.92,29.9939,0,0,25257,22731300,55.0,45.77,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 21:50:00-07:00
1745555700000,0.8948,4.4739,0,0,1,327,55.4,70,29.92,29.9938,0,0,25257,22731300,55.4,45.78,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 21:35:00-07:00
1745554800000,0.8948,5.816,0,0,1,314,55.8,70,29.91,29.9838,0,0,25257,22731300,55.8,46.16,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 21:20:00-07:00
1745553900000,0.2237,4.0265,0,0,1,93,56.5,69,29.91,29.9837,0,0,25257,22731300,56.5,46.45,2025-04-01T21:20:00.000Z,2025-04-24,4.31,,,2025-04-24 21:05:00-07:00
1745553000000,0.4474,4.2502,0,0,1,303,56.3,74,29.91,29.9837,0,0,25257,22731300,56.3,48.12,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 20:50:00-07:00
1745551200000,0.0,0.8948,0,0,1,255,56.1,78,29.91,29.9837,0,0,25257,22731300,56.1,49.33,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 20:20:00-07:00
1745550300000,0.0,1.5659,0,0,1,255,55.8,81,29.9,29.9737,0,0,25257,22731300,55.8,50.06,2025-04-01T21:20:00.000Z,2025-04-24,4.31,,,2025-04-24 20:05:00-07:00
1745549400000,0.0,0.0,0,0,1,255,55.6,82,29.9,29.9738,0,0,25257,22731300,55.6,50.19,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 19:50:00-07:00
1745548500000,0.0,1.3422,0,0,1,255,55.6,83,29.9,29.9738,2,1800,25255,22731300,55.6,50.52,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 19:35:00-07:00
1745547600000,2.0132,4.4739,0,0,1,255,55.6,83,29.9,29.9738,11,9900,25244,22729500,55.6,50.52,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 19:20:00-07:00
1745546700000,2.6843,5.3686,0,0,1,255,55.8,83,29.89,29.9637,25,22500,25219,22719600,55.8,50.71,2025-04-01T21:20:00.000Z,2025-04-24,4.32,,,2025-04-24 19:05:00-07:00
1745545800000,3.1317,8.5004,0,0,1,255,55.9,82,29.89,29.9637,48,43200,25171,22697100,55.9,50.48,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 18:50:00-07:00
1745544900000,5.145,9.6188,0,0,1,248,56.5,81,29.9,29.9736,78,70200,25093,22653900,56.5,50.74,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 18:35:00-07:00
1745544000000,4.2502,8.7241,0,0,1,263,56.8,79,29.9,29.9736,134,120600,24959,22583700,56.8,50.36,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 18:20:00-07:00
1745543100000,5.145,12.0795,0,0,1,266,57.0,79,29.91,29.9836,158,142200,24801,22463100,57.0,50.55,2025-04-01T21:20:00.000Z,2025-04-24,4.36,,,2025-04-24 18:05:00-07:00
1745542200000,6.7108,12.9742,0,0,1,265,57.0,78,29.92,29.9936,180,162000,24621,22320900,57.0,50.21,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 17:50:00-07:00
1745541300000,7.1582,14.7638,0,0,1,276,57.7,76,29.92,29.9935,222,199800,24399,22158900,57.7,50.19,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 17:35:00-07:00
1745540400000,6.9345,14.0927,0,0,1,279,59.0,73,29.92,29.9933,269,242100,24130,21959100,59.0,50.36,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 17:20:00-07:00
1745539500000,6.7108,12.9742,0,0,1,280,59.9,72,29.92,29.9932,407,366300,23723,21717000,59.9,50.85,2025-04-01T21:20:00.000Z,2025-04-24,4.38,,,2025-04-24 17:05:00-07:00
1745538600000,7.6056,14.3164,0,0,1,275,59.5,73,29.92,29.9933,373,335700,23350,21350700,59.5,50.84,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 16:50:00-07:00
1745537700000,7.3819,12.9742,0,0,1,269,59.9,73,29.93,30.0032,373,335700,22977,21015000,59.9,51.22,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 16:35:00-07:00
1745536800000,8.053,14.5401,0,0,1,270,60.1,73,29.92,29.9932,358,322200,22619,20679300,60.1,51.41,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 16:20:00-07:00
1745535900000,7.8293,13.869,0,0,1,267,61.3,72,29.92,29.993,420,378000,22199,20357100,61.3,52.19,2025-04-01T21:20:00.000Z,2025-04-24,4.38,,,2025-04-24 16:05:00-07:00
1745535000000,8.053,14.9875,0,0,1,262,62.4,70,29.92,29.9929,711,639900,20790,19350900,62.4,52.48,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 15:50:00-07:00
1745534100000,7.8293,14.7638,0,0,1,261,62.2,71,29.92,29.9929,698,628200,21501,19339200,62.2,52.68,,2025-04-24,,America/Los_Angeles,True,2025-04-24 15:35:00-07:00
1745533200000,6.7108,11.4084,0,0,1,252,62.4,70,29.92,29.9929,610,549000,20180,18711000,62.4,52.48,2025-04-01T21:20:00.000Z,2025-04-24,4.38,,,2025-04-24 15:20:00-07:00
1745532300000,6.9345,12.7505,0,0,1,252,62.8,69,29.93,30.0028,778,700200,19402,18162000,62.8,52.47,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 15:05:00-07:00
1745531400000,7.3819,12.5268,0,0,1,246,62.6,70,29.93,30.0029,758,682200,18644,17461800,62.6,52.67,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 14:50:00-07:00
1745530500000,7.1582,11.4084,0,0,1,244,63.1,70,29.93,30.0028,879,791100,17765,16779600,63.1,53.15,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 14:35:00-07:00
1745529600000,6.7108,11.4084,0,0,1,244,63.3,69,29.94,30.0128,918,826200,16847,15988500,63.3,52.95,2025-04-01T21:20:00.000Z,2025-04-24,4.39,,,2025-04-24 14:20:00-07:00
1745528700000,7.3819,10.0662,0,0,1,242,62.6,68,29.94,30.0129,845,760500,16002,15162300,62.6,51.89,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 14:05:00-07:00
1745527800000,6.7108,10.5136,0,0,1,243,62.8,68,29.94,30.0128,881,792900,15121,14401800,62.8,52.08,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 13:50:00-07:00
1745526900000,7.6056,10.961,0,0,1,238,62.1,70,29.94,30.0129,846,761400,14275,13608900,62.1,52.2,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 13:35:00-07:00
1745526000000,6.7108,11.1847,0,0,1,252,62.4,69,29.94,30.0129,829,746100,12586,12073500,62.4,52.09,2025-04-01T21:20:00.000Z,2025-04-24,4.4,,,2025-04-24 13:20:00-07:00
1745525100000,6.2634,10.961,0,0,1,266,62.4,71,29.95,30.0229,860,774000,13415,12101400,62.4,52.87,,2025-04-24,,America/Los_Angeles,True,2025-04-24 13:05:00-07:00
1745524200000,7.3819,11.6321,0,0,1,244,62.1,68,29.95,30.023,887,798300,11699,11327400,62.1,51.41,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 12:50:00-07:00
1745523300000,6.0397,9.6188,0,0,1,241,61.5,67,29.95,30.0231,844,759600,10855,10529100,61.5,50.44,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 12:35:00-07:00
1745522400000,6.7108,10.5136,0,0,1,236,61.2,66,29.96,30.0331,868,781200,9987,9769500,61.2,49.75,2025-04-01T21:20:00.000Z,2025-04-24,4.41,,,2025-04-24 12:20:00-07:00
1745521500000,6.2634,9.6188,0,0,1,239,61.0,68,29.96,30.0331,813,731700,9174,8988300,61.0,50.36,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 12:05:00-07:00
1745520600000,7.1582,10.2899,0,0,1,240,60.3,69,29.97,30.0433,746,671400,8428,8256600,60.3,50.08,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 11:50:00-07:00
1745519700000,7.3819,11.6321,0,0,1,243,60.4,70,29.97,30.0433,712,640800,7716,7585200,60.4,50.57,2025-04-01T21:20:00.000Z,2025-04-24,,,,2025-04-24 11:35:00-07:00
