dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,date,lastRain,batt1volts,local_time
1783135260000,4.0265,8.5004,0,0,1,282,61.3,83,56.09,29.98,30.0532,5,4500,29179,26265600,,,61.3,2026-07-03,2026-06-06T17:21:00.000Z,4.29,2026-07-03 20:21:00-07:00
1783134360000,4.6976,8.2767,0,0,1,275,61.7,82,56.15,29.99,30.0631,12,10800,29146,26242200,,,61.7,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 20:06:00-07:00
1783133460000,4.9213,9.6188,0,0,1,283,62.2,80,55.95,29.99,30.0631,21,18900,29158,26250300,America/Los_Angeles,True,62.2,2026-07-03,,,2026-07-03 19:51:00-07:00
1783132560000,5.816,10.5136,0,0,1,268,62.8,79,56.19,29.99,30.063,63,56700,29083,26231400,,,62.8,2026-07-03,2026-06-06T17:21:00.000Z,4.3,2026-07-03 19:36:00-07:00
1783131660000,6.9345,11.4084,0,0,1,263,63.1,78,56.12,29.98,30.0529,82,73800,29001,26174700,,,63.1,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 19:21:00-07:00
1783130760000,7.1582,13.6453,0,0,1,267,64.0,76,56.28,29.98,30.0528,114,102600,28887,26100900,,,64.0,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 19:06:00-07:00
1783129860000,7.6056,12.7505,0,0,1,263,64.6,75,56.49,29.97,30.0427,170,153000,28717,25998300,,,64.6,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 18:51:00-07:00
1783128960000,6.7108,11.8558,0,0,1,268,65.3,74,56.79,29.96,30.0325,197,177300,28520,25845300,,,65.3,2026-07-03,2026-06-06T17:21:00.000Z,4.31,2026-07-03 18:36:00-07:00
1783128060000,7.6056,14.0927,0,0,1,267,65.7,73,56.8,29.97,30.0425,261,234900,28259,25668000,,,65.7,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 18:21:00-07:00
1783127160000,7.8293,12.0795,0,0,1,265,65.8,72,56.52,29.96,30.0325,308,277200,27951,25433100,,,65.8,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 18:06:00-07:00
1783126260000,6.7108,12.7505,0,0,1,279,65.3,73,56.42,29.97,30.0426,318,286200,27633,25155900,,,65.3,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 17:51:00-07:00
1783125360000,7.3819,12.3031,0,0,1,272,65.8,72,56.52,29.98,30.0525,301,270900,27332,24869700,,,65.8,2026-07-03,2026-06-06T17:21:00.000Z,4.35,2026-07-03 17:36:00-07:00
1783124460000,7.1582,12.7505,0,0,1,272,67.1,70,56.98,29.98,30.0523,440,396000,26892,24598800,,,67.1,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 17:21:00-07:00
1783123560000,7.3819,13.1979,0,0,1,259,67.6,69,57.06,29.98,30.0523,491,441900,26401,24202800,,,67.6,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 17:06:00-07:00
1783122660000,8.7241,14.3164,0,0,1,247,67.8,70,57.65,29.98,30.0523,536,482400,25865,23760900,,,67.8,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 16:51:00-07:00
1783121760000,8.053,14.3164,0,0,1,253,68.2,70,58.03,29.97,30.0422,574,516600,25291,23278500,,,68.01,2026-07-03,2026-06-06T17:21:00.000Z,4.35,2026-07-03 16:36:00-07:00
1783120860000,8.7241,14.3164,0,0,1,248,68.2,69,57.63,29.97,30.0422,617,555300,24674,22761900,,,67.96,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 16:21:00-07:00
1783119960000,8.2767,13.1979,0,0,1,247,68.4,70,58.22,29.98,30.0522,659,593100,24015,22206600,,,68.23,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 16:06:00-07:00
1783119060000,8.7241,12.7505,0,0,1,241,68.0,71,58.24,29.98,30.0522,692,622800,23323,21613500,,,68.0,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 15:51:00-07:00
1783118160000,8.7241,13.4216,0,0,1,237,68.0,70,57.84,29.98,30.0522,725,652500,22598,20990700,,,68.0,2026-07-03,2026-06-06T17:21:00.000Z,4.36,2026-07-03 15:36:00-07:00
1783117260000,7.8293,11.4084,0,0,1,240,67.3,70,57.17,29.98,30.0523,755,679500,21843,20338200,,,67.3,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 15:21:00-07:00
1783116360000,6.7108,10.7373,0,0,1,240,68.2,69,57.63,29.99,30.0622,783,704700,21060,19658700,,,67.96,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 15:06:00-07:00
1783115460000,6.9345,10.2899,0,0,1,235,68.2,69,57.63,29.99,30.0622,810,729000,20250,18954000,,,67.96,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 14:51:00-07:00
1783114560000,6.0397,9.8425,0,0,1,238,68.7,68,57.7,30.0,30.0722,833,749700,19417,18225000,,,68.47,2026-07-03,2026-06-06T17:21:00.000Z,4.36,2026-07-03 14:36:00-07:00
1783113660000,6.0397,9.6188,0,0,1,232,68.9,67,57.48,30.0,30.0722,851,765900,18566,17475300,,,68.64,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 14:21:00-07:00
1783112760000,5.145,9.6188,0,0,1,239,69.4,67,57.96,30.0,30.0721,868,781200,17698,16709400,,,69.19,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 14:06:00-07:00
1783111860000,6.9345,10.2899,0,0,1,215,67.5,69,56.96,30.0,30.0723,879,791100,16819,15928200,,,67.5,2026-07-03,2026-06-06T17:21:00.000Z,4.37,2026-07-03 13:51:00-07:00
1783110960000,7.3819,10.2899,0,0,1,212,67.3,69,56.77,30.0,30.0724,889,800100,15930,15137100,,,67.3,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 13:36:00-07:00
1783110060000,7.3819,10.7373,0,0,1,210,66.4,71,56.7,29.99,30.0625,896,806400,15034,14337000,,,66.4,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 13:21:00-07:00
1783109160000,6.2634,9.8425,0,0,1,210,67.6,70,57.46,29.98,30.0523,899,809100,14135,13530600,,,67.6,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 13:06:00-07:00
1783108260000,6.0397,8.7241,0,0,1,209,66.7,71,56.99,29.99,30.0624,897,807300,13238,12721500,,,66.7,2026-07-03,2026-06-06T17:21:00.000Z,4.38,2026-07-03 12:51:00-07:00
1783107360000,5.816,9.6188,0,0,1,204,66.9,70,56.79,30.0,30.0724,891,801900,12347,11914200,,,66.9,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 12:36:00-07:00
1783106460000,5.816,8.9477,0,0,1,195,66.6,71,56.9,30.0,30.0725,885,796500,11462,11112300,,,66.6,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 12:21:00-07:00
1783105560000,5.3686,8.5004,0,0,1,204,66.4,71,56.7,30.0,30.0725,871,783900,10591,10315800,,,66.4,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 12:06:00-07:00
1783104660000,5.3686,8.053,0,0,1,202,66.4,71,56.7,30.01,30.0825,854,768600,9737,9531900,,,66.4,2026-07-03,2026-06-06T17:21:00.000Z,4.45,2026-07-03 11:51:00-07:00
1783103760000,5.3686,8.9477,0,0,1,191,66.7,71,56.99,30.0,30.0725,834,750600,8903,8763300,,,66.7,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 11:36:00-07:00
1783102860000,6.2634,9.6188,0,0,1,165,66.6,72,57.28,30.0,30.0725,812,730800,8091,8012700,,,66.6,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 11:21:00-07:00
1783101960000,7.1582,11.6321,0,0,1,160,66.9,72,57.57,30.0,30.0724,784,705600,7307,7281900,,,66.9,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 11:06:00-07:00
1783101060000,7.3819,11.6321,0,0,1,155,66.9,73,57.96,30.0,30.0724,747,672300,6560,6576300,,,66.9,2026-07-03,2026-06-06T17:21:00.000Z,4.45,2026-07-03 10:51:00-07:00
1783100160000,6.9345,10.961,0,0,1,156,67.3,73,58.34,29.99,30.0623,709,638100,5851,5904000,,,67.3,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 10:36:00-07:00
1783099260000,6.9345,12.5268,0,0,1,145,67.5,73,58.53,29.99,30.0623,691,621900,5160,5265900,,,67.5,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 10:21:00-07:00
1783098360000,8.053,13.6453,0,0,1,137,67.3,72,57.96,29.98,30.0523,656,590400,4504,4644000,,,67.3,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 10:06:00-07:00
1783097460000,7.1582,12.5268,0,0,1,128,67.1,72,57.76,29.98,30.0523,615,553500,3889,4053600,,,67.1,2026-07-03,2026-06-06T17:21:00.000Z,4.42,2026-07-03 09:51:00-07:00
1783096560000,7.8293,13.1979,0,0,1,124,67.1,73,58.15,29.98,30.0523,574,516600,3315,3500100,,,67.1,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 09:36:00-07:00
1783095660000,6.9345,13.4216,0,0,1,128,67.5,72,58.15,29.98,30.0523,531,477900,2784,2983500,,,67.5,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 09:21:00-07:00
1783094760000,5.5923,12.0795,0,0,1,117,66.9,73,57.96,29.98,30.0524,487,438300,2297,2505600,,,66.9,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 09:06:00-07:00
1783093860000,3.3554,8.7241,0,0,1,122,66.0,74,57.47,29.98,30.0525,442,397800,1855,2067300,,,66.0,2026-07-03,2026-06-06T17:21:00.000Z,4.22,2026-07-03 08:51:00-07:00
1783092960000,1.5659,5.3686,0,0,1,53,64.8,76,57.05,29.98,30.0527,396,356400,1459,1669500,,,64.8,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 08:36:00-07:00
1783092060000,2.2369,7.3819,0,0,1,109,63.9,78,56.9,29.98,30.0528,350,315000,1109,1313100,,,63.9,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 08:21:00-07:00
1783091160000,3.3554,8.9477,0,0,1,128,62.6,82,57.02,29.98,30.053,304,273600,805,998100,,,62.6,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 08:06:00-07:00
1783090260000,0.6711,4.4739,0,0,1,158,61.0,86,56.78,29.98,30.0532,260,234000,545,724500,,,61.0,2026-07-03,2026-06-06T17:21:00.000Z,4.2,2026-07-03 07:51:00-07:00
1783089360000,0.0,0.0,0,0,1,159,59.4,89,56.15,29.98,30.0534,217,195300,328,490500,,,59.4,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 07:36:00-07:00
1783088460000,0.0,0.0,0,0,1,159,57.2,90,54.29,29.98,30.0537,173,155700,155,295200,,,57.2,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 07:21:00-07:00
1783087560000,0.0,0.0,0,0,1,159,54.9,91,52.32,29.97,30.044,88,79200,67,139500,,,54.9,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 07:06:00-07:00
1783086660000,0.0,1.3422,0,0,1,188,54.7,91,52.12,29.96,30.034,30,27000,37,60300,,,54.7,2026-07-03,2026-06-06T17:21:00.000Z,4.21,2026-07-03 06:51:00-07:00
1783085760000,0.0,0.0,0,0,1,287,53.6,91,51.04,29.95,30.0242,21,18900,16,33300,,,53.6,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 06:36:00-07:00
1783084860000,0.0,0.0,0,0,1,287,52.7,90,49.85,29.95,30.0243,12,10800,4,14400,,,52.7,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 06:21:00-07:00
1783083960000,0.0,0.0,0,0,1,287,52.9,91,50.34,29.95,30.0243,4,3600,0,3600,,,52.9,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 06:06:00-07:00
1783083060000,0.0,0.0,0,0,1,287,53.8,90,50.94,29.94,30.0141,0,0,0,0,,,53.8,2026-07-03,2026-06-06T17:21:00.000Z,4.23,2026-07-03 05:51:00-07:00
1783082160000,0.0,0.0,0,0,1,287,52.9,90,50.05,29.93,30.0042,0,0,0,0,,,52.9,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 05:36:00-07:00
1783081260000,0.0,0.0,0,0,1,287,53.4,90,50.54,29.93,30.0042,0,0,0,0,,,53.4,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 05:21:00-07:00
1783080360000,0.0,0.0,0,0,1,287,53.6,90,50.74,29.93,30.0041,0,0,0,0,,,53.6,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 05:06:00-07:00
1783079460000,0.0,0.0,0,0,1,287,54.0,90,51.13,29.93,30.0041,0,0,0,0,,,54.0,2026-07-03,2026-06-06T17:21:00.000Z,4.23,2026-07-03 04:51:00-07:00
1783078560000,0.0,1.1185,0,0,1,286,54.5,89,51.32,29.93,30.004,0,0,0,0,,,54.5,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 04:36:00-07:00
1783077660000,0.0,0.0,0,0,1,320,54.1,89,50.93,29.93,30.0041,0,0,0,0,,,54.1,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 04:21:00-07:00
1783076760000,0.0,0.0,0,0,1,320,54.0,89,50.83,29.92,29.994,0,0,0,0,,,54.0,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 04:06:00-07:00
1783075860000,0.0,0.0,0,0,1,320,53.8,89,50.63,29.92,29.9941,0,0,0,0,,,53.8,2026-07-03,2026-06-06T17:21:00.000Z,4.24,2026-07-03 03:51:00-07:00
1783074960000,0.0,0.0,0,0,1,320,53.6,89,50.44,29.92,29.9941,0,0,0,0,,,53.6,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 03:36:00-07:00
1783074060000,0.4474,1.5659,0,0,1,320,54.0,89,50.83,29.92,29.994,0,0,0,0,,,54.0,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 03:21:00-07:00
1783073160000,0.0,1.5659,0,0,1,321,54.7,89,51.52,29.92,29.9939,0,0,0,0,,,54.7,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 03:06:00-07:00
1783072260000,0.0,0.0,0,0,1,2,54.5,88,51.02,29.93,30.004,0,0,0,0,,,54.5,2026-07-03,2026-06-06T17:21:00.000Z,4.25,2026-07-03 02:51:00-07:00
1783071360000,0.0,1.3422,0,0,1,315,54.1,88,50.62,29.93,30.0041,0,0,0,0,,,54.1,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 02:36:00-07:00
1783070460000,0.0,0.0,0,0,1,288,54.5,88,51.02,29.93,30.004,0,0,0,0,,,54.5,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 02:21:00-07:00
1783069560000,0.0,1.1185,0,0,1,288,54.5,88,51.02,29.93,30.004,0,0,0,0,America/Los_Angeles,True,54.5,2026-07-03,,,2026-07-03 02:06:00-07:00
1783068660000,0.0,1.5659,0,0,1,288,54.9,88,51.41,29.93,30.0039,0,0,0,0,,,54.9,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 01:51:00-07:00
1783067760000,0.0,0.0,0,0,1,288,54.7,88,51.22,29.93,30.004,0,0,0,0,,,54.7,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 01:36:00-07:00
1783066860000,0.0,1.1185,0,0,1,288,54.5,87,50.71,29.93,30.004,0,0,0,0,,,54.5,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 01:21:00-07:00
1783065960000,0.0,1.5659,0,0,1,288,54.3,87,50.51,29.94,30.0141,0,0,0,0,,,54.3,2026-07-03,2026-06-06T17:21:00.000Z,4.26,2026-07-03 01:06:00-07:00
1783065060000,0.0,0.0,0,0,1,288,54.7,87,50.91,29.94,30.014,0,0,0,0,,,54.7,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 00:51:00-07:00
1783064160000,0.0,0.0,0,0,1,288,54.9,87,51.1,29.94,30.014,0,0,0,0,,,54.9,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 00:36:00-07:00
1783063260000,0.0,0.0,0,0,1,288,54.7,87,50.91,29.95,30.024,0,0,0,0,,,54.7,2026-07-03,2026-06-06T17:21:00.000Z,,2026-07-03 00:21:00-07:00
1783062360000,0.0,0.0,0,0,1,288,55.0,87,51.2,29.95,30.024,0,0,0,0,,,55.0,2026-07-03,2026-06-06T17:21:00.000Z,4.27,2026-07-03 00:06:00-07:00
