dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,tz,historical,local_time
1773211860000,1.1185,2.2369,0,0,1,46,50.9,90,4.24,48.07,30.15,30.2251,0,0,6678,6010200,50.9,2026-02-19T18:51:00.000Z,2026-03-10,,,2026-03-10 23:51:00-07:00
1773210960000,1.3422,2.2369,0,0,1,46,50.9,90,,48.07,30.15,30.2251,0,0,6678,6010200,50.9,2026-02-19T18:51:00.000Z,2026-03-10,,,2026-03-10 23:36:00-07:00
1773210060000,1.1185,2.2369,0,0,1,46,50.9,90,,48.07,30.15,30.2251,0,0,6678,6010200,50.9,2026-02-19T18:51:00.000Z,2026-03-10,,,2026-03-10 23:21:00-07:00
1773209160000,0.8948,4.9213,0,0,1,32,51.1,90,,48.27,30.15,30.225,0,0,6678,6010200,51.1,2026-02-19T18:51:00.000Z,2026-03-10,,,2026-03-10 23:06:00-07:00
1773208260000,0.0,0.0,0,0,1,279,51.3,89,4.25,48.17,30.14,30.215,0,0,6678,6010200,51.3,2026-02-19T18:51:00.000Z,2026-03-10,,,2026-03-10 22:51:00-07:00
1773207360000,0.0,0.0,0,0,1,279,51.8,89,,48.66,30.14,30.2149,0,0,6678,6010200,51.8,2026-02-19T18:51:00.000Z,2026-03-10,,,2026-03-10 22:36:00-07:00
1773206460000,0.0,0.0,0,0,1,279,52.0,89,,48.86,30.14,30.2149,0,0,6678,6010200,52.0,2026-02-19T18:51:00.000Z,2026-03-10,,,2026-03-10 22:21:00-07:00
1773205560000,0.0,0.0,0,0,1,279,52.3,89,,49.15,30.14,30.2148,0,0,6678,6010200,52.3,2026-02-19T18:51:00.000Z,2026-03-10,,,2026-03-10 22:06:00-07:00
1773204660000,0.0,1.1185,0,0,1,279,52.5,88,4.27,49.05,30.14,30.2148,0,0,6678,6010200,52.5,2026-02-19T18:51:00.000Z,2026-03-10,,,2026-03-10 21:51:00-07:00
1773203760000,0.0,0.0,0,0,1,279,52.9,87,,49.14,30.14,30.2148,0,0,6678,6010200,52.9,2026-02-19T18:51:00.000Z,2026-03-10,,,2026-03-10 21:36:00-07:00
1773202860000,0.0,0.0,0,0,1,279,53.6,86,,49.51,30.13,30.2046,0,0,6678,6010200,53.6,2026-02-19T18:51:00.000Z,2026-03-10,,,2026-03-10 21:21:00-07:00
1773201960000,0.0,0.0,0,0,1,279,54.1,86,,50.01,30.13,30.2046,0,0,6678,6010200,54.1,2026-02-19T18:51:00.000Z,2026-03-10,,,2026-03-10 21:06:00-07:00
1773201060000,0.0,0.0,0,0,1,279,54.7,85,4.28,50.28,30.13,30.2045,0,0,6678,6010200,54.7,2026-02-19T18:51:00.000Z,2026-03-10,,,2026-03-10 20:51:00-07:00
1773200160000,0.0,1.1185,0,0,1,279,55.4,84,,50.65,30.13,30.2044,0,0,6678,6010200,55.4,2026-02-19T18:51:00.000Z,2026-03-10,,,2026-03-10 20:36:00-07:00
1773199260000,0.4474,3.1317,0,0,1,279,55.9,83,,50.81,30.12,30.1943,0,0,6678,6010200,55.9,2026-02-19T18:51:00.000Z,2026-03-10,,,2026-03-10 20:21:00-07:00
1773198360000,1.1185,4.6976,0,0,1,279,56.5,82,,51.07,30.12,30.1942,0,0,6678,6010200,56.5,2026-02-19T18:51:00.000Z,2026-03-10,,,2026-03-10 20:06:00-07:00
