dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,local_time
1754463000000,0.8948,6.7108,0,0,1,16,61.5,87,4.29,57.59,61.5,29.96,30.0331,0,0,25522,22969800,2025-08-04T03:35:00.000Z,2025-08-05,,,2025-08-05 23:50:00-07:00
1754462100000,0.8948,5.3686,0,0,1,83,61.5,87,,57.59,61.5,29.96,30.0331,0,0,25522,22969800,2025-08-04T03:35:00.000Z,2025-08-05,,,2025-08-05 23:35:00-07:00
1754461200000,1.3422,3.8028,0,0,1,29,61.5,87,,57.59,61.5,29.96,30.0331,0,0,25522,22969800,2025-08-04T03:35:00.000Z,2025-08-05,,,2025-08-05 23:20:00-07:00
1754460300000,1.1185,4.4739,0,0,1,29,61.7,86,,57.47,61.7,29.96,30.0331,0,0,25522,22969800,2025-08-04T03:35:00.000Z,2025-08-05,,,2025-08-05 23:05:00-07:00
1754459400000,1.1185,5.145,0,0,1,34,61.9,86,4.29,57.66,61.9,29.95,30.023,0,0,25522,22969800,2025-08-04T03:35:00.000Z,2025-08-05,,,2025-08-05 22:50:00-07:00
1754458500000,0.8948,8.2767,0,0,1,64,61.9,86,,57.66,61.9,29.95,30.023,0,0,25522,22969800,2025-08-04T03:35:00.000Z,2025-08-05,,,2025-08-05 22:35:00-07:00
1754457600000,1.1185,4.2502,0,0,1,36,61.9,86,,57.66,61.9,29.95,30.023,0,0,25522,22969800,2025-08-04T03:35:00.000Z,2025-08-05,,,2025-08-05 22:20:00-07:00
1754456700000,1.1185,4.2502,0,0,1,104,61.9,86,,57.66,61.9,29.95,30.023,0,0,25522,22969800,2025-08-04T03:35:00.000Z,2025-08-05,,,2025-08-05 22:05:00-07:00
1754455800000,0.0,2.0132,0,0,1,104,61.9,86,4.3,57.66,61.9,29.95,30.023,0,0,25522,22969800,2025-08-04T03:35:00.000Z,2025-08-05,,,2025-08-05 21:50:00-07:00
1754454900000,0.4474,2.2369,0,0,1,104,61.9,86,,57.66,61.9,29.94,30.013,0,0,25522,22969800,2025-08-04T03:35:00.000Z,2025-08-05,,,2025-08-05 21:35:00-07:00
1754454000000,0.8948,4.0265,0,0,1,104,61.5,86,,57.27,61.5,29.94,30.013,0,0,25522,22969800,2025-08-04T03:35:00.000Z,2025-08-05,,,2025-08-05 21:20:00-07:00
