dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,tz,historical,local_time
1784703060000,4.4739,8.7241,0,0,1,269,67.3,89,63.94,29.99,30.0623,0,0,27066,24359400,67.3,2026-06-06T17:21:00.000Z,2026-07-21,,,,2026-07-21 23:51:00-07:00
1784702160000,4.4739,8.5004,0,0,1,270,67.3,89,63.94,30.0,30.0724,0,0,27066,24359400,67.3,2026-06-06T17:21:00.000Z,2026-07-21,4.27,,,2026-07-21 23:36:00-07:00
1784701260000,5.816,9.8425,0,0,1,262,67.3,90,64.26,30.0,30.0724,0,0,27066,24359400,67.3,2026-06-06T17:21:00.000Z,2026-07-21,,,,2026-07-21 23:21:00-07:00
1784700360000,5.816,9.8425,0,0,1,268,67.1,90,64.06,30.0,30.0724,0,0,27066,24359400,67.1,2026-06-06T17:21:00.000Z,2026-07-21,,,,2026-07-21 23:06:00-07:00
1784699460000,6.0397,13.1979,0,0,1,281,67.1,89,63.74,30.0,30.0724,0,0,27066,24359400,67.1,2026-06-06T17:21:00.000Z,2026-07-21,,,,2026-07-21 22:51:00-07:00
1784698560000,7.1582,13.6453,0,0,1,282,67.3,89,63.94,30.0,30.0724,0,0,27066,24359400,67.3,2026-06-06T17:21:00.000Z,2026-07-21,4.27,,,2026-07-21 22:36:00-07:00
1784697660000,6.7108,14.7638,0,0,1,279,67.5,89,64.14,30.0,30.0723,0,0,27066,24359400,67.5,2026-06-06T17:21:00.000Z,2026-07-21,,,,2026-07-21 22:21:00-07:00
1784696760000,7.3819,14.7638,0,0,1,280,67.5,89,64.14,29.99,30.0623,0,0,27066,24359400,67.5,,2026-07-21,,America/Los_Angeles,True,2026-07-21 22:06:00-07:00
1784695860000,7.1582,13.6453,0,0,1,278,67.6,89,64.24,29.98,30.0523,0,0,27066,24359400,67.6,,2026-07-21,4.28,America/Los_Angeles,True,2026-07-21 21:51:00-07:00
1784694960000,8.5004,20.5798,0,0,1,284,67.6,89,64.24,29.98,30.0523,0,0,27066,24359400,67.6,2026-06-06T17:21:00.000Z,2026-07-21,,,,2026-07-21 21:36:00-07:00
1784694060000,7.6056,15.8822,0,0,1,288,67.6,89,64.24,29.98,30.0523,0,0,27066,24359400,67.6,2026-06-06T17:21:00.000Z,2026-07-21,,,,2026-07-21 21:21:00-07:00
1784693160000,7.8293,20.1324,0,0,1,286,67.8,89,64.43,29.98,30.0523,0,0,27066,24359400,67.8,2026-06-06T17:21:00.000Z,2026-07-21,,,,2026-07-21 21:06:00-07:00
1784692260000,8.9477,15.6586,0,0,1,281,67.8,89,64.43,29.97,30.0422,0,0,27066,24359400,67.8,2026-06-06T17:21:00.000Z,2026-07-21,4.29,,,2026-07-21 20:51:00-07:00
1784691360000,8.9477,18.1192,0,0,1,281,68.0,88,64.31,29.97,30.0422,0,0,27066,24359400,68.0,2026-06-06T17:21:00.000Z,2026-07-21,,,,2026-07-21 20:36:00-07:00
1784690460000,8.2767,17.8955,0,0,1,283,68.4,88,64.7,29.97,30.0421,0,0,27066,24359400,69.08,2026-06-06T17:21:00.000Z,2026-07-21,,,,2026-07-21 20:21:00-07:00
1784689560000,9.1714,16.1059,0,0,1,277,68.7,86,64.34,29.96,30.0321,2,1800,27064,24359400,69.31,2026-06-06T17:21:00.000Z,2026-07-21,,,,2026-07-21 20:06:00-07:00
1784688660000,9.6188,17.2244,0,0,1,278,69.3,85,64.59,29.96,30.032,8,7200,27056,24357600,69.93,2026-06-06T17:21:00.000Z,2026-07-21,4.29,,,2026-07-21 19:51:00-07:00
1784687760000,10.0662,19.9087,0,0,1,285,70.3,83,64.88,29.96,30.0319,26,23400,27030,24350400,70.93,2026-06-06T17:21:00.000Z,2026-07-21,,,,2026-07-21 19:36:00-07:00
1784686860000,9.3951,17.2244,0,0,1,277,71.6,80,65.09,29.96,30.0317,70,63000,26960,24327000,72.22,2026-06-06T17:21:00.000Z,2026-07-21,,,,2026-07-21 19:21:00-07:00
1784685960000,10.2899,18.5666,0,0,1,266,72.7,76,64.69,29.95,30.0215,105,94500,26855,24264000,73.24,2026-06-06T17:21:00.000Z,2026-07-21,,,,2026-07-21 19:06:00-07:00
1784685060000,8.2767,14.0927,0,0,1,279,73.4,73,64.21,29.94,30.0114,143,128700,26712,24169500,73.87,2026-06-06T17:21:00.000Z,2026-07-21,4.31,,,2026-07-21 18:51:00-07:00
1784684160000,8.053,17.0007,0,0,1,277,74.3,70,63.87,29.94,30.0113,182,163800,26530,24040800,74.72,2026-06-06T17:21:00.000Z,2026-07-21,,,,2026-07-21 18:36:00-07:00
1784683260000,7.8293,15.2112,0,0,1,275,75.0,66,62.85,29.94,30.0112,227,204300,26303,23877000,75.3,2026-06-06T17:21:00.000Z,2026-07-21,,,,2026-07-21 18:21:00-07:00
1784682360000,6.7108,13.4216,0,0,1,282,75.9,65,63.27,29.94,30.0111,271,243900,26032,23672700,76.25,2026-06-06T17:21:00.000Z,2026-07-21,,,,2026-07-21 18:06:00-07:00
1784681460000,7.1582,13.4216,0,0,1,281,76.5,65,63.84,29.94,30.011,315,283500,25359,23106600,76.91,2026-06-06T17:21:00.000Z,2026-07-21,4.34,,,2026-07-21 17:51:00-07:00
1784680560000,7.8293,14.3164,0,0,1,272,77.0,64,63.87,29.94,30.0109,358,322200,25674,23145300,77.41,,2026-07-21,,America/Los_Angeles,True,2026-07-21 17:36:00-07:00
