dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,local_time
1745390760000,0.0,0.0,0,0,1,238,54.0,89,4.25,29.96,30.0577,0,0,3329,2996100,54.0,50.83,2025-04-22,,,2025-04-22 23:46:00-07:00
1745389860000,0.0,0.0,0,0,1,238,54.0,89,,29.96,30.0577,0,0,3329,2996100,54.0,50.83,2025-04-22,,,2025-04-22 23:31:00-07:00
1745388960000,0.0,0.0,0,0,1,238,54.0,88,,29.96,30.0577,0,0,3329,2996100,54.0,50.53,2025-04-22,,,2025-04-22 23:16:00-07:00
1745388060000,0.2237,1.5659,0,0,1,238,54.0,88,,29.96,30.0577,0,0,3329,2996100,54.0,50.53,2025-04-22,,,2025-04-22 23:01:00-07:00
1745387160000,0.0,1.1185,0,0,1,238,54.0,88,4.25,29.95,30.0476,0,0,3329,2996100,54.0,50.53,2025-04-22,,,2025-04-22 22:46:00-07:00
1745386260000,0.0,1.1185,0,0,1,238,54.0,88,,29.96,30.0577,0,0,3329,2996100,54.0,50.53,2025-04-22,,,2025-04-22 22:31:00-07:00
1745385360000,0.4474,1.5659,0,0,1,238,54.0,89,,29.95,30.0476,0,0,3329,2996100,54.0,50.83,2025-04-22,America/Los_Angeles,True,2025-04-22 22:16:00-07:00
1745384460000,0.2237,2.0132,0,0,1,238,54.0,89,,29.95,30.0476,0,0,3329,2996100,54.0,50.83,2025-04-22,,,2025-04-22 22:01:00-07:00
1745383560000,0.8948,2.2369,0,0,1,238,54.0,89,4.25,29.96,30.0577,0,0,3329,2996100,54.0,50.83,2025-04-22,,,2025-04-22 21:46:00-07:00
1745382660000,1.1185,2.2369,0,0,1,238,54.1,89,,29.95,30.0476,0,0,3329,2996100,54.1,50.93,2025-04-22,,,2025-04-22 21:31:00-07:00
1745381760000,0.8948,2.2369,0,0,1,238,54.1,89,,29.95,30.0476,0,0,3329,2996100,54.1,50.93,2025-04-22,,,2025-04-22 21:16:00-07:00
