dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,tz,historical,local_time
1773039120000,0.0,0.8948,0,0,1,277,53.6,66,4.3,42.52,29.83,29.9273,0,0,10442,9397800,53.6,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 23:52:00-07:00
1773038220000,0.0,0.0,0,0,1,277,53.8,66,,42.71,29.83,29.9273,0,0,10442,9397800,53.8,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 23:37:00-07:00
1773037320000,0.0,1.1185,0,0,1,277,54.0,66,,42.9,29.83,29.9272,0,0,10442,9397800,54.0,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 23:22:00-07:00
1773036420000,0.0,0.0,0,0,1,277,54.5,65,,42.98,29.83,29.9271,0,0,10442,9397800,54.5,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 23:07:00-07:00
1773035520000,0.0,0.0,0,0,1,277,54.7,64,4.3,42.76,29.83,29.9271,0,0,10442,9397800,54.7,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 22:52:00-07:00
1773034620000,0.0,0.0,0,0,1,277,55.4,63,,43.02,29.83,29.927,0,0,10442,9397800,55.4,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 22:37:00-07:00
1773033720000,0.0,0.0,0,0,1,277,55.6,65,,44.02,29.84,29.937,0,0,10442,9397800,55.6,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 22:22:00-07:00
1773032820000,0.0,0.0,0,0,1,277,56.1,65,,44.5,29.83,29.9268,0,0,10442,9397800,56.1,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 22:07:00-07:00
1773031920000,0.0,0.0,0,0,1,277,56.8,64,4.31,44.75,29.84,29.9367,0,0,10442,9397800,56.8,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 21:52:00-07:00
1773031020000,0.0,0.0,0,0,1,277,57.2,63,,44.72,29.84,29.9367,0,0,10442,9397800,57.2,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 21:37:00-07:00
1773030120000,0.0,0.0,0,0,1,277,58.5,61,,45.1,29.84,29.9364,0,0,10442,9397800,58.5,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 21:22:00-07:00
1773029220000,0.0,0.0,0,0,1,277,60.3,58,,45.46,29.83,29.9261,0,0,10442,9397800,60.3,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 21:07:00-07:00
1773028320000,0.0,0.0,0,0,1,277,61.7,55,4.32,45.37,29.83,29.9258,0,0,10442,9397800,61.7,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 20:52:00-07:00
1773027420000,0.0,0.0,0,0,1,277,62.6,51,,44.21,29.83,29.9256,0,0,10442,9397800,62.6,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 20:37:00-07:00
1773026520000,0.0,0.0,0,0,1,277,64.6,46,,43.35,29.83,29.9253,0,0,10442,9397800,64.6,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 20:22:00-07:00
1773025620000,0.0,1.5659,0,0,1,277,67.1,41,,42.61,29.82,29.9148,0,0,10442,9397800,67.1,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 20:07:00-07:00
1773024720000,0.6711,2.2369,0,0,1,277,68.5,37,4.33,41.19,29.82,29.9145,0,0,10442,9397800,66.79,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 19:52:00-07:00
1773023820000,1.3422,2.6843,0,0,1,277,69.3,36,,41.19,29.82,29.9144,0,0,10442,9397800,67.62,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 19:37:00-07:00
1773022920000,1.3422,5.816,0,0,1,283,69.8,34,,40.16,29.82,29.9143,0,0,10442,9397800,68.08,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 19:22:00-07:00
1773022020000,1.3422,3.1317,0,0,1,286,70.0,36,,41.81,29.82,29.9143,0,0,10442,9397800,68.39,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 19:07:00-07:00
1773021120000,2.0132,5.5923,0,0,1,284,70.5,36,4.33,42.25,29.81,29.9041,4,3600,10438,9397800,68.94,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 18:52:00-07:00
1773020220000,1.7895,3.5791,0,0,1,265,71.2,35,,42.14,29.82,29.914,8,7200,10430,9394200,69.66,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 18:37:00-07:00
1773019320000,2.2369,4.0265,0,0,1,292,70.9,38,,44.01,29.81,29.9041,14,12600,10416,9387000,69.48,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 18:22:00-07:00
1773018420000,1.3422,4.0265,0,0,1,241,70.7,42,,46.47,29.81,29.9041,18,16200,10398,9374400,69.44,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 18:07:00-07:00
1773017520000,0.8948,3.5791,0,0,1,237,72.1,38,4.33,45.08,29.81,29.9039,23,20700,10375,9358200,70.8,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 17:52:00-07:00
1773016620000,1.3422,3.5791,0,0,1,237,70.5,49,,50.41,29.81,29.9041,27,24300,10348,9337500,69.55,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 17:37:00-07:00
1773015720000,1.5659,3.8028,0,0,1,263,71.1,46,,49.26,29.81,29.904,31,27900,10317,9313200,70.07,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 17:22:00-07:00
1773014820000,2.0132,4.6976,0,0,1,293,72.7,38,,45.61,29.82,29.9138,41,36900,10276,9285300,71.46,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 17:07:00-07:00
1773013920000,2.0132,4.9213,0,0,1,272,73.4,35,4.34,44.07,29.82,29.9137,40,36000,10236,9248400,72.09,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 16:52:00-07:00
1773013020000,2.6843,5.3686,0,0,1,288,73.6,34,,43.49,29.83,29.9237,42,37800,10194,9212400,72.26,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 16:37:00-07:00
1773012120000,2.908,6.0397,0,0,1,299,73.6,33,,42.71,29.83,29.9237,52,46800,10142,9174600,72.21,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 16:22:00-07:00
1773011220000,2.6843,5.3686,0,0,1,298,72.9,37,,45.09,29.83,29.9238,107,96300,10035,9127800,71.63,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 16:07:00-07:00
1773010320000,2.0132,5.145,0,0,1,281,72.3,39,4.36,45.94,29.83,29.9239,286,257400,9657,8948700,71.06,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 15:52:00-07:00
1773009420000,2.2369,4.2502,0,0,1,288,71.8,38,,44.81,29.84,29.934,92,82800,9943,8774100,70.47,,2026-03-08,America/Los_Angeles,True,2026-03-08 15:37:00-07:00
1773008520000,2.2369,5.3686,0,0,1,288,72.0,36,,43.57,29.84,29.934,115,103500,9542,8691300,70.59,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 15:22:00-07:00
1773007620000,1.1185,4.0265,0,0,1,254,72.7,35,,43.45,29.85,29.9439,140,126000,9402,8587800,71.31,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 15:07:00-07:00
1773006720000,1.5659,4.2502,0,0,1,224,72.5,36,4.51,44.01,29.85,29.9439,655,589500,8747,8461800,71.14,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 14:52:00-07:00
1773005820000,2.2369,4.2502,0,0,1,243,73.2,31,,40.74,29.86,29.9538,737,663300,8010,7872300,71.68,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 14:37:00-07:00
1773004920000,2.0132,4.4739,0,0,1,243,73.6,29,,39.37,29.86,29.9537,760,684000,7250,7209000,72.02,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 14:22:00-07:00
1773004020000,1.7895,4.0265,0,0,1,240,73.9,27,,37.8,29.87,29.9637,779,701100,6471,6525000,72.26,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 14:07:00-07:00
1773003120000,1.7895,4.4739,0,0,1,222,73.8,25,4.56,35.77,29.88,29.9738,795,715500,5676,5823900,72.06,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 13:52:00-07:00
1773002220000,2.0132,4.4739,0,0,1,227,73.8,22,,32.57,29.89,29.9838,804,723600,4872,5108400,71.91,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 13:37:00-07:00
1773001320000,2.0132,4.6976,0,0,1,232,73.8,22,,32.57,29.9,29.9938,705,634500,4167,4384800,71.91,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 13:22:00-07:00
1773000420000,1.3422,4.0265,0,0,1,232,73.2,25,,35.26,29.91,30.004,337,303300,3830,3750300,71.39,2026-02-19T18:37:00.000Z,2026-03-08,,,2026-03-08 13:07:00-07:00
