dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,local_time
1751611800000,1.1185,5.5923,0,0,1,118,57.9,92,4.29,55.59,57.9,29.94,30.0135,0,0,23166,20849400,2025-06-28T12:35:00.000Z,2025-07-03,,,2025-07-03 23:50:00-07:00
1751610900000,0.6711,3.1317,0,0,1,70,57.6,93,,55.59,57.6,29.94,30.0136,0,0,23166,20849400,2025-06-28T12:35:00.000Z,2025-07-03,,,2025-07-03 23:35:00-07:00
1751610000000,0.0,1.3422,0,0,1,266,57.2,92,,54.9,57.2,29.94,30.0136,0,0,23166,20849400,2025-06-28T12:35:00.000Z,2025-07-03,,,2025-07-03 23:20:00-07:00
1751609100000,0.0,1.7895,0,0,1,266,57.2,92,,54.9,57.2,29.94,30.0136,0,0,23166,20849400,2025-06-28T12:35:00.000Z,2025-07-03,,,2025-07-03 23:05:00-07:00
1751608200000,0.0,0.0,0,0,1,266,57.2,92,4.29,54.9,57.2,29.93,30.0036,0,0,23166,20849400,2025-06-28T12:35:00.000Z,2025-07-03,,,2025-07-03 22:50:00-07:00
1751607300000,0.2237,1.3422,0,0,1,266,57.0,92,,54.7,57.0,29.93,30.0036,0,0,23166,20849400,2025-06-28T12:35:00.000Z,2025-07-03,,,2025-07-03 22:35:00-07:00
1751606400000,0.0,1.3422,0,0,1,266,57.6,91,,54.99,57.6,29.93,30.0036,0,0,23166,20849400,2025-06-28T12:35:00.000Z,2025-07-03,,,2025-07-03 22:20:00-07:00
1751605500000,0.0,0.0,0,0,1,266,58.1,91,,55.48,58.1,29.93,30.0035,0,0,23166,20849400,2025-06-28T12:35:00.000Z,2025-07-03,,,2025-07-03 22:05:00-07:00
1751604600000,0.0,1.3422,0,0,1,266,58.1,90,4.3,55.18,58.1,29.92,29.9935,0,0,23166,20849400,2025-06-28T12:35:00.000Z,2025-07-03,,,2025-07-03 21:50:00-07:00
1751603700000,0.0,0.0,0,0,1,266,58.6,90,,55.67,58.6,29.92,29.9934,0,0,23166,20849400,2025-06-28T12:35:00.000Z,2025-07-03,,,2025-07-03 21:35:00-07:00
1751602800000,0.0,0.0,0,0,1,266,58.8,89,,55.56,58.8,29.91,29.9833,0,0,23166,20849400,2025-06-28T12:35:00.000Z,2025-07-03,,,2025-07-03 21:20:00-07:00
1751601900000,0.0,0.0,0,0,1,266,59.0,89,,55.76,59.0,29.91,29.9833,0,0,23166,20849400,2025-06-28T12:35:00.000Z,2025-07-03,,,2025-07-03 21:05:00-07:00
1751601000000,1.1185,3.5791,0,0,1,266,59.5,88,4.31,55.94,59.5,29.91,29.9832,0,0,23166,20849400,2025-06-28T12:35:00.000Z,2025-07-03,,,2025-07-03 20:50:00-07:00
