dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,tz,historical,local_time
1787295060000,0.4474,4.4739,0,0,1,80,65.7,85,61.06,29.92,29.9924,0,0,23094,20784600,65.7,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 23:51:00-07:00
1787294160000,0.6711,2.908,0,0,1,80,65.8,85,61.16,29.93,30.0024,0,0,23094,20784600,65.8,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 23:36:00-07:00
1787293260000,1.1185,4.2502,0,0,1,79,66.0,85,61.36,29.93,30.0024,0,0,23094,20784600,66.0,,2026-08-20,4.27,America/Los_Angeles,True,2026-08-20 23:21:00-07:00
1787292360000,1.3422,5.3686,0,0,1,78,66.2,85,61.55,29.93,30.0024,0,0,23094,20784600,66.2,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 23:06:00-07:00
1787291460000,1.1185,5.145,0,0,1,103,66.0,85,61.36,29.93,30.0024,0,0,23094,20784600,66.0,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 22:51:00-07:00
1787290560000,1.1185,4.2502,0,0,1,128,66.2,85,61.55,29.93,30.0024,0,0,23094,20784600,66.2,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 22:36:00-07:00
1787289660000,1.5659,5.3686,0,0,1,110,66.4,85,61.75,29.92,29.9923,0,0,23094,20784600,66.4,2026-08-10T03:36:00.000Z,2026-08-20,4.26,,,2026-08-20 22:21:00-07:00
1787288760000,1.1185,4.0265,0,0,1,77,66.6,85,61.94,29.92,29.9923,0,0,23094,20784600,66.6,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 22:06:00-07:00
1787287860000,1.3422,3.8028,0,0,1,71,66.4,85,61.75,29.92,29.9923,0,0,23094,20784600,66.4,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 21:51:00-07:00
1787286960000,0.0,1.7895,0,0,1,232,66.2,86,61.88,29.92,29.9923,0,0,23094,20784600,66.2,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 21:36:00-07:00
1787286060000,0.0,0.0,0,0,1,232,65.8,86,61.49,29.92,29.9924,0,0,23094,20784600,65.8,2026-08-10T03:36:00.000Z,2026-08-20,4.28,,,2026-08-20 21:21:00-07:00
1787285160000,0.0,0.0,0,0,1,232,65.7,85,61.06,29.91,29.9824,0,0,23094,20784600,65.7,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 21:06:00-07:00
1787284260000,0.0,0.0,0,0,1,232,66.4,84,61.41,29.91,29.9823,0,0,23094,20784600,66.4,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 20:51:00-07:00
1787283360000,0.0,0.0,0,0,1,232,66.6,84,61.61,29.9,29.9722,0,0,23094,20784600,66.6,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 20:36:00-07:00
1787282460000,0.0,0.0,0,0,1,232,66.4,83,61.07,29.89,29.9622,0,0,23094,20784600,66.4,2026-08-10T03:36:00.000Z,2026-08-20,4.29,,,2026-08-20 20:21:00-07:00
1787281560000,0.0,0.0,0,0,1,232,67.6,82,61.9,29.89,29.9621,0,0,23094,20784600,67.6,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 20:06:00-07:00
1787280660000,0.0,0.0,0,0,1,232,67.8,82,62.1,29.89,29.962,0,0,23094,20784600,67.8,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 19:51:00-07:00
1787279760000,0.2237,1.7895,0,0,1,232,68.5,81,62.43,29.88,29.9519,8,7200,23086,20784600,68.86,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 19:36:00-07:00
1787278860000,0.2237,2.0132,0,0,1,232,69.4,80,62.95,29.88,29.9518,36,32400,23000,20732400,69.8,2026-08-10T03:36:00.000Z,2026-08-20,4.3,,,2026-08-20 19:21:00-07:00
1787277960000,0.2237,2.0132,0,0,1,232,69.8,79,62.98,29.88,29.9517,50,45000,23036,20745000,70.19,,2026-08-20,,America/Los_Angeles,True,2026-08-20 19:06:00-07:00
1787277060000,0.4474,2.4606,0,0,1,232,70.2,77,62.64,29.88,29.9517,61,54900,22939,20700000,70.54,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 18:51:00-07:00
1787276160000,0.8948,3.5791,0,0,1,232,70.7,77,63.13,29.88,29.9516,95,85500,22844,20645100,71.09,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 18:36:00-07:00
1787275260000,2.6843,4.4739,0,0,1,232,70.7,76,62.75,29.88,29.9516,111,99900,22733,20559600,71.04,2026-08-10T03:36:00.000Z,2026-08-20,4.31,,,2026-08-20 18:21:00-07:00
1787274360000,4.4739,7.1582,0,0,1,232,71.4,75,63.05,29.88,29.9515,148,133200,22585,20459700,71.77,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 18:06:00-07:00
1787273460000,5.3686,7.8293,0,0,1,233,72.3,75,63.92,29.88,29.9514,245,220500,22340,20326500,72.76,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 17:51:00-07:00
1787272560000,4.9213,7.8293,0,0,1,228,72.5,74,63.73,29.88,29.9514,322,289800,22018,20106000,72.93,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 17:36:00-07:00
1787271660000,6.0397,8.9477,0,0,1,245,72.9,74,64.11,29.88,29.9513,350,315000,21668,19816200,73.37,2026-08-10T03:36:00.000Z,2026-08-20,4.35,,,2026-08-20 17:21:00-07:00
1787270760000,5.816,9.3951,0,0,1,250,73.6,74,64.79,29.89,29.9613,379,341100,21289,19501200,74.14,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 17:06:00-07:00
1787269860000,6.0397,8.7241,0,0,1,240,73.8,73,64.59,29.9,29.9712,414,372600,20875,19160100,74.31,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 16:51:00-07:00
1787268960000,5.3686,8.9477,0,0,1,228,73.8,72,64.19,29.9,29.9712,445,400500,20430,18787500,74.26,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 16:36:00-07:00
1787268060000,5.5923,8.7241,0,0,1,234,73.9,70,63.48,29.9,29.9712,484,435600,19946,18387000,74.28,2026-08-10T03:36:00.000Z,2026-08-20,4.35,,,2026-08-20 16:21:00-07:00
1787267160000,4.6976,8.5004,0,0,1,225,74.7,68,63.42,29.91,29.9812,517,465300,19429,17951400,75.07,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 16:06:00-07:00
1787266260000,4.6976,8.053,0,0,1,213,74.1,70,63.68,29.91,29.9812,551,495900,18878,17486100,74.5,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 15:51:00-07:00
1787265360000,5.145,7.8293,0,0,1,222,74.5,71,64.46,29.91,29.9812,588,529200,18290,16990200,74.99,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 15:36:00-07:00
1787264460000,5.3686,8.5004,0,0,1,211,74.1,72,64.48,29.91,29.9812,620,558000,17670,16461000,74.59,2026-08-10T03:36:00.000Z,2026-08-20,4.35,,,2026-08-20 15:21:00-07:00
1787263560000,4.9213,8.5004,0,0,1,231,74.8,70,64.34,29.92,29.9912,649,584100,17021,15903000,75.27,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 15:06:00-07:00
1787262660000,5.145,8.7241,0,0,1,232,74.3,70,63.87,29.92,29.9912,673,605700,16348,15318900,74.72,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 14:51:00-07:00
1787261760000,5.3686,8.2767,0,0,1,211,72.9,72,63.33,29.93,30.0014,697,627300,15651,14713200,73.27,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 14:36:00-07:00
1787260860000,5.5923,8.9477,0,0,1,236,73.9,71,63.89,29.93,30.0013,716,644400,14935,14085900,74.33,2026-08-10T03:36:00.000Z,2026-08-20,4.35,,,2026-08-20 14:21:00-07:00
1787259960000,6.0397,9.8425,0,0,1,242,73.9,71,63.89,29.93,30.0013,733,659700,14202,13441500,74.33,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 14:06:00-07:00
1787259060000,7.1582,10.5136,0,0,1,234,73.4,73,64.21,29.93,30.0014,747,672300,13455,12781800,73.87,2026-08-10T03:36:00.000Z,2026-08-20,,,,2026-08-20 13:51:00-07:00
