dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,tz,historical,local_time
1748241960000,0.0,0.0,0,0,1,221,56.8,81,30.03,30.1274,0,0,7568,6811200,56.8,51.03,2025-04-26T15:31:00.000Z,2025-05-25,,,,2025-05-25 23:46:00-07:00
1748241060000,0.0,0.0,0,0,1,221,57.4,80,30.02,30.1172,0,0,7568,6811200,57.4,51.28,2025-04-26T15:31:00.000Z,2025-05-25,,,,2025-05-25 23:31:00-07:00
1748240160000,0.0,0.0,0,0,1,221,58.1,79,30.03,30.1271,0,0,7568,6811200,58.1,51.62,2025-04-26T15:31:00.000Z,2025-05-25,4.28,,,2025-05-25 23:16:00-07:00
1748239260000,0.0,0.0,0,0,1,221,58.6,78,30.02,30.117,0,0,7568,6811200,58.6,51.76,2025-04-26T15:31:00.000Z,2025-05-25,,,,2025-05-25 23:01:00-07:00
1748238360000,0.0,1.3422,0,0,1,221,58.8,79,30.02,30.1169,0,0,7568,6811200,58.8,52.3,2025-04-26T15:31:00.000Z,2025-05-25,,,,2025-05-25 22:46:00-07:00
1748237460000,0.0,0.0,0,0,1,221,59.0,80,30.02,30.1169,0,0,7568,6811200,59.0,52.84,2025-04-26T15:31:00.000Z,2025-05-25,,,,2025-05-25 22:31:00-07:00
1748236560000,0.0,1.1185,0,0,1,221,59.0,81,30.02,30.1169,0,0,7568,6811200,59.0,53.18,2025-04-26T15:31:00.000Z,2025-05-25,4.27,,,2025-05-25 22:16:00-07:00
1748235660000,0.0,0.0,0,0,1,221,59.2,82,30.02,30.1169,0,0,7568,6811200,59.2,53.71,2025-04-26T15:31:00.000Z,2025-05-25,,,,2025-05-25 22:01:00-07:00
1748234760000,0.0,0.0,0,0,1,221,59.5,81,30.01,30.1068,0,0,7568,6811200,59.5,53.66,2025-04-26T15:31:00.000Z,2025-05-25,,,,2025-05-25 21:46:00-07:00
1748233860000,0.0,0.0,0,0,1,221,60.1,80,30.01,30.1067,0,0,7568,6811200,60.1,53.91,2025-04-26T15:31:00.000Z,2025-05-25,,,,2025-05-25 21:31:00-07:00
1748232960000,0.0,0.0,0,0,1,221,60.8,79,30.01,30.1065,0,0,7568,6811200,60.8,54.24,2025-04-26T15:31:00.000Z,2025-05-25,4.3,,,2025-05-25 21:16:00-07:00
1748232060000,0.0,0.0,0,0,1,221,61.3,77,30.0,30.0964,0,0,7568,6811200,61.3,54.03,2025-04-26T15:31:00.000Z,2025-05-25,,,,2025-05-25 21:01:00-07:00
1748231160000,0.0,0.0,0,0,1,221,61.7,75,30.0,30.0963,0,0,7568,6811200,61.7,53.69,2025-04-26T15:31:00.000Z,2025-05-25,,,,2025-05-25 20:46:00-07:00
1748230260000,0.0,0.0,0,0,1,221,62.1,75,30.0,30.0963,0,0,7568,6811200,62.1,54.08,2025-04-26T15:31:00.000Z,2025-05-25,,,,2025-05-25 20:31:00-07:00
1748229360000,0.0,0.0,0,0,1,221,62.4,76,30.0,30.0962,0,0,7568,6811200,62.4,54.73,2025-04-26T15:31:00.000Z,2025-05-25,4.3,,,2025-05-25 20:16:00-07:00
1748228460000,0.0,0.0,0,0,1,221,62.6,76,30.0,30.0962,1,480,7567,6811200,62.6,54.92,2025-04-26T15:31:00.000Z,2025-05-25,,,,2025-05-25 20:01:00-07:00
1748227560000,0.0,0.0,0,0,1,221,63.0,78,29.99,30.0861,3,1260,7564,6810300,63.0,56.03,2025-04-26T15:31:00.000Z,2025-05-25,,,,2025-05-25 19:46:00-07:00
1748226660000,0.0,0.0,0,0,1,221,63.1,78,29.99,30.0861,6,2880,7558,6807600,63.1,56.12,2025-04-26T15:31:00.000Z,2025-05-25,,,,2025-05-25 19:31:00-07:00
1748225760000,0.0,0.0,0,0,1,221,63.3,78,29.99,30.086,10,4200,7548,6802200,63.3,56.32,2025-04-26T15:31:00.000Z,2025-05-25,4.31,,,2025-05-25 19:16:00-07:00
