dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,tz,historical,local_time
1772610660000,0.0,0.0,0,0,1,280,51.6,91,4.27,49.06,29.98,30.0545,0,0,19883,17894700,51.6,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 23:51:00-08:00
1772609760000,0.0,0.0,0,0,1,280,51.4,91,,48.86,29.98,30.0546,0,0,19883,17894700,51.4,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 23:36:00-08:00
1772608860000,0.0,0.0,0,0,1,280,51.8,91,,49.26,29.98,30.0545,0,0,19883,17894700,51.8,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 23:21:00-08:00
1772607960000,0.0,0.0,0,0,1,280,52.3,91,,49.75,29.98,30.0544,0,0,19883,17894700,52.3,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 23:06:00-08:00
1772607060000,0.0,0.0,0,0,1,280,52.2,90,4.27,49.36,29.98,30.0545,0,0,19883,17894700,52.2,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 22:51:00-08:00
1772606160000,0.0,0.0,0,0,1,280,51.4,90,,48.57,29.98,30.0546,0,0,19883,17894700,51.4,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 22:36:00-08:00
1772605260000,0.0,0.0,0,0,1,280,52.0,90,,49.16,29.98,30.0545,0,0,19883,17894700,52.0,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 22:21:00-08:00
1772604360000,0.0,0.0,0,0,1,280,52.0,90,,49.16,29.98,30.0545,0,0,19883,17894700,52.0,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 22:06:00-08:00
1772603460000,0.0,0.0,0,0,1,280,52.3,89,4.28,49.15,29.98,30.0544,0,0,19883,17894700,52.3,,2026-03-03,America/Los_Angeles,True,2026-03-03 21:51:00-08:00
1772602560000,0.0,0.0,0,0,1,280,52.9,89,,49.75,29.98,30.0544,0,0,19883,17894700,52.9,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 21:36:00-08:00
1772601660000,0.0,0.0,0,0,1,280,53.1,89,,49.94,29.99,30.0644,0,0,19883,17894700,53.1,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 21:21:00-08:00
1772600760000,0.0,0.0,0,0,1,280,52.9,90,4.28,50.05,29.98,30.0544,0,0,19883,17894700,52.9,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 21:06:00-08:00
1772599860000,0.0,0.0,0,0,1,280,52.9,89,,49.75,29.98,30.0544,0,0,19883,17894700,52.9,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 20:51:00-08:00
1772598960000,0.0,0.0,0,0,1,280,53.4,89,,50.24,29.98,30.0543,0,0,19883,17894700,53.4,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 20:36:00-08:00
1772598060000,0.2237,2.0132,0,0,1,280,53.6,89,,50.44,29.98,30.0543,0,0,19883,17894700,53.6,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 20:21:00-08:00
1772597160000,0.0,0.0,0,0,1,280,53.8,89,4.29,50.63,29.98,30.0542,0,0,19883,17894700,53.8,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 20:06:00-08:00
1772596260000,0.0,2.2369,0,0,1,280,54.1,89,,50.93,29.98,30.0542,0,0,19883,17894700,54.1,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 19:51:00-08:00
1772595360000,0.8948,5.145,0,0,1,280,55.0,89,,51.82,29.98,30.0541,0,0,19883,17894700,55.0,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 19:36:00-08:00
1772594460000,0.0,0.0,0,0,1,280,55.4,88,,51.9,29.98,30.054,0,0,19883,17894700,55.4,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 19:21:00-08:00
1772593560000,0.0,2.0132,0,0,1,280,55.9,88,4.3,52.4,29.98,30.0539,0,0,19883,17894700,55.9,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 19:06:00-08:00
1772592660000,0.0,0.0,0,0,1,280,56.3,87,,52.48,29.97,30.0438,0,0,19883,17894700,56.3,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 18:51:00-08:00
1772591760000,0.0,0.0,0,0,1,280,56.5,86,,52.36,29.97,30.0438,0,0,19883,17894700,56.5,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 18:36:00-08:00
1772590860000,0.0,0.0,0,0,1,280,57.0,85,,52.53,29.98,30.0538,0,0,19883,17894700,57.0,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 18:21:00-08:00
1772589960000,0.2237,2.2369,0,0,1,280,57.7,83,4.3,52.57,29.98,30.0537,2,1800,19881,17894700,57.7,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 18:06:00-08:00
1772589060000,2.2369,4.4739,0,0,1,280,58.5,82,,53.02,29.98,30.0536,22,19800,19859,17892900,58.5,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 17:51:00-08:00
1772588160000,3.3554,5.816,0,0,1,280,59.4,81,,53.57,29.98,30.0534,51,45900,19808,17873100,59.4,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 17:36:00-08:00
1772587260000,4.2502,7.1582,0,0,1,281,59.9,80,,53.71,29.98,30.0534,86,77400,19722,17827200,59.9,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 17:21:00-08:00
1772586360000,4.9213,8.7241,0,0,1,271,60.1,80,4.35,53.91,29.98,30.0533,125,112500,19597,17749800,60.1,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 17:06:00-08:00
1772585460000,5.5923,8.7241,0,0,1,269,60.4,81,,54.54,29.97,30.0433,168,151200,19429,17637300,60.4,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 16:51:00-08:00
1772584560000,5.145,8.5004,0,0,1,277,61.0,80,,54.78,29.98,30.0532,215,193500,19214,17486100,61.0,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 16:36:00-08:00
1772583660000,6.0397,9.6188,0,0,1,274,61.2,81,,55.32,29.98,30.0532,262,235800,18952,17292600,61.2,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 16:21:00-08:00
1772582760000,5.5923,10.0662,0,0,1,270,61.3,81,4.36,55.42,29.98,30.0532,310,279000,18642,17056800,61.3,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 16:06:00-08:00
1772581860000,6.2634,10.7373,0,0,1,273,61.5,80,,55.27,29.98,30.0531,359,323100,18283,16777800,61.5,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 15:51:00-08:00
1772580960000,6.2634,10.5136,0,0,1,272,61.9,80,,55.66,29.98,30.0531,404,363600,17879,16454700,61.9,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 15:36:00-08:00
1772580060000,6.4871,9.8425,0,0,1,270,62.2,79,,55.6,29.99,30.0631,448,403200,17431,16091100,62.2,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 15:21:00-08:00
1772579160000,6.7108,10.7373,0,0,1,259,62.6,78,4.36,55.64,29.99,30.063,488,439200,16943,15687900,62.6,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 15:06:00-08:00
1772578260000,6.7108,10.5136,0,0,1,255,62.4,77,,55.09,29.99,30.063,527,474300,16416,15248700,62.4,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 14:51:00-08:00
1772577360000,5.5923,8.5004,0,0,1,250,62.4,77,,55.09,29.99,30.063,563,506700,15853,14774400,62.4,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 14:36:00-08:00
1772576460000,5.3686,8.2767,0,0,1,227,62.1,78,,55.15,29.99,30.0631,598,538200,15255,14267700,62.1,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 14:21:00-08:00
1772575560000,4.4739,6.9345,0,0,1,215,61.5,78,4.37,54.57,29.99,30.0632,620,558000,14635,13729500,61.5,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 14:06:00-08:00
1772574660000,4.0265,6.7108,0,0,1,209,61.9,78,,54.96,29.99,30.0631,663,596700,13292,12559500,61.9,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 13:51:00-08:00
1772573760000,3.5791,6.0397,0,0,1,205,61.9,78,,54.96,30.0,30.0731,680,612000,13955,12574800,61.9,,2026-03-03,America/Los_Angeles,True,2026-03-03 13:36:00-08:00
1772572860000,4.0265,6.0397,0,0,1,214,61.7,79,4.37,55.12,30.0,30.0731,627,564300,12665,11962800,61.7,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 13:21:00-08:00
1772571960000,4.4739,6.9345,0,0,1,213,61.0,80,,54.78,30.01,30.0833,599,539100,12066,11398500,61.0,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 13:06:00-08:00
1772571060000,4.4739,7.6056,0,0,1,211,60.4,79,,53.85,30.01,30.0834,541,486900,11525,10859400,60.4,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 12:51:00-08:00
1772570160000,3.1317,5.816,0,0,1,214,61.5,78,,54.57,30.01,30.0832,527,474300,10998,10372500,61.5,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 12:36:00-08:00
1772569260000,4.4739,7.1582,0,0,1,185,61.9,78,4.38,54.96,30.02,30.0932,734,660600,10264,9898200,61.9,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 12:21:00-08:00
1772568360000,4.4739,7.3819,0,0,1,172,61.7,78,,54.77,30.02,30.0932,760,684000,9504,9237600,61.7,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 12:06:00-08:00
1772567460000,4.4739,7.3819,0,0,1,177,62.1,78,,55.15,30.03,30.1032,699,629100,8805,8553600,62.1,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 11:51:00-08:00
1772566560000,5.145,8.9477,0,0,1,166,61.2,79,,54.63,30.03,30.1033,751,675900,8054,7924500,61.2,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 11:36:00-08:00
1772565660000,6.0397,8.7241,0,0,1,168,60.8,80,4.38,54.59,30.03,30.1033,636,572400,7418,7248600,60.8,2026-02-19T18:51:00.000Z,2026-03-03,,,2026-03-03 11:21:00-08:00
