dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,passkey,time,loc,date,tz,historical,local_time
1746436800000,0.0,0.0,0,0,1,163,53.4,86,,29.77,29.8438,0,0,0,0,53.4,49.32,,7395c226de765e6694f274e64ffcfa1e,1746403200000,7395c226de765e6694f274e64ffcfa1e/daily/1746403200000.json,2025-05-05,America/Los_Angeles,True,2025-05-05 02:20:00-07:00
1746435900000,0.0,0.0,0,0,1,163,53.8,86,,29.76,29.8337,0,0,0,0,53.8,49.71,2025-04-26T15:20:00.000Z,7395c226de765e6694f274e64ffcfa1e,1746403200000,7395c226de765e6694f274e64ffcfa1e/daily/1746403200000.json,2025-05-05,,,2025-05-05 02:05:00-07:00
1746435000000,0.0,0.0,0,0,1,163,53.8,87,4.28,29.76,29.8337,0,0,0,0,53.8,50.02,2025-04-26T15:20:00.000Z,7395c226de765e6694f274e64ffcfa1e,1746403200000,7395c226de765e6694f274e64ffcfa1e/daily/1746403200000.json,2025-05-05,,,2025-05-05 01:50:00-07:00
1746434100000,0.0,0.0,0,0,1,163,53.6,87,,29.76,29.8337,0,0,0,0,53.6,49.82,2025-04-26T15:20:00.000Z,7395c226de765e6694f274e64ffcfa1e,1746403200000,7395c226de765e6694f274e64ffcfa1e/daily/1746403200000.json,2025-05-05,,,2025-05-05 01:35:00-07:00
1746433200000,0.0,0.0,0,0,1,163,53.6,87,,29.77,29.8437,0,0,0,0,53.6,49.82,2025-04-26T15:20:00.000Z,7395c226de765e6694f274e64ffcfa1e,1746403200000,7395c226de765e6694f274e64ffcfa1e/daily/1746403200000.json,2025-05-05,,,2025-05-05 01:20:00-07:00
1746432300000,0.0,0.0,0,0,1,163,54.1,87,,29.76,29.8336,0,0,0,0,54.1,50.32,2025-04-26T15:20:00.000Z,7395c226de765e6694f274e64ffcfa1e,1746403200000,7395c226de765e6694f274e64ffcfa1e/daily/1746403200000.json,2025-05-05,,,2025-05-05 01:05:00-07:00
1746431400000,0.0,0.0,0,0,1,163,54.3,87,4.29,29.76,29.8336,0,0,0,0,54.3,50.51,2025-04-26T15:20:00.000Z,7395c226de765e6694f274e64ffcfa1e,1746403200000,7395c226de765e6694f274e64ffcfa1e/daily/1746403200000.json,2025-05-05,,,2025-05-05 00:50:00-07:00
1746430500000,0.0,0.0,0,0,1,163,54.3,87,,29.76,29.8336,0,0,0,0,54.3,50.51,2025-04-26T15:20:00.000Z,7395c226de765e6694f274e64ffcfa1e,1746403200000,7395c226de765e6694f274e64ffcfa1e/daily/1746403200000.json,2025-05-05,,,2025-05-05 00:35:00-07:00
1746429600000,0.0,0.0,0,0,1,163,54.5,87,,29.76,29.8336,0,0,0,0,54.5,50.71,2025-04-26T15:20:00.000Z,7395c226de765e6694f274e64ffcfa1e,1746403200000,7395c226de765e6694f274e64ffcfa1e/daily/1746403200000.json,2025-05-05,,,2025-05-05 00:20:00-07:00
1746428700000,0.0,0.0,0,0,1,163,54.5,87,,29.75,29.8236,0,0,0,0,54.5,50.71,2025-04-26T15:20:00.000Z,7395c226de765e6694f274e64ffcfa1e,1746403200000,7395c226de765e6694f274e64ffcfa1e/daily/1746403200000.json,2025-05-05,,,2025-05-05 00:05:00-07:00
