dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,batt1volts,local_time
1757919000000,1.3422,5.145,0,0,1,68,63.9,91,61.22,63.9,29.81,29.8824,0,0,14876,13388400,2025-09-08T13:20:00.000Z,2025-09-14,,,,2025-09-14 23:50:00-07:00
1757918100000,0.8948,3.8028,0,0,1,68,64.0,91,61.32,64.0,29.81,29.8824,0,0,14876,13388400,2025-09-08T13:20:00.000Z,2025-09-14,,,,2025-09-14 23:35:00-07:00
1757917200000,1.3422,5.145,0,0,1,57,64.2,91,61.51,64.2,29.81,29.8823,0,0,14876,13388400,,2025-09-14,America/Los_Angeles,True,,2025-09-14 23:20:00-07:00
1757916300000,1.1185,4.9213,0,0,1,58,64.0,91,61.32,64.0,29.8,29.8723,0,0,14876,13388400,2025-09-08T13:20:00.000Z,2025-09-14,,,4.3,2025-09-14 23:05:00-07:00
1757915400000,1.3422,4.0265,0,0,1,68,64.0,91,61.32,64.0,29.8,29.8723,0,0,14876,13388400,2025-09-08T13:20:00.000Z,2025-09-14,,,,2025-09-14 22:50:00-07:00
1757914500000,1.3422,4.0265,0,0,1,68,63.9,91,61.22,63.9,29.8,29.8724,0,0,14876,13388400,2025-09-08T13:20:00.000Z,2025-09-14,,,,2025-09-14 22:35:00-07:00
1757913600000,1.1185,4.9213,0,0,1,68,64.0,91,61.32,64.0,29.8,29.8723,0,0,14876,13388400,2025-09-08T13:20:00.000Z,2025-09-14,,,,2025-09-14 22:20:00-07:00
1757912700000,1.1185,3.1317,0,0,1,68,63.7,91,61.02,63.7,29.8,29.8724,0,0,14876,13388400,2025-09-08T13:20:00.000Z,2025-09-14,,,4.3,2025-09-14 22:05:00-07:00
1757911800000,0.8948,5.145,0,0,1,68,63.3,91,60.62,63.3,29.79,29.8624,0,0,14876,13388400,2025-09-08T13:20:00.000Z,2025-09-14,,,,2025-09-14 21:50:00-07:00
1757910900000,0.4474,3.3554,0,0,1,8,63.1,91,60.43,63.1,29.8,29.8725,0,0,14876,13388400,2025-09-08T13:20:00.000Z,2025-09-14,,,,2025-09-14 21:35:00-07:00
1757910000000,0.0,1.5659,0,0,1,265,62.8,91,60.13,62.8,29.79,29.8625,0,0,14876,13388400,2025-09-08T13:20:00.000Z,2025-09-14,,,,2025-09-14 21:20:00-07:00
1757909100000,0.0,0.0,0,0,1,265,63.0,91,60.33,63.0,29.79,29.8625,0,0,14876,13388400,2025-09-08T13:20:00.000Z,2025-09-14,,,4.31,2025-09-14 21:05:00-07:00
1757908200000,0.0,0.0,0,0,1,265,63.0,90,60.02,63.0,29.78,29.8524,0,0,14876,13388400,2025-09-08T13:20:00.000Z,2025-09-14,,,,2025-09-14 20:50:00-07:00
1757907300000,0.0,0.0,0,0,1,265,63.1,90,60.12,63.1,29.78,29.8524,0,0,14876,13388400,2025-09-08T13:20:00.000Z,2025-09-14,,,,2025-09-14 20:35:00-07:00
