dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,tz,historical,local_time
1743576600000,4.2502,10.5136,0.0,0.04,1,278,50.5,69,29.89,29.9645,0,0,21362,19225800,50.5,40.71,2025-04-01T21:20:00.000Z,2025-04-01,,,,2025-04-01 23:50:00-07:00
1743575700000,3.3554,10.0662,0.0,0.04,1,278,50.9,69,29.9,29.9744,0,0,21362,19225800,50.9,41.1,2025-04-01T21:20:00.000Z,2025-04-01,,,,2025-04-01 23:35:00-07:00
1743574800000,2.2369,10.2899,0.0,0.04,1,286,51.3,68,29.9,29.9744,0,0,21362,19225800,51.3,41.1,2025-04-01T21:20:00.000Z,2025-04-01,4.28,,,2025-04-01 23:20:00-07:00
1743573900000,2.6843,12.9742,0.0,0.04,1,282,51.6,67,29.9,29.9743,0,0,21362,19225800,51.6,41.01,2025-04-01T21:20:00.000Z,2025-04-01,,,,2025-04-01 23:05:00-07:00
1743572100000,2.0132,9.6188,0.0,0.04,1,310,51.4,68,29.91,29.9844,0,0,21362,19225800,51.4,41.2,2025-04-01T21:20:00.000Z,2025-04-01,,,,2025-04-01 22:35:00-07:00
1743571200000,4.2502,14.5401,0.0,0.04,1,301,51.8,68,29.91,29.9843,0,0,21362,19225800,51.8,41.58,2025-04-01T21:20:00.000Z,2025-04-01,4.29,,,2025-04-01 22:20:00-07:00
1743570300000,3.3554,10.7373,0.0,0.04,1,301,52.0,67,29.91,29.9843,0,0,21362,19225800,52.0,41.39,2025-04-01T21:20:00.000Z,2025-04-01,,,,2025-04-01 22:05:00-07:00
1743569400000,3.8028,11.6321,0.0,0.04,1,286,52.3,65,29.91,29.9843,0,0,21362,19225800,52.3,40.89,2025-04-01T21:20:00.000Z,2025-04-01,,,,2025-04-01 21:50:00-07:00
1743568500000,2.908,13.1979,0.0,0.04,1,295,52.5,64,29.92,29.9943,0,0,21362,19225800,52.5,40.68,2025-04-01T21:20:00.000Z,2025-04-01,,,,2025-04-01 21:35:00-07:00
1743567600000,3.5791,11.1847,0.0,0.04,1,293,52.7,63,29.91,29.9842,0,0,21362,19225800,52.7,40.46,2025-04-01T21:20:00.000Z,2025-04-01,4.29,,,2025-04-01 21:20:00-07:00
1743566700000,3.5791,14.0927,0.0,0.04,1,296,53.1,62,29.91,29.9842,0,0,21362,19225800,53.1,40.43,2025-04-01T21:20:00.000Z,2025-04-01,,,,2025-04-01 21:05:00-07:00
1743565800000,3.1317,13.6453,0.0,0.04,1,311,53.2,64,29.91,29.9841,0,0,21362,19225800,53.2,41.34,,2025-04-01,,America/Los_Angeles,True,2025-04-01 20:50:00-07:00
1743564900000,5.145,17.2244,0.0,0.04,1,297,53.6,65,29.91,29.9841,0,0,21362,19225800,53.6,42.12,2025-04-01T21:20:00.000Z,2025-04-01,4.31,,,2025-04-01 20:35:00-07:00
1743564000000,4.4739,14.3164,0.0,0.04,1,301,53.8,64,29.9,29.974,0,0,21362,19225800,53.8,41.91,2025-04-01T21:20:00.000Z,2025-04-01,,,,2025-04-01 20:20:00-07:00
1743563100000,4.9213,19.685,0.0,0.04,1,301,54.0,63,29.9,29.974,0,0,21362,19225800,54.0,41.69,,2025-04-01,,America/Los_Angeles,True,2025-04-01 20:05:00-07:00
1743562200000,4.4739,13.1979,0.0,0.04,1,306,54.1,61,29.9,29.974,0,0,21362,19225800,54.1,40.95,2025-04-01T21:20:00.000Z,2025-04-01,4.31,,,2025-04-01 19:50:00-07:00
1743561300000,4.0265,16.5533,0.0,0.04,1,310,54.5,60,29.9,29.9739,0,0,21362,19225800,54.5,40.9,2025-04-01T21:20:00.000Z,2025-04-01,,,,2025-04-01 19:35:00-07:00
1743560400000,4.9213,12.7505,0.0,0.04,1,304,54.9,59,29.9,29.9739,3,2700,21359,19225800,54.9,40.84,2025-04-01T21:20:00.000Z,2025-04-01,,,,2025-04-01 19:20:00-07:00
1743559500000,4.6976,15.8822,0.0,0.04,1,309,55.2,57,29.9,29.9738,17,15300,21342,19223100,55.2,40.24,2025-04-01T21:20:00.000Z,2025-04-01,4.31,,,2025-04-01 19:05:00-07:00
1743558600000,4.6976,12.7505,0.0,0.04,1,303,55.9,55,29.91,29.9838,23,20700,21319,19207800,55.9,39.97,2025-04-01T21:20:00.000Z,2025-04-01,,,,2025-04-01 18:50:00-07:00
1743557700000,5.816,20.3561,0.0,0.04,1,300,56.7,53,29.9,29.9736,64,57600,21255,19187100,56.7,39.76,2025-04-01T21:20:00.000Z,2025-04-01,,,,2025-04-01 18:35:00-07:00
1743556800000,4.6976,18.1192,0.0,0.04,1,308,57.2,53,29.91,29.9836,84,75600,21171,19129500,57.2,40.22,2025-04-01T21:20:00.000Z,2025-04-01,,,,2025-04-01 18:20:00-07:00
1743555900000,4.9213,17.8955,0.0,0.04,1,295,57.7,53,29.91,29.9835,97,87300,21074,19053900,57.7,40.69,2025-04-01T21:20:00.000Z,2025-04-01,4.34,,,2025-04-01 18:05:00-07:00
1743555000000,5.5923,15.4349,0.0,0.04,1,294,57.9,55,29.91,29.9835,124,111600,20950,18966600,57.9,41.83,2025-04-01T21:20:00.000Z,2025-04-01,,,,2025-04-01 17:50:00-07:00
