dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,tz,historical,local_time
1742539800000,0.4474,2.0132,0,0,1,127,52.9,84,4.29,30.01,30.0844,0,0,22077,19869300,52.9,48.2,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 23:50:00-07:00
1742538840000,0.8948,2.2369,0,0,1,127,53.4,83,,30.01,30.0844,0,0,22077,19869300,53.4,48.37,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 23:34:00-07:00
1742537940000,2.0132,4.2502,0,0,1,127,54.5,81,,30.02,30.0942,0,0,22077,19869300,54.5,48.79,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 23:19:00-07:00
1742537100000,2.2369,3.5791,0,0,1,127,55.6,68,,30.02,30.0941,0,0,22077,19869300,55.6,45.21,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 23:05:00-07:00
1742536200000,0.8948,4.0265,0,0,1,127,56.7,51,4.3,30.02,30.0939,0,0,22077,19869300,56.7,38.78,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 22:50:00-07:00
1742535240000,0.0,2.6843,0,0,1,127,60.8,38,,30.02,30.0933,0,0,22077,19869300,60.8,35.03,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 22:34:00-07:00
1742534340000,0.6711,4.6976,0,0,1,117,60.6,35,,30.02,30.0934,0,0,22077,19869300,60.6,32.8,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 22:19:00-07:00
1742533500000,0.0,1.3422,0,0,1,356,59.5,39,,30.02,30.0935,0,0,22077,19869300,59.5,34.53,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 22:05:00-07:00
1742532600000,0.0,1.1185,0,0,1,356,59.9,40,4.31,30.02,30.0935,0,0,22077,19869300,59.9,35.52,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 21:50:00-07:00
1742531640000,0.0,1.7895,0,0,1,356,60.3,43,,30.01,30.0834,0,0,22077,19869300,60.3,37.71,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 21:34:00-07:00
1742530740000,0.4474,5.5923,0,0,1,356,61.5,41,,30.01,30.0832,0,0,22077,19869300,61.5,37.58,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 21:19:00-07:00
1742529900000,1.1185,9.1714,0,0,1,332,58.8,51,,30.01,30.0836,0,0,22077,19869300,58.8,40.71,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 21:05:00-07:00
1742529000000,0.2237,2.6843,0,0,1,180,56.7,66,4.31,30.0,30.0739,0,0,22077,19869300,56.7,45.47,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 20:50:00-07:00
1742528100000,0.0,2.2369,0,0,1,180,57.2,68,,30.0,30.0738,0,0,22077,19869300,57.2,46.73,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 20:35:00-07:00
1742527200000,0.0,0.0,0,0,1,180,56.7,70,,30.0,30.0739,0,0,22077,19869300,56.7,47.03,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 20:20:00-07:00
1742526240000,0.4474,3.5791,0,0,1,180,57.7,68,,30.0,30.0737,0,0,22077,19869300,57.7,47.21,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 20:04:00-07:00
1742525340000,0.0,5.145,0,0,1,263,58.6,64,4.32,29.99,30.0636,0,0,22077,19869300,58.6,46.46,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 19:49:00-07:00
1742524440000,0.0,0.0,0,0,1,267,59.9,61,,29.99,30.0634,0,0,22077,19869300,59.9,46.42,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 19:34:00-07:00
1742523540000,1.7895,5.3686,0,0,1,232,61.7,57,,29.99,30.0631,2,1800,22075,19869300,61.7,46.31,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 19:19:00-07:00
1742522640000,2.0132,7.1582,0,0,1,266,63.0,54,,29.99,30.0629,20,18000,22055,19867500,63.0,46.09,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 19:04:00-07:00
1742521740000,2.0132,7.3819,0,0,1,215,63.0,57,4.34,29.99,30.0629,48,43200,22007,19849500,63.0,47.52,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 18:49:00-07:00
1742520900000,2.908,11.6321,0,0,1,285,65.3,50,,29.99,30.0626,84,75600,21923,19806300,65.3,46.18,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 18:35:00-07:00
1742519940000,9.1714,18.3429,0,0,1,282,63.1,57,,29.98,30.0529,115,103500,21808,19730700,63.1,47.62,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 18:19:00-07:00
1742519040000,9.6188,19.4613,0,0,1,282,62.8,61,,29.98,30.0529,159,143100,21649,19627200,62.8,49.15,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 18:04:00-07:00
1742518200000,10.7373,21.6983,0,0,1,283,64.0,57,4.38,29.98,30.0528,205,184500,21444,19484100,64.0,48.46,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 17:50:00-07:00
1742517240000,10.961,20.5798,0,0,1,287,63.7,60,,29.98,30.0528,258,232200,21186,19299600,63.7,49.55,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 17:34:00-07:00
1742516340000,8.7241,16.3296,0,0,1,287,64.0,60,,29.99,30.0628,311,279900,20875,19067400,64.0,49.83,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 17:19:00-07:00
1742515440000,9.3951,18.3429,0,0,1,286,64.6,59,,29.99,30.0627,363,326700,20512,18787500,64.6,49.94,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 17:04:00-07:00
1742514600000,5.5923,16.3296,0,0,1,297,63.5,62,4.38,29.99,30.0629,409,368100,20103,18460800,63.5,50.24,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 16:50:00-07:00
1742513640000,9.3951,15.8822,0,0,1,275,62.4,66,,30.0,30.0731,454,408600,19649,18092700,62.4,50.89,2025-03-17T20:19:00.000Z,2025-03-20,,,2025-03-20 16:34:00-07:00
