dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,tz,historical,local_time
1748846760000,0.0,2.0132,0,0,1,231,58.3,94,29.93,30.0267,0,0,8396,7556400,58.3,56.58,2025-04-26T15:31:00.000Z,2025-06-01,,,,2025-06-01 23:46:00-07:00
1748845860000,0.0,0.0,0,0,1,231,58.5,93,29.93,30.0267,0,0,8396,7556400,58.5,56.48,2025-04-26T15:31:00.000Z,2025-06-01,,,,2025-06-01 23:31:00-07:00
1748844960000,0.0,0.0,0,0,1,231,58.5,93,29.93,30.0267,0,0,8396,7556400,58.5,56.48,2025-04-26T15:31:00.000Z,2025-06-01,,,,2025-06-01 23:16:00-07:00
1748844060000,0.0,1.1185,0,0,1,231,58.5,93,29.93,30.0267,0,0,8396,7556400,58.5,56.48,2025-04-26T15:31:00.000Z,2025-06-01,4.29,,,2025-06-01 23:01:00-07:00
1748843160000,0.0,1.1185,0,0,1,231,58.6,93,29.93,30.0267,0,0,8396,7556400,58.6,56.58,2025-04-26T15:31:00.000Z,2025-06-01,,,,2025-06-01 22:46:00-07:00
1748842260000,0.0,0.0,0,0,1,231,58.6,93,29.93,30.0267,0,0,8396,7556400,58.6,56.58,2025-04-26T15:31:00.000Z,2025-06-01,,,,2025-06-01 22:31:00-07:00
1748841360000,0.0,0.0,0,0,1,231,58.6,93,29.92,30.0167,0,0,8396,7556400,58.6,56.58,2025-04-26T15:31:00.000Z,2025-06-01,,,,2025-06-01 22:16:00-07:00
1748840460000,0.0,0.0,0,0,1,231,58.5,93,29.91,30.0066,0,0,8396,7556400,58.5,56.48,2025-04-26T15:31:00.000Z,2025-06-01,4.29,,,2025-06-01 22:01:00-07:00
1748839560000,0.0,0.0,0,0,1,231,58.1,93,29.91,30.0067,0,0,8396,7556400,58.1,56.09,2025-04-26T15:31:00.000Z,2025-06-01,,,,2025-06-01 21:46:00-07:00
1748838660000,0.0,0.0,0,0,1,231,57.7,93,29.9,29.9968,0,0,8396,7556400,57.7,55.69,,2025-06-01,,America/Los_Angeles,True,2025-06-01 21:31:00-07:00
1748837760000,0.0,0.0,0,0,1,231,57.7,92,29.9,29.9968,0,0,8396,7556400,57.7,55.39,2025-04-26T15:31:00.000Z,2025-06-01,,,,2025-06-01 21:16:00-07:00
1748836860000,0.0,0.0,0,0,1,231,57.9,92,29.89,29.9867,0,0,8396,7556400,57.9,55.59,2025-04-26T15:31:00.000Z,2025-06-01,4.3,,,2025-06-01 21:01:00-07:00
1748835960000,0.0,0.0,0,0,1,231,58.3,92,29.89,29.9866,0,0,8396,7556400,58.3,55.98,2025-04-26T15:31:00.000Z,2025-06-01,,,,2025-06-01 20:46:00-07:00
1748835060000,0.0,0.0,0,0,1,231,58.5,92,29.88,29.9765,0,0,8396,7556400,58.5,56.18,2025-04-26T15:31:00.000Z,2025-06-01,,,,2025-06-01 20:31:00-07:00
