dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,local_time
1743403800000,1.5659,6.9345,0.0315,0.19,1,101,54.9,96,30.06,30.1343,0,0,8020,7218000,54.9,53.78,2025-03-31T06:50:00.000Z,2025-03-30,,2025-03-30 23:50:00-07:00
1743402900000,1.7895,7.1582,0.0,0.19,1,86,54.9,96,30.06,30.1343,0,0,8020,7218000,54.9,53.78,2025-03-31T06:05:00.000Z,2025-03-30,4.29,2025-03-30 23:35:00-07:00
1743402000000,1.1185,5.145,0.0,0.19,1,113,54.9,96,30.06,30.1343,0,0,8020,7218000,54.9,53.78,2025-03-31T06:05:00.000Z,2025-03-30,,2025-03-30 23:20:00-07:00
1743401100000,0.4474,4.6976,0.0315,0.18,1,119,54.7,96,30.06,30.1343,0,0,8020,7218000,54.7,53.58,2025-03-31T06:05:00.000Z,2025-03-30,,2025-03-30 23:05:00-07:00
1743400200000,1.5659,8.053,0.0,0.18,1,60,54.5,95,30.06,30.1343,0,0,8020,7218000,54.5,53.1,2025-03-31T05:35:00.000Z,2025-03-30,,2025-03-30 22:50:00-07:00
1743399300000,1.5659,6.0397,0.0315,0.17,1,73,54.5,95,30.07,30.1443,0,0,8020,7218000,54.5,53.1,2025-03-31T05:35:00.000Z,2025-03-30,4.29,2025-03-30 22:35:00-07:00
1743398400000,2.0132,7.6056,0.0,0.17,1,106,54.5,94,30.07,30.1443,0,0,8020,7218000,54.5,52.81,2025-03-30T21:50:00.000Z,2025-03-30,,2025-03-30 22:20:00-07:00
1743397500000,2.4606,11.1847,0.0,0.17,1,114,54.5,94,30.06,30.1343,0,0,8020,7218000,54.5,52.81,2025-03-30T21:50:00.000Z,2025-03-30,,2025-03-30 22:05:00-07:00
1743396600000,2.4606,8.9477,0.0,0.17,1,92,54.5,93,30.06,30.1343,0,0,8020,7218000,54.5,52.52,2025-03-30T21:50:00.000Z,2025-03-30,,2025-03-30 21:50:00-07:00
1743395700000,1.5659,7.3819,0.0,0.17,1,59,54.3,93,30.06,30.1344,0,0,8020,7218000,54.3,52.32,2025-03-30T21:50:00.000Z,2025-03-30,4.31,2025-03-30 21:35:00-07:00
1743394800000,2.4606,5.3686,0.0,0.17,1,97,54.3,92,30.06,30.1344,0,0,8020,7218000,54.3,52.02,2025-03-30T21:50:00.000Z,2025-03-30,,2025-03-30 21:20:00-07:00
1743393900000,2.0132,7.3819,0.0,0.17,1,69,54.3,92,30.06,30.1344,0,0,8020,7218000,54.3,52.02,2025-03-30T21:50:00.000Z,2025-03-30,,2025-03-30 21:05:00-07:00
1743393000000,1.3422,5.816,0.0,0.17,1,64,54.1,92,30.06,30.1344,0,0,8020,7218000,54.1,51.83,2025-03-30T21:50:00.000Z,2025-03-30,,2025-03-30 20:50:00-07:00
1743392100000,1.3422,7.6056,0.0,0.17,1,75,54.1,92,30.06,30.1344,0,0,8020,7218000,54.1,51.83,2025-03-30T21:50:00.000Z,2025-03-30,4.31,2025-03-30 20:35:00-07:00
1743391200000,2.0132,7.1582,0.0,0.17,1,98,54.0,92,30.06,30.1344,0,0,8020,7218000,54.0,51.73,2025-03-30T21:50:00.000Z,2025-03-30,,2025-03-30 20:20:00-07:00
1743390300000,2.4606,8.5004,0.0,0.17,1,77,53.8,92,30.05,30.1244,0,0,8020,7218000,53.8,51.53,2025-03-30T21:50:00.000Z,2025-03-30,,2025-03-30 20:05:00-07:00
1743389400000,2.4606,8.2767,0.0,0.17,1,101,53.8,91,30.05,30.1244,0,0,8020,7218000,53.8,51.23,2025-03-30T21:50:00.000Z,2025-03-30,,2025-03-30 19:50:00-07:00
1743388500000,3.1317,8.5004,0.0,0.17,1,83,53.8,92,30.05,30.1244,0,0,8020,7218000,53.8,51.53,2025-03-30T21:50:00.000Z,2025-03-30,4.31,2025-03-30 19:35:00-07:00
1743387600000,3.1317,10.0662,0.0,0.17,1,99,53.8,93,30.05,30.1244,2,1800,8018,7218000,53.8,51.82,2025-03-30T21:50:00.000Z,2025-03-30,,2025-03-30 19:20:00-07:00
1743386700000,3.1317,8.5004,0.0,0.17,1,104,53.8,94,30.05,30.1244,5,4500,8013,7216200,53.8,52.11,2025-03-30T21:50:00.000Z,2025-03-30,,2025-03-30 19:05:00-07:00
1743385800000,3.1317,9.8425,0.0,0.17,1,97,54.0,95,30.05,30.1244,9,8100,8004,7211700,54.0,52.6,2025-03-30T21:50:00.000Z,2025-03-30,,2025-03-30 18:50:00-07:00
1743384900000,3.1317,9.3951,0.0,0.17,1,99,54.1,95,30.05,30.1244,31,27900,7973,7203600,54.1,52.7,2025-03-30T21:50:00.000Z,2025-03-30,4.32,2025-03-30 18:35:00-07:00
1743384000000,2.2369,8.7241,0.0,0.17,1,106,54.5,95,30.05,30.1243,32,28800,7941,7175700,54.5,53.1,2025-03-30T21:50:00.000Z,2025-03-30,,2025-03-30 18:20:00-07:00
1743383100000,3.3554,9.6188,0.0,0.17,1,111,54.9,94,30.04,30.1142,45,40500,7896,7146900,54.9,53.2,2025-03-30T21:50:00.000Z,2025-03-30,,2025-03-30 18:05:00-07:00
1743382200000,3.1317,8.7241,0.0,0.17,1,109,55.2,94,30.04,30.1142,78,70200,7818,7106400,55.2,53.5,2025-03-30T21:50:00.000Z,2025-03-30,,2025-03-30 17:50:00-07:00
1743381300000,3.3554,10.5136,0.0,0.17,1,103,55.2,93,30.04,30.1142,127,114300,7691,7036200,55.2,53.21,2025-03-30T21:50:00.000Z,2025-03-30,4.34,2025-03-30 17:35:00-07:00
1743380400000,2.6843,7.3819,0.0,0.17,1,101,55.0,93,30.04,30.1142,83,74700,7608,6921900,55.0,53.01,2025-03-30T21:50:00.000Z,2025-03-30,,2025-03-30 17:20:00-07:00
