dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,dewPoint,date,lastRain,batt1volts,local_time
1739855700000,0.6711,2.2369,0,0,1,170,53.4,75,29.97,30.0678,0,0,6058,5452200,,,53.4,45.68,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 21:15:00-08:00
1739854800000,0.0,2.2369,0,0,1,170,53.6,77,29.97,30.0678,0,0,6058,5452200,,,53.6,46.57,2025-02-17,2025-02-14T20:35:00.000Z,4.13,2025-02-17 21:00:00-08:00
1739853900000,0.0,0.0,0,0,1,170,54.9,73,29.97,30.0675,0,0,6058,5452200,,,54.9,46.41,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 20:45:00-08:00
1739853000000,0.0,1.3422,0,0,1,170,56.3,69,29.96,30.0572,0,0,6058,5452200,,,56.3,46.26,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 20:30:00-08:00
1739852100000,0.8948,2.6843,0,0,1,170,55.6,68,29.95,30.0473,0,0,6058,5452200,,,55.6,45.21,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 20:15:00-08:00
1739851200000,0.4474,3.8028,0,0,1,170,55.8,72,29.95,30.0473,0,0,6058,5452200,,,55.8,46.91,2025-02-17,2025-02-14T20:35:00.000Z,4.13,2025-02-17 20:00:00-08:00
1739850300000,0.8948,4.0265,0,0,1,155,55.9,78,29.95,30.0473,0,0,6058,5452200,,,55.9,49.14,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 19:45:00-08:00
1739849400000,0.2237,2.0132,0,0,1,1,55.9,78,29.95,30.0473,0,0,6058,5452200,,,55.9,49.14,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 19:30:00-08:00
1739848500000,1.1185,7.6056,0,0,1,357,55.4,78,29.94,30.0373,0,0,6058,5452200,,,55.4,48.66,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 19:15:00-08:00
1739847600000,1.1185,3.1317,0,0,1,182,54.5,83,29.94,30.0375,0,0,6058,5452200,,,54.5,49.44,2025-02-17,2025-02-14T20:35:00.000Z,4.13,2025-02-17 19:00:00-08:00
1739846700000,0.2237,2.0132,0,0,1,182,55.2,83,29.94,30.0374,0,0,6058,5452200,,,55.2,50.13,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 18:45:00-08:00
1739845800000,0.0,0.0,0,0,1,182,55.9,81,29.93,30.0272,0,0,6058,5452200,,,55.9,50.15,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 18:30:00-08:00
1739844900000,0.2237,2.4606,0,0,1,182,56.3,79,29.93,30.0271,0,0,6058,5452200,,,56.3,49.87,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 18:15:00-08:00
1739844000000,0.2237,2.4606,0,0,1,182,57.0,76,29.93,30.027,0,0,6058,5452200,,,57.0,49.51,2025-02-17,2025-02-14T20:35:00.000Z,4.14,2025-02-17 18:00:00-08:00
1739843100000,0.2237,1.5659,0,0,1,182,57.7,75,29.93,30.0269,1,900,6057,5452200,,,57.7,49.83,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 17:45:00-08:00
1739842200000,0.0,1.1185,0,0,1,182,58.3,76,29.92,30.0167,6,5400,6051,5451300,,,58.3,50.77,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 17:30:00-08:00
1739841300000,0.0,2.0132,0,0,1,182,59.0,75,29.92,30.0166,11,9900,6040,5445900,,,59.0,51.09,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 17:15:00-08:00
1739840400000,0.0,1.3422,0,0,1,182,59.7,74,29.92,30.0165,15,13500,6025,5436000,,,59.7,51.4,2025-02-17,2025-02-14T20:35:00.000Z,4.14,2025-02-17 17:00:00-08:00
1739839500000,0.0,1.5659,0,0,1,182,60.6,71,29.92,30.0163,21,18900,6004,5422500,,,60.6,51.14,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 16:45:00-08:00
1739838600000,0.0,1.7895,0,0,1,182,61.3,69,29.92,30.0162,26,23400,5978,5403600,,,61.3,51.04,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 16:30:00-08:00
1739837700000,0.0,1.3422,0,0,1,182,61.0,68,29.92,30.0162,23,20700,5955,5380200,,,61.0,50.36,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 16:15:00-08:00
1739836800000,0.0,1.5659,0,0,1,182,60.8,68,29.91,30.0062,27,24300,5928,5359500,,,60.8,50.17,2025-02-17,2025-02-14T20:35:00.000Z,4.14,2025-02-17 16:00:00-08:00
1739835900000,0.8948,2.2369,0,0,1,182,60.8,69,29.92,30.0163,106,95400,5822,5335200,,,60.8,50.56,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 15:45:00-08:00
1739835000000,0.6711,2.6843,0,0,1,182,59.9,73,29.93,30.0265,186,167400,5636,5239800,,,59.9,51.22,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 15:30:00-08:00
1739834100000,1.3422,2.6843,0,0,1,182,59.7,72,29.93,30.0265,248,223200,5388,5072400,,,59.7,50.66,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 15:15:00-08:00
1739833200000,1.1185,2.4606,0,0,1,182,59.7,69,29.93,30.0265,77,69300,5311,4849200,,,59.7,49.51,2025-02-17,2025-02-14T20:35:00.000Z,4.15,2025-02-17 15:00:00-08:00
1739832300000,1.3422,2.6843,0,0,1,182,60.4,65,29.94,30.0364,56,50400,5255,4779900,,,60.4,48.58,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 14:45:00-08:00
1739831400000,0.2237,2.2369,0,0,1,182,60.8,62,29.94,30.0363,56,50400,5199,4729500,,,60.8,47.7,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 14:30:00-08:00
1739830500000,1.1185,2.4606,0,0,1,182,60.8,63,29.94,30.0363,66,59400,5133,4679100,,,60.8,48.12,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 14:15:00-08:00
1739829600000,0.8948,2.6843,0,0,1,182,60.4,67,29.95,30.0464,232,208800,4901,4619700,,,60.4,49.39,2025-02-17,2025-02-14T20:35:00.000Z,4.15,2025-02-17 14:00:00-08:00
1739828700000,0.8948,3.3554,0,0,1,182,59.9,73,29.95,30.0465,404,363600,4497,4410900,,,59.9,51.22,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 13:45:00-08:00
1739827800000,1.1185,3.5791,0,0,1,182,60.3,73,29.95,30.0464,668,601200,3829,4047300,,,60.3,51.61,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 13:30:00-08:00
1739826900000,0.6711,3.5791,0,0,1,182,59.9,74,29.95,30.0465,673,605700,3156,3446100,,,59.9,51.59,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 13:15:00-08:00
1739826000000,0.8948,2.908,0,0,1,182,59.7,73,29.96,30.0566,688,619200,2468,2840400,,,59.7,51.03,2025-02-17,2025-02-14T20:35:00.000Z,4.17,2025-02-17 13:00:00-08:00
1739825100000,0.8948,3.1317,0,0,1,182,59.4,74,29.97,30.0667,535,481500,1933,2221200,,,59.4,51.11,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 12:45:00-08:00
1739824200000,1.1185,4.0265,0,0,1,182,58.8,77,29.98,30.0768,548,493200,1385,1739700,,,58.8,51.6,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 12:30:00-08:00
1739823300000,1.5659,3.8028,0,0,1,182,58.1,77,30.0,30.097,119,107100,1266,1246500,,,58.1,50.93,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 12:15:00-08:00
1739822400000,1.7895,2.908,0,0,1,182,58.1,77,30.0,30.097,119,107100,1147,1139400,,,58.1,50.93,2025-02-17,2025-02-14T20:35:00.000Z,4.14,2025-02-17 12:00:00-08:00
1739821500000,2.0132,4.0265,0,0,1,182,58.3,75,30.0,30.097,182,163800,965,1032300,,,58.3,50.41,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 11:45:00-08:00
1739820600000,1.7895,2.6843,0,0,1,182,57.9,77,30.01,30.1071,189,170100,496,616500,,,57.9,50.73,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 11:30:00-08:00
1739819700000,1.7895,2.6843,0,0,1,182,57.7,77,30.02,30.1172,130,117000,735,698400,America/Los_Angeles,True,57.7,50.54,2025-02-17,,,2025-02-17 11:15:00-08:00
1739818800000,1.1185,2.908,0,0,1,183,57.4,76,30.02,30.1172,100,90000,735,581400,America/Los_Angeles,True,57.4,49.9,2025-02-17,,,2025-02-17 11:00:00-08:00
1739817900000,0.0,1.3422,0,0,1,352,57.0,78,30.02,30.1173,50,45000,685,491400,America/Los_Angeles,True,57.0,50.21,2025-02-17,,,2025-02-17 10:45:00-08:00
1739817000000,0.2237,1.3422,0,0,1,352,56.7,76,30.01,30.1073,73,65700,423,446400,,,56.7,49.22,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 10:30:00-08:00
1739816100000,0.6711,1.1185,0,0,1,352,56.5,73,30.01,30.1073,80,72000,343,380700,,,56.5,47.95,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 10:15:00-08:00
1739815200000,0.2237,1.1185,0,0,1,352,56.3,73,30.01,30.1074,55,49500,288,308700,,,56.3,47.76,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 10:00:00-08:00
1739814300000,0.0,0.0,0,0,1,352,56.1,74,30.02,30.1175,58,52200,230,259200,,,56.1,47.93,2025-02-17,2025-02-14T20:35:00.000Z,4.13,2025-02-17 09:45:00-08:00
1739813400000,0.0,0.0,0,0,1,352,55.8,74,30.02,30.1175,46,41400,184,207000,,,55.8,47.64,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 09:30:00-08:00
1739812500000,0.0,0.0,0,0,1,352,55.2,75,30.02,30.1176,33,29700,151,165600,,,55.2,47.42,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 09:15:00-08:00
1739811600000,0.2237,1.5659,0,0,1,352,54.0,76,30.02,30.1179,30,27000,121,135900,,,54.0,46.61,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 09:00:00-08:00
1739810700000,0.2237,2.6843,0,0,1,352,52.2,81,30.01,30.1082,27,24300,94,108900,,,52.2,46.55,2025-02-17,2025-02-14T20:35:00.000Z,4.13,2025-02-17 08:45:00-08:00
1739809800000,0.2237,2.4606,0,0,1,352,50.0,86,30.01,30.1086,27,24300,67,84600,,,50.0,45.98,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 08:30:00-08:00
1739808900000,0.0,0.0,0,0,1,352,47.7,91,30.0,30.099,20,18000,47,60300,,,47.7,45.2,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 08:15:00-08:00
1739808000000,0.0,0.0,0,0,1,352,46.6,92,29.99,30.0892,17,15300,30,42300,,,46.6,44.4,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 08:00:00-08:00
1739807100000,0.0,0.0,0,0,1,352,45.9,94,29.99,30.0893,13,11700,17,27000,,,45.9,44.27,2025-02-17,2025-02-14T20:35:00.000Z,4.13,2025-02-17 07:45:00-08:00
1739806200000,0.0,0.0,0,0,1,352,45.3,94,29.99,30.0894,9,8100,8,15300,,,45.3,43.68,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 07:30:00-08:00
1739805300000,0.0,0.0,0,0,1,352,45.1,93,29.99,30.0895,6,5400,2,7200,,,45.1,43.2,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 07:15:00-08:00
1739804400000,0.0,1.5659,0,0,1,352,45.1,93,29.98,30.0794,2,1800,0,1800,,,45.1,43.2,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 07:00:00-08:00
1739803500000,0.0,1.5659,0,0,1,352,45.9,92,29.98,30.0793,0,0,0,0,,,45.9,43.71,2025-02-17,2025-02-14T20:35:00.000Z,4.13,2025-02-17 06:45:00-08:00
1739802600000,0.0,1.1185,0,0,1,352,46.6,92,29.97,30.0691,0,0,0,0,,,46.6,44.4,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 06:30:00-08:00
1739801700000,0.0,1.3422,0,0,1,352,46.6,93,29.96,30.0591,0,0,0,0,,,46.6,44.69,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 06:15:00-08:00
1739800800000,0.0,1.5659,0,0,1,352,46.8,93,29.96,30.059,0,0,0,0,,,46.8,44.88,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 06:00:00-08:00
1739799900000,0.0,1.3422,0,0,1,352,47.1,92,29.95,30.049,0,0,0,0,,,47.1,44.9,2025-02-17,2025-02-14T20:35:00.000Z,4.13,2025-02-17 05:45:00-08:00
1739799000000,0.0,1.5659,0,0,1,352,47.8,91,29.95,30.0488,0,0,0,0,,,47.8,45.3,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 05:30:00-08:00
1739798100000,0.0,0.0,0,0,1,352,48.2,91,29.95,30.0487,0,0,0,0,,,48.2,45.7,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 05:15:00-08:00
1739797200000,0.2237,2.6843,0,0,1,352,48.2,90,29.95,30.0487,0,0,0,0,,,48.2,45.41,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 05:00:00-08:00
1739796300000,0.0,1.5659,0,0,1,352,48.9,89,29.94,30.0386,0,0,0,0,America/Los_Angeles,True,48.9,45.8,2025-02-17,,4.13,2025-02-17 04:45:00-08:00
1739795400000,0.2237,2.6843,0,0,1,352,49.8,88,29.93,30.0284,0,0,0,0,,,49.8,46.39,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 04:30:00-08:00
1739794500000,0.4474,3.3554,0,0,1,352,49.8,89,29.93,30.0284,0,0,0,0,,,49.8,46.69,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 04:15:00-08:00
1739793600000,0.2237,2.0132,0,0,1,352,48.9,90,29.94,30.0386,0,0,0,0,,,48.9,46.1,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 04:00:00-08:00
1739792700000,0.4474,2.0132,0,0,1,352,49.1,91,29.94,30.0385,0,0,0,0,America/Los_Angeles,True,49.1,46.59,2025-02-17,,4.14,2025-02-17 03:45:00-08:00
1739791800000,0.0,0.0,0,0,1,352,49.8,91,29.95,30.0484,0,0,0,0,,,49.8,47.28,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 03:30:00-08:00
1739790900000,0.2237,1.7895,0,0,1,352,50.4,91,29.95,30.0483,0,0,0,0,,,50.4,47.87,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 03:15:00-08:00
1739790000000,0.0,1.1185,0,0,1,352,49.6,91,29.95,30.0485,0,0,0,0,,,49.6,47.08,2025-02-17,2025-02-14T20:35:00.000Z,4.14,2025-02-17 03:00:00-08:00
1739789100000,0.0,2.0132,0,0,1,352,50.0,88,29.96,30.0584,0,0,0,0,,,50.0,46.59,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 02:45:00-08:00
1739788200000,0.0,0.0,0,0,1,352,50.4,87,29.96,30.0583,0,0,0,0,,,50.4,46.68,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 02:30:00-08:00
1739787300000,0.0,0.0,0,0,1,352,51.1,85,29.97,30.0682,0,0,0,0,,,51.1,46.75,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 02:15:00-08:00
1739786400000,0.0,2.2369,0,0,1,352,51.8,80,29.97,30.0681,0,0,0,0,,,51.8,45.83,2025-02-17,2025-02-14T20:35:00.000Z,4.14,2025-02-17 02:00:00-08:00
1739785500000,0.4474,3.1317,0,0,1,352,53.4,73,29.97,30.0678,0,0,0,0,,,53.4,44.97,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 01:45:00-08:00
1739784600000,1.3422,6.4871,0,0,1,241,49.8,81,29.96,30.0585,0,0,0,0,,,49.8,44.21,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 01:30:00-08:00
1739783700000,0.0,0.0,0,0,1,193,48.2,89,29.97,30.0688,0,0,0,0,,,48.2,45.11,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 01:15:00-08:00
1739782800000,0.0,0.0,0,0,1,193,48.4,89,29.96,30.0587,0,0,0,0,,,48.4,45.31,2025-02-17,2025-02-14T20:35:00.000Z,4.14,2025-02-17 01:00:00-08:00
1739781900000,0.0,1.3422,0,0,1,193,48.7,88,29.96,30.0587,0,0,0,0,,,48.7,45.31,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 00:45:00-08:00
1739781000000,0.0,0.0,0,0,1,193,48.9,88,29.96,30.0586,0,0,0,0,,,48.9,45.5,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 00:30:00-08:00
1739780100000,0.0,0.0,0,0,1,193,48.9,87,29.97,30.0687,0,0,0,0,,,48.9,45.2,2025-02-17,2025-02-14T20:35:00.000Z,,2025-02-17 00:15:00-08:00
1739779200000,0.0,0.0,0,0,1,193,49.1,86,29.97,30.0686,0,0,0,4664700,,,49.1,45.1,2025-02-17,2025-02-14T20:35:00.000Z,4.14,2025-02-17 00:00:00-08:00
