dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,tz,historical,local_time
1787899860000,0.2237,3.5791,0,0,1,170,70.3,83,4.21,64.88,29.82,29.8915,0,0,5315,4783500,70.93,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 23:51:00-07:00
1787898960000,0.4474,2.908,0,0,1,176,70.2,83,,64.79,29.81,29.8815,0,0,5315,4783500,70.82,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 23:36:00-07:00
1787898060000,0.2237,2.6843,0,0,1,176,69.8,82,,64.05,29.8,29.8715,0,0,5315,4783500,70.33,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 23:21:00-07:00
1787897160000,0.4474,3.8028,0,0,1,176,70.5,81,,64.38,29.8,29.8715,0,0,5315,4783500,71.06,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 23:06:00-07:00
1787896260000,1.1185,4.4739,0,0,1,185,70.5,81,4.22,64.38,29.8,29.8715,0,0,5315,4783500,71.06,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 22:51:00-07:00
1787895360000,0.2237,1.7895,0,0,1,279,70.3,82,,64.54,29.8,29.8715,0,0,5315,4783500,70.88,,2026-08-27,America/Los_Angeles,True,2026-08-27 22:36:00-07:00
1787894460000,0.2237,1.5659,0,0,1,279,70.3,82,,64.54,29.8,29.8715,0,0,5315,4783500,70.88,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 22:21:00-07:00
1787893560000,0.0,1.7895,0,0,1,279,70.7,83,4.22,65.27,29.8,29.8714,0,0,5315,4783500,71.37,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 22:06:00-07:00
1787892660000,0.0,2.0132,0,0,1,279,71.1,83,,65.67,29.8,29.8714,0,0,5315,4783500,71.81,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 21:51:00-07:00
1787891760000,0.0,0.0,0,0,1,279,71.6,83,,66.15,29.79,29.8613,0,0,5315,4783500,72.36,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 21:36:00-07:00
1787890860000,0.0,2.0132,0,0,1,279,72.3,81,,66.13,29.78,29.8512,0,0,5315,4783500,73.04,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 21:21:00-07:00
1787889960000,0.4474,2.0132,0,0,1,279,72.9,77,4.23,65.25,29.78,29.8511,0,0,5315,4783500,73.51,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 21:06:00-07:00
1787889060000,0.0,0.0,0,0,1,279,72.9,75,,64.5,29.78,29.8511,0,0,5315,4783500,73.42,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 20:51:00-07:00
1787888160000,0.0,0.0,0,0,1,279,72.9,75,,64.5,29.78,29.8511,0,0,5315,4783500,73.42,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 20:36:00-07:00
1787887260000,0.0,0.0,0,0,1,279,72.9,75,,64.5,29.78,29.8511,0,0,5315,4783500,73.42,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 20:21:00-07:00
1787886360000,0.0,0.0,0,0,1,279,72.9,75,4.25,64.5,29.78,29.8511,0,0,5315,4783500,73.42,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 20:06:00-07:00
1787885460000,0.0,0.0,0,0,1,279,72.7,76,,64.69,29.78,29.8511,0,0,5315,4783500,73.24,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 19:51:00-07:00
1787884560000,0.0,1.5659,0,0,1,279,72.5,76,,64.49,29.78,29.8511,0,0,5315,4783500,73.02,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 19:36:00-07:00
1787883660000,2.6843,6.9345,0,0,1,279,72.3,78,,65.04,29.78,29.8512,2,1800,5313,4783500,72.9,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 19:21:00-07:00
1787882760000,3.8028,7.8293,0,0,1,279,72.3,80,4.26,65.77,29.78,29.8512,19,17100,5294,4781700,72.99,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 19:06:00-07:00
1787881860000,4.2502,8.2767,0,0,1,266,72.1,80,,65.58,29.78,29.8512,38,34200,5256,4764600,72.77,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 18:51:00-07:00
1787880960000,2.908,7.6056,0,0,1,242,71.8,81,,65.65,29.78,29.8512,38,34200,5218,4730400,72.49,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 18:36:00-07:00
1787880060000,2.4606,6.7108,0,0,1,252,71.8,81,,65.65,29.78,29.8512,38,34200,5180,4696200,72.49,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 18:21:00-07:00
1787879160000,2.4606,8.2767,0,0,1,243,71.6,82,4.29,65.8,29.78,29.8513,32,28800,5148,4662000,72.31,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 18:06:00-07:00
1787878260000,4.9213,8.2767,0,0,1,252,72.1,82,,66.29,29.79,29.8612,43,38700,5105,4633200,72.86,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 17:51:00-07:00
1787877360000,6.0397,11.1847,0,0,1,258,72.3,81,,66.13,29.8,29.8712,34,30600,5071,4594500,73.04,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 17:36:00-07:00
1787876460000,5.3686,14.7638,0,0,1,253,73.6,78,,66.3,29.8,29.871,41,36900,5030,4563900,74.33,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 17:21:00-07:00
1787875560000,2.6843,7.8293,0,0,1,245,74.1,78,4.32,66.79,29.8,29.871,57,51300,4973,4527000,74.88,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 17:06:00-07:00
1787874660000,4.4739,9.6188,0,0,1,243,76.1,74,,67.19,29.8,29.8707,157,141300,4816,4475700,76.89,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 16:51:00-07:00
1787873760000,1.1185,7.1582,0,0,1,231,77.4,72,,67.65,29.81,29.8806,163,146700,4653,4334400,78.22,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 16:36:00-07:00
1787872860000,0.4474,4.2502,0,0,1,231,76.3,73,,66.99,29.82,29.8907,109,98100,4544,4187700,77.06,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 16:21:00-07:00
1787871960000,3.3554,6.0397,0,0,1,216,75.4,73,4.33,66.13,29.83,29.9009,145,130500,4399,4089600,76.07,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 16:06:00-07:00
1787871060000,3.1317,6.9345,0,0,1,180,76.5,72,,66.78,29.83,29.9007,148,133200,4251,3959100,77.23,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 15:51:00-07:00
1787870160000,0.4474,4.4739,0,0,1,216,75.6,72,,65.92,29.84,29.9109,135,121500,4116,3825900,76.24,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 15:36:00-07:00
1787869260000,1.1185,4.0265,0,0,1,220,75.0,74,,66.14,29.84,29.9109,142,127800,3974,3704400,75.68,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 15:21:00-07:00
1787868360000,1.7895,6.9345,0,0,1,273,73.8,75,4.33,65.37,29.86,29.9312,95,85500,3879,3576600,74.41,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 15:06:00-07:00
1787867460000,4.4739,9.1714,0,0,1,278,73.6,76,,65.55,29.87,29.9412,100,90000,3659,3383100,74.23,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 14:51:00-07:00
1787866560000,5.5923,11.8558,0,0,1,267,75.4,74,,66.52,29.87,29.941,120,108000,3759,3401100,76.12,,2026-08-27,America/Los_Angeles,True,2026-08-27 14:36:00-07:00
1787865660000,5.5923,10.0662,0,0,1,238,78.1,71,,67.91,29.88,29.9506,356,320400,3303,3293100,78.95,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 14:21:00-07:00
1787864760000,5.5923,9.8425,0,0,1,223,77.7,74,4.44,68.73,29.88,29.9507,579,521100,2724,2972700,78.65,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 14:06:00-07:00
1787863860000,2.0132,8.9477,0,0,1,220,77.5,74,,68.54,29.9,29.9708,425,382500,2299,2451600,78.43,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 13:51:00-07:00
1787862960000,2.2369,5.5923,0,0,1,225,75.0,78,,67.66,29.9,29.9711,258,232200,2041,2069100,75.87,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 13:36:00-07:00
1787862060000,4.9213,7.6056,0,0,1,225,74.7,79,,67.74,29.88,29.9511,145,130500,1896,1836900,75.58,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 13:21:00-07:00
1787861160000,1.7895,7.1582,0,0,1,267,74.5,79,4.23,67.55,29.88,29.9511,137,123300,1759,1706400,75.36,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 13:06:00-07:00
1787860260000,3.3554,11.6321,0,0,1,272,74.1,81,,67.88,29.89,29.9612,118,106200,1641,1583100,75.02,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 12:51:00-07:00
1787859360000,4.6976,12.3031,0,0,1,272,74.1,81,,67.88,29.9,29.9712,98,88200,1543,1476900,75.02,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 12:36:00-07:00
1787858460000,5.145,19.685,0,0,1,277,74.1,80,,67.52,29.9,29.9712,105,94500,1438,1388700,74.97,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 12:21:00-07:00
1787857560000,5.5923,14.5401,0,0,1,191,75.7,77,4.23,67.96,29.88,29.9509,100,90000,1338,1294200,76.59,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 12:06:00-07:00
1787856660000,4.0265,11.8558,0,0,1,114,76.3,75,,67.78,29.88,29.9509,161,144900,1062,1100700,77.16,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 11:51:00-07:00
1787855760000,3.1317,9.1714,0,0,1,129,75.2,77,,67.48,29.89,29.961,115,103500,1223,1059300,76.04,,2026-08-27,America/Los_Angeles,True,2026-08-27 11:36:00-07:00
1787854860000,3.5791,12.5268,0,0,1,92,74.8,77,4.23,67.09,29.89,29.9611,82,73800,980,955800,75.6,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 11:21:00-07:00
1787853960000,5.816,13.6453,0,0,1,111,75.7,74,,66.81,29.88,29.9509,86,77400,812,808200,76.45,2026-08-26T10:21:00.000Z,2026-08-27,,,2026-08-27 11:06:00-07:00
