dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,batt1volts,tz,historical,local_time
1765612200000,0.0,0.0,0,0,1,190,54.7,100,54.7,54.7,30.04,30.1378,0,0,2542,2287800,2025-10-14T14:47:00.000Z,2025-12-12,,,,2025-12-12 23:50:00-08:00
1765611300000,0.0,0.0,0,0,1,190,54.9,100,54.9,54.9,30.04,30.1377,0,0,2542,2287800,2025-10-14T14:47:00.000Z,2025-12-12,,,,2025-12-12 23:35:00-08:00
1765610400000,0.0,0.0,0,0,1,190,54.9,100,54.9,54.9,30.05,30.1478,0,0,2542,2287800,2025-10-14T14:47:00.000Z,2025-12-12,,,,2025-12-12 23:20:00-08:00
1765609500000,0.0,0.0,0,0,1,190,54.9,99,54.62,54.9,30.05,30.1478,0,0,2542,2287800,,2025-12-12,4.21,America/Los_Angeles,True,2025-12-12 23:05:00-08:00
1765608600000,0.0,0.0,0,0,1,190,54.9,99,54.62,54.9,30.04,30.1377,0,0,2542,2287800,2025-10-14T14:47:00.000Z,2025-12-12,,,,2025-12-12 22:50:00-08:00
1765607700000,0.0,0.0,0,0,1,190,54.9,99,54.62,54.9,30.05,30.1478,0,0,2542,2287800,2025-10-14T14:47:00.000Z,2025-12-12,,,,2025-12-12 22:35:00-08:00
1765606800000,0.0,0.0,0,0,1,190,55.0,99,54.72,55.0,30.04,30.1377,0,0,2542,2287800,2025-10-14T14:47:00.000Z,2025-12-12,4.22,,,2025-12-12 22:20:00-08:00
1765605900000,0.0,0.0,0,0,1,190,55.2,99,54.92,55.2,30.04,30.1377,0,0,2542,2287800,2025-10-14T14:47:00.000Z,2025-12-12,,,,2025-12-12 22:05:00-08:00
1765605000000,0.0,0.0,0,0,1,190,55.4,99,55.12,55.4,30.04,30.1377,0,0,2542,2287800,2025-10-14T14:47:00.000Z,2025-12-12,,,,2025-12-12 21:50:00-08:00
1765604100000,0.0,0.0,0,0,1,190,55.8,99,55.52,55.8,30.04,30.1376,0,0,2542,2287800,2025-10-14T14:47:00.000Z,2025-12-12,,,,2025-12-12 21:35:00-08:00
1765603200000,0.0,0.0,0,0,1,190,55.8,99,55.52,55.8,30.04,30.1376,0,0,2542,2287800,2025-10-14T14:47:00.000Z,2025-12-12,4.24,,,2025-12-12 21:20:00-08:00
1765602300000,0.0,1.3422,0,0,1,190,55.8,99,55.52,55.8,30.03,30.1275,0,0,2542,2287800,2025-10-14T14:47:00.000Z,2025-12-12,,,,2025-12-12 21:05:00-08:00
1765601400000,0.0,1.3422,0,0,1,190,56.1,99,55.82,56.1,30.02,30.1175,0,0,2542,2287800,2025-10-14T14:47:00.000Z,2025-12-12,,,,2025-12-12 20:50:00-08:00
