dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,local_time
1745217960000,0.4474,1.3422,0,0,1,214,53.2,92,4.3,30.0,30.0979,0,0,9935,8941500,53.2,50.94,2025-04-20,,,2025-04-20 23:46:00-07:00
1745217060000,0.0,0.0,0,0,1,214,53.2,93,,30.0,30.0979,0,0,9935,8941500,53.2,51.23,2025-04-20,,,2025-04-20 23:31:00-07:00
1745216160000,0.0,0.0,0,0,1,214,53.2,93,,30.0,30.0979,0,0,9935,8941500,53.2,51.23,2025-04-20,,,2025-04-20 23:16:00-07:00
1745215260000,0.0,0.0,0,0,1,214,53.1,94,,30.01,30.108,0,0,9935,8941500,53.1,51.42,2025-04-20,,,2025-04-20 23:01:00-07:00
1745214360000,0.0,0.0,0,0,1,214,52.9,93,4.3,30.01,30.108,0,0,9935,8941500,52.9,50.93,2025-04-20,,,2025-04-20 22:46:00-07:00
1745213460000,0.0,0.0,0,0,1,214,52.7,91,,30.01,30.1081,0,0,9935,8941500,52.7,50.15,2025-04-20,,,2025-04-20 22:31:00-07:00
1745212560000,0.0,0.0,0,0,1,214,52.7,90,,30.02,30.1181,0,0,9935,8941500,52.7,49.85,2025-04-20,,,2025-04-20 22:16:00-07:00
1745211660000,0.0,0.0,0,0,1,214,53.1,89,,30.02,30.118,0,0,9935,8941500,53.1,49.94,2025-04-20,,,2025-04-20 22:01:00-07:00
1745210760000,0.0,0.0,0,0,1,214,53.2,90,4.31,30.03,30.128,0,0,9935,8941500,53.2,50.34,2025-04-20,,,2025-04-20 21:46:00-07:00
1745209860000,0.0,0.0,0,0,1,214,53.4,90,,30.03,30.128,0,0,9935,8941500,53.4,50.54,2025-04-20,,,2025-04-20 21:31:00-07:00
1745208960000,0.0,0.0,0,0,1,214,54.0,90,,30.03,30.1279,0,0,9935,8941500,54.0,51.13,2025-04-20,,,2025-04-20 21:16:00-07:00
1745208060000,0.0,0.0,0,0,1,214,54.5,92,,30.03,30.1278,0,0,9935,8941500,54.5,52.22,2025-04-20,,,2025-04-20 21:01:00-07:00
1745207160000,0.0,0.0,0,0,1,214,54.9,91,4.32,30.03,30.1277,0,0,9935,8941500,54.9,52.32,2025-04-20,,,2025-04-20 20:46:00-07:00
1745206260000,0.0,0.0,0,0,1,214,55.2,90,,30.02,30.1176,0,0,9935,8941500,55.2,52.32,2025-04-20,,,2025-04-20 20:31:00-07:00
1745205360000,0.0,0.0,0,0,1,214,55.8,90,,30.02,30.1175,0,0,9935,8941500,55.8,52.91,2025-04-20,,,2025-04-20 20:16:00-07:00
1745204460000,0.0,0.0,0,0,1,214,56.1,88,,30.02,30.1175,0,0,9935,8941500,56.1,52.59,2025-04-20,,,2025-04-20 20:01:00-07:00
1745203560000,0.0,0.0,0,0,1,214,56.7,87,4.32,30.02,30.1173,0,0,9935,8941500,56.7,52.87,2025-04-20,,,2025-04-20 19:46:00-07:00
1745202660000,0.0,0.0,0,0,1,214,57.0,86,,30.02,30.1173,3,1440,9932,8941500,57.0,52.85,2025-04-20,,,2025-04-20 19:31:00-07:00
1745201760000,0.2237,2.0132,0,0,1,214,57.2,86,,30.02,30.1172,8,3360,9924,8938800,57.2,53.05,2025-04-20,,,2025-04-20 19:16:00-07:00
1745200860000,1.3422,2.6843,0,0,1,214,57.6,85,,30.02,30.1172,12,5760,9912,8931600,57.6,53.12,2025-04-20,,,2025-04-20 19:01:00-07:00
1745199960000,0.8948,3.1317,0,0,1,214,58.1,84,4.33,30.02,30.1171,18,7560,9894,8920800,58.1,53.29,2025-04-20,,,2025-04-20 18:46:00-07:00
1745199060000,0.8948,2.908,0,0,1,214,58.3,84,,30.02,30.117,29,13920,9865,8904600,58.3,53.48,2025-04-20,,,2025-04-20 18:31:00-07:00
1745198160000,1.5659,3.1317,0,0,1,214,58.5,84,,30.02,30.117,30,12600,9835,8878500,58.5,53.68,2025-04-20,,,2025-04-20 18:16:00-07:00
1745197260000,1.7895,4.0265,0,0,1,214,59.0,82,,30.02,30.1169,32,15360,9803,8851500,59.0,53.51,2025-04-20,,,2025-04-20 18:01:00-07:00
1745196360000,1.7895,4.4739,0,0,1,214,59.4,80,4.34,30.02,30.1168,36,15120,9767,8822700,59.4,53.23,2025-04-20,,,2025-04-20 17:46:00-07:00
1745195460000,1.5659,5.145,0,0,1,216,59.5,80,,30.02,30.1168,44,21120,9723,8790300,59.5,53.32,2025-04-20,,,2025-04-20 17:31:00-07:00
1745194560000,0.6711,3.5791,0,0,1,222,59.2,81,,30.03,30.1269,44,18480,9679,8750700,59.2,53.37,2025-04-20,,,2025-04-20 17:16:00-07:00
1745193660000,1.3422,4.2502,0,0,1,222,58.8,82,,30.03,30.127,40,19200,9639,8711100,58.8,53.32,2025-04-20,,,2025-04-20 17:01:00-07:00
1745192760000,2.6843,5.816,0,0,1,213,58.5,84,4.35,30.04,30.1371,48,20160,9591,8675100,58.5,53.68,2025-04-20,,,2025-04-20 16:46:00-07:00
1745191860000,2.2369,6.2634,0,0,1,217,58.6,81,,30.04,30.137,53,25440,9538,8631900,58.6,52.79,2025-04-20,,,2025-04-20 16:31:00-07:00
1745190960000,2.0132,6.2634,0,0,1,223,58.6,81,,30.05,30.1471,87,36540,9451,8584200,58.6,52.79,2025-04-20,,,2025-04-20 16:16:00-07:00
1745190060000,1.7895,5.3686,0,0,1,221,58.6,81,,30.05,30.1471,71,34080,9380,8505900,58.6,52.79,2025-04-20,,,2025-04-20 16:01:00-07:00
