dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,local_time
1740310200000,0.0,1.5659,0,0,1,50,46.8,90,4.04,30.21,30.3099,0,0,0,0,46.8,44.02,2025-02-23,2025-02-23 03:30:00-08:00
1740305700000,0.0,0.0,0,0,1,50,48.4,90,,30.22,30.3196,0,0,0,0,48.4,45.6,2025-02-23,2025-02-23 02:15:00-08:00
1740303900000,0.2237,1.7895,0,0,1,50,49.3,92,4.06,30.23,30.3294,0,0,0,0,49.3,47.07,2025-02-23,2025-02-23 01:45:00-08:00
1740303000000,0.8948,2.2369,0,0,1,50,49.6,93,,30.23,30.3294,0,0,0,0,49.6,47.66,2025-02-23,2025-02-23 01:30:00-08:00
1740301200000,0.6711,2.6843,0,0,1,50,49.8,94,,30.24,30.3394,0,0,0,0,49.8,48.14,2025-02-23,2025-02-23 01:00:00-08:00
1740298500000,0.2237,1.3422,0,0,1,231,48.9,93,,30.24,30.3396,0,0,0,0,48.9,46.97,2025-02-23,2025-02-23 00:15:00-08:00
1740297600000,0.0,0.0,0,0,1,231,49.1,93,,30.25,30.3496,0,0,0,4041000,49.1,47.16,2025-02-23,2025-02-23 00:00:00-08:00
