dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,local_time
1740658500000,0,1.5659,0,0,1,124,48.9,89,30,30.0988,0,0,0,0,48.9,45.8,2025-02-27,2025-02-27 04:15:00-08:00
