dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,local_time
1749365160000,1.1185,2.0132,0,0,1,219,58.5,91,4.23,55.88,58.5,29.98,30.0769,0,0,8127,7314300,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 23:46:00-07:00
1749364260000,1.1185,2.2369,0,0,1,219,58.5,90,,55.58,58.5,29.98,30.0769,0,0,8127,7314300,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 23:31:00-07:00
1749363360000,1.1185,2.0132,0,0,1,219,58.5,90,,55.58,58.5,29.98,30.0769,0,0,8127,7314300,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 23:16:00-07:00
1749362460000,1.3422,2.4606,0,0,1,219,58.3,90,,55.38,58.3,29.98,30.0769,0,0,8127,7314300,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 23:01:00-07:00
1749361560000,1.1185,2.0132,0,0,1,219,58.1,91,4.23,55.48,58.1,29.98,30.0769,0,0,8127,7314300,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 22:46:00-07:00
1749360660000,0.8948,2.0132,0,0,1,219,57.9,91,,55.29,57.9,29.98,30.077,0,0,8127,7314300,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 22:31:00-07:00
1749359760000,0.0,0.0,0,0,1,219,57.7,91,,55.09,57.7,29.98,30.077,0,0,8127,7314300,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 22:16:00-07:00
1749358860000,0.0,0.0,0,0,1,219,57.6,91,,54.99,57.6,29.98,30.077,0,0,8127,7314300,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 22:01:00-07:00
1749357960000,0.0,0.0,0,0,1,219,57.6,91,4.23,54.99,57.6,29.97,30.067,0,0,8127,7314300,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 21:46:00-07:00
1749357060000,0.0,0.0,0,0,1,219,57.6,92,,55.29,57.6,29.97,30.067,0,0,8127,7314300,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 21:31:00-07:00
1749356160000,0.0,0.0,0,0,1,219,57.6,91,,54.99,57.6,29.97,30.067,0,0,8127,7314300,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 21:16:00-07:00
1749355260000,0.0,0.0,0,0,1,219,57.9,90,,54.98,57.9,29.97,30.067,0,0,8127,7314300,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 21:01:00-07:00
1749354360000,0.0,0.0,0,0,1,219,58.1,90,4.24,55.18,58.1,29.97,30.0669,0,0,8127,7314300,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 20:46:00-07:00
1749353460000,0.0,1.3422,0,0,1,219,58.3,90,,55.38,58.3,29.98,30.0769,0,0,8127,7314300,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 20:31:00-07:00
1749352560000,1.7895,2.6843,0,0,1,219,58.5,89,,55.27,58.5,29.98,30.0769,0,0,8127,7314300,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 20:16:00-07:00
1749351660000,1.5659,2.908,0,0,1,219,58.8,88,,55.25,58.8,29.98,30.0768,2,960,8125,7314300,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 20:01:00-07:00
1749350760000,1.7895,3.5791,0,0,1,219,59.4,87,4.25,55.53,59.4,29.98,30.0767,5,2100,8120,7312500,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 19:46:00-07:00
1749349860000,2.0132,4.0265,0,0,1,219,59.5,87,,55.63,59.5,29.98,30.0767,7,3360,8113,7308000,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 19:31:00-07:00
1749348960000,1.7895,3.5791,0,0,1,219,59.9,86,,55.7,59.9,29.98,30.0766,11,4620,8102,7301700,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 19:16:00-07:00
1749348060000,1.5659,3.5791,0,0,1,219,60.4,84,,55.54,60.4,29.98,30.0765,14,6720,8088,7291800,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 19:01:00-07:00
1749347160000,0.8948,3.3554,0,0,1,219,60.6,84,4.25,55.74,60.6,29.97,30.0664,47,19740,8041,7279200,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 18:46:00-07:00
1749346260000,2.2369,5.5923,0,0,1,219,60.4,84,,55.54,60.4,29.97,30.0665,23,11040,8018,7236900,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 18:31:00-07:00
1749345360000,2.2369,4.2502,0,0,1,219,61.0,83,,55.8,61.0,29.97,30.0664,35,14700,7908,7148700,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 18:16:00-07:00
1749344460000,2.0132,5.816,0,0,1,219,61.3,82,,55.76,61.3,29.97,30.0663,39,18720,7943,7184700,,2025-06-07,America/Los_Angeles,True,2025-06-07 18:01:00-07:00
1749343560000,2.2369,6.9345,0,0,1,219,61.7,82,,56.15,61.7,29.97,30.0662,36,15120,7943,7149600,,2025-06-07,America/Los_Angeles,True,2025-06-07 17:46:00-07:00
1749342660000,2.0132,4.2502,0,0,1,219,61.7,81,,55.81,61.7,29.97,30.0662,40,19200,7868,7117200,2025-04-26T15:31:00.000Z,2025-06-07,,,2025-06-07 17:31:00-07:00
