dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,batt1volts,tz,historical,local_time
1747378200000,0.2237,3.5791,0,0,1,113,56.5,87,29.91,29.9837,0,0,28962,26065800,56.5,52.68,2025-05-15,,,,2025-05-15 23:50:00-07:00
1747377300000,1.1185,6.0397,0,0,1,62,56.8,87,29.91,29.9836,0,0,28962,26065800,56.8,52.97,2025-05-15,,,,2025-05-15 23:35:00-07:00
1747376400000,1.1185,4.2502,0,0,1,80,56.8,87,29.91,29.9836,0,0,28962,26065800,56.8,52.97,2025-05-15,4.29,,,2025-05-15 23:20:00-07:00
1747375500000,1.1185,7.1582,0,0,1,39,57.0,86,29.91,29.9836,0,0,28962,26065800,57.0,52.85,2025-05-15,,,,2025-05-15 23:05:00-07:00
1747374600000,0.8948,3.5791,0,0,1,54,57.0,85,29.91,29.9836,0,0,28962,26065800,57.0,52.53,2025-05-15,,,,2025-05-15 22:50:00-07:00
1747373700000,0.6711,2.6843,0,0,1,93,57.2,84,29.91,29.9836,0,0,28962,26065800,57.2,52.41,2025-05-15,,,,2025-05-15 22:35:00-07:00
1747372800000,1.3422,4.6976,0,0,1,83,57.4,83,29.91,29.9835,0,0,28962,26065800,57.4,52.28,2025-05-15,4.3,,,2025-05-15 22:20:00-07:00
1747371900000,0.8948,3.5791,0,0,1,43,57.4,83,29.91,29.9835,0,0,28962,26065800,57.4,52.28,2025-05-15,,,,2025-05-15 22:05:00-07:00
1747371000000,0.4474,3.5791,0,0,1,17,57.4,83,29.91,29.9835,0,0,28962,26065800,57.4,52.28,2025-05-15,,,,2025-05-15 21:50:00-07:00
1747370100000,0.4474,3.5791,0,0,1,162,56.7,84,29.91,29.9836,0,0,28962,26065800,56.7,51.92,2025-05-15,,,,2025-05-15 21:35:00-07:00
1747369200000,0.0,0.0,0,0,1,223,56.1,84,29.9,29.9737,0,0,28962,26065800,56.1,51.33,2025-05-15,4.31,,,2025-05-15 21:20:00-07:00
1747368300000,0.0,0.0,0,0,1,223,55.8,85,29.9,29.9737,0,0,28962,26065800,55.8,51.36,2025-05-15,,,,2025-05-15 21:05:00-07:00
1747367400000,0.2237,2.6843,0,0,1,223,56.3,85,29.9,29.9737,0,0,28962,26065800,56.3,51.85,2025-05-15,,,,2025-05-15 20:50:00-07:00
1747366500000,0.0,1.5659,0,0,1,223,56.7,85,29.9,29.9736,0,0,28962,26065800,56.7,52.24,2025-05-15,,,,2025-05-15 20:35:00-07:00
1747365600000,0.0,0.0,0,0,1,223,56.8,85,29.9,29.9736,0,0,28962,26065800,56.8,52.34,2025-05-15,4.31,,,2025-05-15 20:20:00-07:00
1747364700000,0.8948,3.1317,0,0,1,223,57.4,84,29.9,29.9735,2,1800,28960,26065800,57.4,52.6,2025-05-15,,,,2025-05-15 20:05:00-07:00
1747363800000,0.0,1.3422,0,0,1,223,58.1,82,29.89,29.9634,11,9900,28949,26064000,58.1,52.63,2025-05-15,,,,2025-05-15 19:50:00-07:00
