dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,tz,historical,local_time
1784357520000,0.0,0.0,0,0,1,202,63.7,93,61.64,29.98,30.0759,0,0,14440,12996000,63.7,2026-06-12T17:37:00.000Z,2026-07-17,,,,2026-07-17 23:52:00-07:00
1784356620000,0.0,0.0,0,0,1,202,63.5,93,61.44,29.98,30.0759,0,0,14440,12996000,63.5,2026-06-12T17:37:00.000Z,2026-07-17,,,,2026-07-17 23:37:00-07:00
1784355720000,0.0,0.0,0,0,1,202,63.3,92,60.93,29.99,30.086,0,0,14440,12996000,63.3,2026-06-12T17:37:00.000Z,2026-07-17,,,,2026-07-17 23:22:00-07:00
1784354820000,0.0,0.0,0,0,1,202,64.2,93,62.13,29.99,30.0858,0,0,14440,12996000,64.2,2026-06-12T17:37:00.000Z,2026-07-17,4.3,,,2026-07-17 23:07:00-07:00
1784353920000,0.0,0.0,0,0,1,202,64.2,93,62.13,29.98,30.0758,0,0,14440,12996000,64.2,,2026-07-17,,America/Los_Angeles,True,2026-07-17 22:52:00-07:00
1784353020000,0.0,0.0,0,0,1,202,64.2,92,61.82,29.98,30.0758,0,0,14440,12996000,64.2,2026-06-12T17:37:00.000Z,2026-07-17,,,,2026-07-17 22:37:00-07:00
1784352120000,0.0,0.0,0,0,1,202,64.6,91,61.91,29.98,30.0757,0,0,14440,12996000,64.6,,2026-07-17,,America/Los_Angeles,True,2026-07-17 22:22:00-07:00
1784351220000,0.0,0.0,0,0,1,202,64.9,92,62.52,29.98,30.0757,0,0,14440,12996000,64.9,2026-06-12T17:37:00.000Z,2026-07-17,,,,2026-07-17 22:07:00-07:00
1784350320000,0.0,0.0,0,0,1,202,65.3,91,62.6,29.98,30.0756,0,0,14440,12996000,65.3,2026-06-12T17:37:00.000Z,2026-07-17,,,,2026-07-17 21:52:00-07:00
1784349420000,0.0,0.0,0,0,1,202,65.5,91,62.8,29.97,30.0655,0,0,14440,12996000,65.5,2026-06-12T17:37:00.000Z,2026-07-17,,,,2026-07-17 21:37:00-07:00
1784348520000,0.0,0.0,0,0,1,202,65.7,90,62.68,29.96,30.0555,0,0,14440,12996000,65.7,2026-06-12T17:37:00.000Z,2026-07-17,4.31,,,2026-07-17 21:22:00-07:00
1784347620000,0.0,0.0,0,0,1,202,65.8,89,62.46,29.96,30.0555,0,0,14440,12996000,65.8,2026-06-12T17:37:00.000Z,2026-07-17,,,,2026-07-17 21:07:00-07:00
1784346720000,0.0,1.1185,0,0,1,202,66.0,88,62.34,29.95,30.0454,0,0,14440,12996000,66.0,2026-06-12T17:37:00.000Z,2026-07-17,,,,2026-07-17 20:52:00-07:00
1784345820000,0.6711,1.3422,0,0,1,202,66.4,88,62.73,29.94,30.0353,0,0,14440,12996000,66.4,2026-06-12T17:37:00.000Z,2026-07-17,,,,2026-07-17 20:37:00-07:00
1784344920000,0.0,0.0,0,0,1,202,66.7,88,63.03,29.94,30.0352,0,0,14440,12996000,66.7,2026-06-12T17:37:00.000Z,2026-07-17,4.31,,,2026-07-17 20:22:00-07:00
1784344020000,0.0,1.3422,0,0,1,202,66.9,87,62.9,29.93,30.0252,2,1800,14438,12996000,66.9,2026-06-12T17:37:00.000Z,2026-07-17,,,,2026-07-17 20:07:00-07:00
1784343120000,0.0,2.0132,0,0,1,202,66.9,86,62.57,29.93,30.0252,5,4500,14433,12994200,66.9,2026-06-12T17:37:00.000Z,2026-07-17,,,,2026-07-17 19:52:00-07:00
1784342220000,0.4474,2.6843,0,0,1,202,66.9,86,62.57,29.93,30.0252,9,8100,14424,12989700,66.9,2026-06-12T17:37:00.000Z,2026-07-17,,,,2026-07-17 19:37:00-07:00
1784341320000,0.8948,4.4739,0,0,1,201,67.1,86,62.77,29.93,30.0251,14,12600,14410,12981600,67.1,2026-06-12T17:37:00.000Z,2026-07-17,4.32,,,2026-07-17 19:22:00-07:00
1784340420000,0.6711,3.1317,0,0,1,201,67.8,85,63.12,29.93,30.025,24,21600,14386,12969000,67.8,2026-06-12T17:37:00.000Z,2026-07-17,,,,2026-07-17 19:07:00-07:00
1784339520000,1.5659,4.0265,0,0,1,201,68.4,84,63.37,29.93,30.0249,31,27900,14355,12947400,68.89,2026-06-12T17:37:00.000Z,2026-07-17,,,,2026-07-17 18:52:00-07:00
1784338620000,0.8948,3.8028,0,0,1,201,68.9,83,63.52,29.93,30.0248,34,30600,14321,12919500,69.39,2026-06-12T17:37:00.000Z,2026-07-17,,,,2026-07-17 18:37:00-07:00
