dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,tz,historical,local_time
1744095000000,0.0,0.0,0,0,1,110,54.5,85,30.01,30.0842,0,0,25260,22734000,54.5,50.08,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 23:50:00-07:00
1744094100000,0.0,1.1185,0,0,1,110,54.7,84,30.02,30.0942,0,0,25260,22734000,54.7,49.96,2025-04-01T21:20:00.000Z,2025-04-07,4.29,,,2025-04-07 23:35:00-07:00
1744093200000,0.0,1.5659,0,0,1,110,55.0,83,30.02,30.0942,0,0,25260,22734000,55.0,49.93,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 23:20:00-07:00
1744092300000,0.0,1.5659,0,0,1,110,55.2,83,30.02,30.0941,0,0,25260,22734000,55.2,50.13,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 23:05:00-07:00
1744091400000,1.3422,5.3686,0,0,1,110,55.6,82,30.02,30.0941,0,0,25260,22734000,55.6,50.19,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 22:50:00-07:00
1744090500000,1.3422,3.8028,0,0,1,110,55.8,80,30.02,30.094,0,0,25260,22734000,55.8,49.72,2025-04-01T21:20:00.000Z,2025-04-07,4.3,,,2025-04-07 22:35:00-07:00
1744089600000,0.6711,4.4739,0,0,1,110,55.8,82,30.02,30.094,0,0,25260,22734000,55.8,50.39,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 22:20:00-07:00
1744088700000,1.3422,5.3686,0,0,1,109,55.6,83,30.02,30.0941,0,0,25260,22734000,55.6,50.52,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 22:05:00-07:00
1744087800000,1.3422,4.6976,0,0,1,110,55.2,85,30.01,30.0841,0,0,25260,22734000,55.2,50.77,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 21:50:00-07:00
1744086900000,1.1185,2.908,0,0,1,110,55.6,81,30.01,30.084,0,0,25260,22734000,55.6,49.86,2025-04-01T21:20:00.000Z,2025-04-07,4.31,,,2025-04-07 21:35:00-07:00
1744086000000,1.3422,4.0265,0,0,1,110,55.8,79,30.01,30.084,0,0,25260,22734000,55.8,49.38,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 21:20:00-07:00
1744085100000,0.6711,4.0265,0,0,1,110,56.3,79,30.0,30.0739,0,0,25260,22734000,56.3,49.87,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 21:05:00-07:00
1744084200000,0.4474,4.0265,0,0,1,110,56.7,77,30.0,30.0739,0,0,25260,22734000,56.7,49.57,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 20:50:00-07:00
1744083300000,0.6711,4.0265,0,0,1,110,57.0,76,30.0,30.0738,0,0,25260,22734000,57.0,49.51,2025-04-01T21:20:00.000Z,2025-04-07,4.32,,,2025-04-07 20:35:00-07:00
1744082400000,0.6711,4.6976,0,0,1,110,57.2,75,29.99,30.0638,0,0,25260,22734000,57.2,49.35,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 20:20:00-07:00
1744081500000,0.8948,3.8028,0,0,1,110,57.4,75,29.99,30.0637,0,0,25260,22734000,57.4,49.54,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 20:05:00-07:00
1744080600000,1.1185,3.8028,0,0,1,110,57.9,74,29.99,30.0637,0,0,25260,22734000,57.9,49.66,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 19:50:00-07:00
1744079700000,0.6711,4.0265,0,0,1,110,58.5,73,29.98,30.0536,1,900,25259,22734000,58.5,49.87,2025-04-01T21:20:00.000Z,2025-04-07,4.32,,,2025-04-07 19:35:00-07:00
1744078800000,0.6711,4.2502,0,0,1,110,59.2,72,29.98,30.0535,14,12600,25245,22733100,59.2,50.18,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 19:20:00-07:00
1744077900000,2.2369,5.5923,0,0,1,110,59.7,71,29.98,30.0534,37,33300,25208,22720500,59.7,50.28,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 19:05:00-07:00
1744077000000,2.4606,5.145,0,0,1,110,60.8,72,29.98,30.0532,72,64800,25136,22687200,60.8,51.71,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 18:50:00-07:00
1744076100000,3.1317,6.2634,0,0,1,110,63.3,67,29.98,30.0529,109,98100,25027,22622400,63.3,52.15,2025-04-01T21:20:00.000Z,2025-04-07,4.35,,,2025-04-07 18:35:00-07:00
1744075200000,3.5791,6.0397,0,0,1,110,65.1,61,29.98,30.0526,152,136800,24875,22524300,65.1,51.31,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 18:20:00-07:00
1744074300000,2.6843,5.5923,0,0,1,120,65.8,60,29.98,30.0525,198,178200,24677,22387500,65.8,51.52,2025-04-01T21:20:00.000Z,2025-04-07,,,,2025-04-07 18:05:00-07:00
