dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,tz,historical,batt1volts,local_time
1784443860000,2.2369,8.9477,0,0,1,88,65.5,86,61.2,29.93,30.0024,0,0,26135,23521500,65.5,2026-06-06T17:21:00.000Z,2026-07-18,,,,2026-07-18 23:51:00-07:00
1784442960000,2.0132,8.2767,0,0,1,89,65.5,86,61.2,29.93,30.0024,0,0,26135,23521500,65.5,,2026-07-18,America/Los_Angeles,True,,2026-07-18 23:36:00-07:00
1784442060000,2.2369,7.8293,0,0,1,71,65.7,86,61.39,29.93,30.0024,0,0,26135,23521500,65.7,2026-06-06T17:21:00.000Z,2026-07-18,,,4.27,2026-07-18 23:21:00-07:00
1784441160000,2.4606,8.2767,0,0,1,60,65.7,86,61.39,29.93,30.0024,0,0,26135,23521500,65.7,2026-06-06T17:21:00.000Z,2026-07-18,,,,2026-07-18 23:06:00-07:00
1784440260000,2.0132,8.053,0,0,1,65,65.3,86,61.0,29.93,30.0025,0,0,26135,23521500,65.3,2026-06-06T17:21:00.000Z,2026-07-18,,,,2026-07-18 22:51:00-07:00
1784439360000,0.2237,3.3554,0,0,1,106,65.1,86,60.8,29.93,30.0025,0,0,26135,23521500,65.1,2026-06-06T17:21:00.000Z,2026-07-18,,,,2026-07-18 22:36:00-07:00
1784438460000,0.2237,4.0265,0,0,1,216,64.8,86,60.51,29.93,30.0025,0,0,26135,23521500,64.8,2026-06-06T17:21:00.000Z,2026-07-18,,,4.28,2026-07-18 22:21:00-07:00
1784437560000,0.0,1.3422,0,0,1,232,64.8,86,60.51,29.92,29.9925,0,0,26135,23521500,64.8,2026-06-06T17:21:00.000Z,2026-07-18,,,,2026-07-18 22:06:00-07:00
1784436660000,0.0,0.0,0,0,1,232,64.4,86,60.12,29.92,29.9926,0,0,26135,23521500,64.4,2026-06-06T17:21:00.000Z,2026-07-18,,,,2026-07-18 21:51:00-07:00
1784435760000,0.0,0.0,0,0,1,232,64.6,86,60.31,29.92,29.9925,0,0,26135,23521500,64.6,2026-06-06T17:21:00.000Z,2026-07-18,,,,2026-07-18 21:36:00-07:00
1784434860000,0.0,0.8948,0,0,1,232,64.6,86,60.31,29.91,29.9825,0,0,26135,23521500,64.6,2026-06-06T17:21:00.000Z,2026-07-18,,,4.29,2026-07-18 21:21:00-07:00
1784433960000,0.2237,1.3422,0,0,1,232,64.2,85,59.59,29.91,29.9826,0,0,26135,23521500,64.2,2026-06-06T17:21:00.000Z,2026-07-18,,,,2026-07-18 21:06:00-07:00
1784433060000,0.0,1.1185,0,0,1,232,64.8,84,59.85,29.91,29.9825,0,0,26135,23521500,64.8,2026-06-06T17:21:00.000Z,2026-07-18,,,,2026-07-18 20:51:00-07:00
1784432160000,0.0,0.0,0,0,1,232,65.5,84,60.53,29.91,29.9824,0,0,26135,23521500,65.5,2026-06-06T17:21:00.000Z,2026-07-18,,,,2026-07-18 20:36:00-07:00
