dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,batt1volts,tz,historical,local_time
1744613160000,0.0,0.0,0,0,1,203,51.3,95,29.98,30.0782,0,0,8292,7462800,51.3,49.92,2025-04-13,,,,2025-04-13 23:46:00-07:00
1744612260000,0.0,0.0,0,0,1,203,50.9,94,29.98,30.0783,0,0,8292,7462800,50.9,49.23,2025-04-13,,,,2025-04-13 23:31:00-07:00
1744611360000,0.0,0.0,0,0,1,203,50.5,94,29.98,30.0784,0,0,8292,7462800,50.5,48.84,2025-04-13,,,,2025-04-13 23:16:00-07:00
1744610460000,0.0,0.0,0,0,1,203,50.2,93,29.98,30.0785,0,0,8292,7462800,50.2,48.25,2025-04-13,4.3,,,2025-04-13 23:01:00-07:00
1744609560000,0.0,0.0,0,0,1,203,50.0,90,29.98,30.0785,0,0,8292,7462800,50.0,47.18,2025-04-13,,,,2025-04-13 22:46:00-07:00
1744608660000,0.0,0.0,0,0,1,203,50.9,90,29.98,30.0783,0,0,8292,7462800,50.9,48.07,2025-04-13,,,,2025-04-13 22:31:00-07:00
1744607760000,0.0,0.0,0,0,1,203,51.4,92,29.98,30.0782,0,0,8292,7462800,51.4,49.15,2025-04-13,,,,2025-04-13 22:16:00-07:00
1744606860000,0.0,0.0,0,0,1,203,51.8,92,29.98,30.0781,0,0,8292,7462800,51.8,49.55,2025-04-13,4.3,,,2025-04-13 22:01:00-07:00
1744605960000,0.0,0.0,0,0,1,203,52.2,92,29.98,30.0781,0,0,8292,7462800,52.2,49.95,2025-04-13,,,,2025-04-13 21:46:00-07:00
1744605060000,0.0,0.0,0,0,1,203,52.7,91,29.98,30.078,0,0,8292,7462800,52.7,50.15,2025-04-13,,,,2025-04-13 21:31:00-07:00
1744604160000,0.0,0.0,0,0,1,203,53.1,91,29.98,30.0779,0,0,8292,7462800,53.1,50.54,2025-04-13,,,,2025-04-13 21:16:00-07:00
1744603260000,0.0,0.0,0,0,1,203,53.2,91,29.97,30.0678,0,0,8292,7462800,53.2,50.64,2025-04-13,4.31,,,2025-04-13 21:01:00-07:00
1744602360000,0.0,1.3422,0,0,1,203,53.2,90,29.97,30.0678,0,0,8292,7462800,53.2,50.34,2025-04-13,,,,2025-04-13 20:46:00-07:00
