dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,tz,historical,local_time
1768549860000,0.4474,2.0132,0,0,1,320,49.5,81,43.91,29.95,30.0248,0,0,13930,12537000,49.5,2026-01-12T20:21:00.000Z,2026-01-15,,,,2026-01-15 23:51:00-08:00
1768548960000,0.4474,2.4606,0,0,1,320,49.6,81,44.01,29.95,30.0248,0,0,13930,12537000,49.6,2026-01-12T20:21:00.000Z,2026-01-15,4.26,,,2026-01-15 23:36:00-08:00
1768548060000,0.6711,2.0132,0,0,1,320,50.7,79,44.43,29.95,30.0246,0,0,13930,12537000,50.7,2026-01-12T20:21:00.000Z,2026-01-15,,,,2026-01-15 23:21:00-08:00
1768547160000,0.2237,2.0132,0,0,1,320,50.7,79,44.43,29.96,30.0346,0,0,13930,12537000,50.7,2026-01-12T20:21:00.000Z,2026-01-15,,,,2026-01-15 23:06:00-08:00
1768546260000,0.2237,2.4606,0,0,1,320,51.3,78,44.68,29.96,30.0345,0,0,13930,12537000,51.3,2026-01-12T20:21:00.000Z,2026-01-15,,,,2026-01-15 22:51:00-08:00
1768545360000,1.1185,2.908,0,0,1,320,52.0,77,45.02,29.96,30.0344,0,0,13930,12537000,52.0,2026-01-12T20:21:00.000Z,2026-01-15,4.27,,,2026-01-15 22:36:00-08:00
1768544460000,0.2237,2.4606,0,0,1,320,53.1,76,45.74,29.96,30.0343,0,0,13930,12537000,53.1,2026-01-12T20:21:00.000Z,2026-01-15,,,,2026-01-15 22:21:00-08:00
1768543560000,1.1185,2.908,0,0,1,309,52.7,79,46.37,29.96,30.0343,0,0,13930,12537000,52.7,2026-01-12T20:21:00.000Z,2026-01-15,,,,2026-01-15 22:06:00-08:00
1768542660000,0.0,0.0,0,0,1,280,52.9,79,46.57,29.96,30.0343,0,0,13930,12537000,52.9,2026-01-12T20:21:00.000Z,2026-01-15,,,,2026-01-15 21:51:00-08:00
1768541760000,0.0,0.0,0,0,1,280,54.1,79,47.73,29.96,30.0341,0,0,13930,12537000,54.1,2026-01-12T20:21:00.000Z,2026-01-15,4.28,,,2026-01-15 21:36:00-08:00
1768540860000,0.0,0.0,0,0,1,280,54.3,80,48.26,29.96,30.0341,0,0,13930,12537000,54.3,2026-01-12T20:21:00.000Z,2026-01-15,,,,2026-01-15 21:21:00-08:00
1768539960000,0.2237,2.0132,0,0,1,280,55.0,81,49.28,29.96,30.034,0,0,13930,12537000,55.0,2026-01-12T20:21:00.000Z,2026-01-15,,,,2026-01-15 21:06:00-08:00
1768539060000,0.0,0.0,0,0,1,280,56.7,82,51.27,29.95,30.0237,0,0,13930,12537000,56.7,2026-01-12T20:21:00.000Z,2026-01-15,,,,2026-01-15 20:51:00-08:00
