dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,batt1volts,tz,historical,local_time
1751525160000,0.4474,2.6843,0,0,1,27,59.2,93,57.18,59.2,29.87,29.9664,0,0,6663,5996700,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 23:46:00-07:00
1751524260000,1.3422,3.8028,0,0,1,27,59.2,93,57.18,59.2,29.87,29.9664,0,0,6663,5996700,2025-04-26T15:31:00.000Z,2025-07-02,4.15,,,2025-07-02 23:31:00-07:00
1751523360000,1.5659,3.8028,0,0,1,27,59.4,92,57.07,59.4,29.87,29.9663,0,0,6663,5996700,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 23:16:00-07:00
1751522460000,0.8948,3.8028,0,0,1,27,59.4,92,57.07,59.4,29.87,29.9663,0,0,6663,5996700,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 23:01:00-07:00
1751521560000,0.6711,3.1317,0,0,1,27,59.4,92,57.07,59.4,29.87,29.9663,0,0,6663,5996700,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 22:46:00-07:00
1751520660000,1.1185,4.0265,0,0,1,27,59.2,93,57.18,59.2,29.86,29.9564,0,0,6663,5996700,2025-04-26T15:31:00.000Z,2025-07-02,4.16,,,2025-07-02 22:31:00-07:00
1751519760000,1.3422,3.5791,0,0,1,27,59.2,93,57.18,59.2,29.86,29.9564,0,0,6663,5996700,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 22:16:00-07:00
1751518860000,0.8948,5.145,0,0,1,37,59.2,93,57.18,59.2,29.86,29.9564,0,0,6663,5996700,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 22:01:00-07:00
1751517960000,0.6711,3.1317,0,0,1,138,59.2,92,56.88,59.2,29.86,29.9564,0,0,6663,5996700,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 21:46:00-07:00
1751517060000,0.2237,1.7895,0,0,1,216,59.2,92,56.88,59.2,29.85,29.9463,0,0,6663,5996700,2025-04-26T15:31:00.000Z,2025-07-02,4.17,,,2025-07-02 21:31:00-07:00
1751516160000,0.4474,2.0132,0,0,1,217,59.0,92,56.68,59.0,29.85,29.9464,0,0,6663,5996700,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 21:16:00-07:00
1751515260000,0.2237,1.5659,0,0,1,216,59.2,92,56.88,59.2,29.85,29.9463,0,0,6663,5996700,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 21:01:00-07:00
1751514360000,0.0,1.1185,0,0,1,217,59.2,91,56.57,59.2,29.85,29.9463,0,0,6663,5996700,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 20:46:00-07:00
1751513460000,0.0,0.0,0,0,1,216,59.4,91,56.77,59.4,29.85,29.9463,0,0,6663,5996700,2025-04-26T15:31:00.000Z,2025-07-02,4.17,,,2025-07-02 20:31:00-07:00
1751512560000,0.0,0.0,0,0,1,217,59.7,90,56.76,59.7,29.84,29.9362,1,420,6662,5996700,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 20:16:00-07:00
1751511660000,0.0,0.0,0,0,1,216,60.1,90,57.15,60.1,29.84,29.9361,3,1440,6659,5995800,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 20:01:00-07:00
1751510760000,0.0,0.0,0,0,1,217,60.3,89,57.04,60.3,29.84,29.9361,6,2520,6653,5993100,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 19:46:00-07:00
1751509860000,0.0,1.1185,0,0,1,216,60.4,89,57.14,60.4,29.83,29.926,10,4800,6643,5987700,2025-04-26T15:31:00.000Z,2025-07-02,4.18,,,2025-07-02 19:31:00-07:00
1751508960000,0.4474,2.4606,0,0,1,217,60.4,88,56.83,60.4,29.83,29.926,13,5460,6630,5978700,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 19:16:00-07:00
1751508060000,0.0,2.4606,0,0,1,216,60.6,88,57.02,60.6,29.83,29.926,19,9120,6611,5967000,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 19:01:00-07:00
1751507160000,0.4474,2.2369,0,0,1,217,60.6,88,57.02,60.6,29.83,29.926,45,18900,6566,5949900,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 18:46:00-07:00
1751506260000,1.5659,3.1317,0,0,1,216,60.4,88,56.83,60.4,29.83,29.926,31,14880,6535,5909400,2025-04-26T15:31:00.000Z,2025-07-02,4.18,,,2025-07-02 18:31:00-07:00
1751505360000,2.2369,4.2502,0,0,1,217,60.4,87,56.51,60.4,29.84,29.9361,42,17640,6493,5881500,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 18:16:00-07:00
1751504460000,2.6843,5.3686,0,0,1,216,60.6,87,56.71,60.6,29.84,29.936,56,26880,6437,5843700,2025-04-26T15:31:00.000Z,2025-07-02,,,,2025-07-02 18:01:00-07:00
