dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,local_time
1744181160000,0.0,0.0,0,0,1,205,53.8,90,4.25,30.03,30.1279,0,0,8353,7517700,53.8,50.94,2025-04-08,,,2025-04-08 23:46:00-07:00
1744180260000,0.0,0.0,0,0,1,205,54.3,92,,30.02,30.1178,0,0,8353,7517700,54.3,52.02,2025-04-08,,,2025-04-08 23:31:00-07:00
1744179360000,0.0,0.0,0,0,1,205,54.7,93,,30.02,30.1177,0,0,8353,7517700,54.7,52.72,2025-04-08,,,2025-04-08 23:16:00-07:00
1744178460000,0.0,0.0,0,0,1,205,54.7,93,,30.02,30.1177,0,0,8353,7517700,54.7,52.72,2025-04-08,,,2025-04-08 23:01:00-07:00
1744177560000,0.0,0.0,0,0,1,205,54.7,92,4.26,30.03,30.1278,0,0,8353,7517700,54.7,52.42,2025-04-08,,,2025-04-08 22:46:00-07:00
1744176660000,0.0,0.8948,0,0,1,205,54.9,92,,30.03,30.1277,0,0,8353,7517700,54.9,52.62,2025-04-08,,,2025-04-08 22:31:00-07:00
1744175760000,0.0,0.0,0,0,1,205,54.9,92,,30.03,30.1277,0,0,8353,7517700,54.9,52.62,2025-04-08,,,2025-04-08 22:16:00-07:00
1744174860000,0.0,0.0,0,0,1,205,54.9,91,,30.03,30.1277,0,0,8353,7517700,54.9,52.32,2025-04-08,,,2025-04-08 22:01:00-07:00
1744173960000,0.0,0.0,0,0,1,205,54.9,91,4.26,30.03,30.1277,0,0,8353,7517700,54.9,52.32,2025-04-08,,,2025-04-08 21:46:00-07:00
1744173060000,0.0,0.0,0,0,1,205,55.0,88,,30.02,30.1177,0,0,8353,7517700,55.0,51.51,2025-04-08,,,2025-04-08 21:31:00-07:00
1744172160000,0.0,0.0,0,0,1,205,55.6,87,,30.01,30.1075,0,0,8353,7517700,55.6,51.79,2025-04-08,,,2025-04-08 21:16:00-07:00
1744171260000,0.0,0.0,0,0,1,205,56.1,87,,30.01,30.1074,0,0,8353,7517700,56.1,52.28,2025-04-08,,,2025-04-08 21:01:00-07:00
1744170360000,0.0,0.0,0,0,1,205,56.8,88,4.26,30.0,30.0973,0,0,8353,7517700,56.8,53.28,2025-04-08,,,2025-04-08 20:46:00-07:00
1744169460000,0.0,0.0,0,0,1,205,57.2,88,,29.99,30.0871,0,0,8353,7517700,57.2,53.68,2025-04-08,,,2025-04-08 20:31:00-07:00
1744168560000,0.0,0.0,0,0,1,205,57.4,88,,29.99,30.0871,0,0,8353,7517700,57.4,53.87,2025-04-08,,,2025-04-08 20:16:00-07:00
1744167660000,0.0,0.0,0,0,1,205,57.7,89,,29.98,30.077,0,0,8353,7517700,57.7,54.48,2025-04-08,,,2025-04-08 20:01:00-07:00
1744166760000,0.0,0.0,0,0,1,205,58.1,88,4.27,29.98,30.0769,0,0,8353,7517700,58.1,54.56,2025-04-08,,,2025-04-08 19:46:00-07:00
1744165860000,0.2237,2.0132,0,0,1,205,58.6,86,,29.98,30.0769,0,0,8353,7517700,58.6,54.42,2025-04-08,,,2025-04-08 19:31:00-07:00
1744164960000,0.2237,1.5659,0,0,1,205,59.7,83,,29.98,30.0766,3,1260,8350,7517700,59.7,54.53,2025-04-08,,,2025-04-08 19:16:00-07:00
1744164060000,0.0,1.5659,0,0,1,205,60.6,81,,29.98,30.0765,6,2880,8344,7515000,60.6,54.73,2025-04-08,,,2025-04-08 19:01:00-07:00
1744163160000,0.0,1.5659,0,0,1,205,61.3,80,4.28,29.98,30.0764,10,4200,8334,7509600,61.3,55.07,2025-04-08,,,2025-04-08 18:46:00-07:00
1744162260000,0.2237,1.3422,0,0,1,205,61.7,79,,29.98,30.0763,14,6720,8320,7500600,61.7,55.12,2025-04-08,,,2025-04-08 18:31:00-07:00
1744161360000,0.6711,1.5659,0,0,1,205,62.4,77,,29.98,30.0761,18,7560,8302,7488000,62.4,55.09,2025-04-08,,,2025-04-08 18:16:00-07:00
1744160460000,0.2237,1.5659,0,0,1,205,63.0,73,,29.98,30.076,22,10560,8280,7471800,63.0,54.2,2025-04-08,,,2025-04-08 18:01:00-07:00
1744159560000,0.6711,1.7895,0,0,1,205,64.0,69,4.29,29.98,30.0759,54,22680,8226,7452000,64.0,53.62,2025-04-08,,,2025-04-08 17:46:00-07:00
1744158660000,0.6711,1.7895,0,0,1,205,64.6,68,,29.98,30.0757,78,37440,8148,7403400,64.6,53.79,2025-04-08,,,2025-04-08 17:31:00-07:00
1744157760000,2.2369,3.5791,0,0,1,205,64.9,67,,29.98,30.0757,33,13860,8115,7333200,64.9,53.67,2025-04-08,,,2025-04-08 17:16:00-07:00
1744156860000,2.0132,2.908,0,0,1,205,66.0,63,,29.98,30.0755,37,17760,8078,7303500,66.0,53.04,2025-04-08,,,2025-04-08 17:01:00-07:00
1744155960000,2.2369,2.908,0,0,1,205,66.0,62,4.3,29.98,30.0755,63,26460,8015,7270200,66.0,52.6,2025-04-08,,,2025-04-08 16:46:00-07:00
1744155060000,2.2369,3.3554,0,0,1,205,66.2,63,,29.98,30.0755,45,21600,7970,7213500,66.2,53.22,2025-04-08,,,2025-04-08 16:31:00-07:00
1744154160000,1.5659,3.1317,0,0,1,205,65.1,66,,29.99,30.0857,50,21000,7920,7173000,65.1,53.45,2025-04-08,,,2025-04-08 16:16:00-07:00
1744153260000,2.2369,3.5791,0,0,1,205,64.2,73,,29.99,30.0858,52,24960,7868,7128000,64.2,55.36,2025-04-08,,,2025-04-08 16:01:00-07:00
1744152360000,2.2369,3.1317,0,0,1,205,64.6,71,4.35,29.99,30.0858,127,53340,7741,7081200,64.6,54.98,2025-04-08,,,2025-04-08 15:46:00-07:00
1744151460000,2.0132,4.2502,0,0,1,205,64.6,70,,29.99,30.0858,444,213120,7297,6966900,64.6,54.59,2025-04-08,,,2025-04-08 15:31:00-07:00
1744150560000,2.2369,3.5791,0,0,1,205,64.4,69,,30.0,30.0958,686,288120,6611,6567300,64.4,54.0,2025-04-08,,,2025-04-08 15:16:00-07:00
1744149660000,2.0132,4.0265,0,0,1,205,64.6,63,,30.01,30.1058,619,297120,5992,5949900,64.6,51.71,2025-04-08,,,2025-04-08 15:01:00-07:00
1744148760000,2.2369,3.8028,0,0,1,205,64.6,63,4.3,30.01,30.1058,137,57540,5855,5392800,64.6,51.71,2025-04-08,,,2025-04-08 14:46:00-07:00
1744147860000,2.0132,3.5791,0,0,1,205,63.7,66,,30.02,30.116,67,32160,5788,5269500,63.7,52.12,2025-04-08,,,2025-04-08 14:31:00-07:00
1744146960000,1.5659,3.8028,0,0,1,205,63.3,68,,30.02,30.1161,62,26040,5726,5209200,63.3,52.55,2025-04-08,,,2025-04-08 14:16:00-07:00
1744146060000,2.0132,4.2502,0,0,1,205,64.2,67,,30.02,30.1159,62,29760,5596,5092200,64.2,53.01,2025-04-08,,,2025-04-08 14:01:00-07:00
1744145160000,2.0132,4.0265,0,0,1,205,64.2,69,4.3,30.02,30.1159,68,28560,5658,5097600,64.2,53.81,2025-04-08,America/Los_Angeles,True,2025-04-08 13:46:00-07:00
1744144260000,2.0132,4.6976,0,0,1,205,63.3,71,,30.02,30.1161,82,39360,5514,5036400,63.3,53.73,2025-04-08,,,2025-04-08 13:31:00-07:00
1744143360000,2.2369,3.8028,0,0,1,205,62.4,74,,30.02,30.1163,66,27720,5448,4962600,62.4,54.0,2025-04-08,,,2025-04-08 13:16:00-07:00
1744142460000,2.0132,4.2502,0,0,1,205,62.4,75,,30.02,30.1163,389,186720,5059,4903200,62.4,54.37,2025-04-08,,,2025-04-08 13:01:00-07:00
1744141560000,2.4606,3.8028,0,0,1,205,61.9,75,4.44,30.02,30.1164,793,333060,4266,4553100,61.9,53.88,2025-04-08,,,2025-04-08 12:46:00-07:00
1744140660000,2.2369,4.2502,0,0,1,205,61.0,77,,30.03,30.1266,793,380640,3473,3839400,61.0,53.73,2025-04-08,,,2025-04-08 12:31:00-07:00
1744139760000,2.2369,4.0265,0,0,1,205,59.9,80,,30.04,30.1368,396,166320,3077,3125700,59.9,53.71,2025-04-08,,,2025-04-08 12:16:00-07:00
1744138860000,2.6843,4.2502,0,0,1,205,59.9,81,,30.05,30.1468,70,33600,3007,2769300,59.9,54.05,2025-04-08,,,2025-04-08 12:01:00-07:00
1744137960000,2.6843,3.8028,0,0,1,205,59.7,81,4.3,30.05,30.1469,78,32760,2929,2706300,59.7,53.86,2025-04-08,,,2025-04-08 11:46:00-07:00
1744137060000,2.908,4.2502,0,0,1,205,60.8,78,,30.04,30.1366,82,39360,2847,2636100,60.8,53.89,2025-04-08,,,2025-04-08 11:31:00-07:00
1744136160000,1.7895,3.3554,0,0,1,205,63.0,72,,30.04,30.1362,201,84420,2646,2562300,63.0,53.83,2025-04-08,,,2025-04-08 11:16:00-07:00
1744135260000,1.7895,3.3554,0,0,1,205,63.1,72,,30.04,30.1362,145,69600,2501,2381400,63.1,53.92,2025-04-08,,,2025-04-08 11:01:00-07:00
1744134360000,0.8948,2.4606,0,0,1,205,64.0,69,4.42,30.04,30.136,215,90300,2286,2250900,64.0,53.62,2025-04-08,,,2025-04-08 10:46:00-07:00
1744133460000,0.4474,1.7895,0,0,1,205,62.8,73,,30.03,30.1262,514,246720,1772,2057400,62.8,54.01,2025-04-08,,,2025-04-08 10:31:00-07:00
1744132560000,1.1185,2.4606,0,0,1,205,60.8,77,,30.04,30.1366,589,247380,1183,1594800,60.8,53.54,2025-04-08,,,2025-04-08 10:16:00-07:00
1744131660000,2.0132,2.908,0,0,1,205,58.3,84,,30.04,30.1371,440,211200,743,1064700,58.3,53.48,2025-04-08,,,2025-04-08 10:01:00-07:00
1744130760000,2.2369,3.1317,0,0,1,205,57.2,86,4.28,30.04,30.1373,135,56700,608,668700,57.2,53.05,2025-04-08,,,2025-04-08 09:46:00-07:00
1744129860000,1.5659,2.6843,0,0,1,205,56.7,88,,30.04,30.1374,100,48000,508,547200,56.7,53.18,2025-04-08,,,2025-04-08 09:31:00-07:00
1744128960000,2.0132,2.6843,0,0,1,205,56.5,88,,30.04,30.1374,235,98700,273,457200,56.5,52.99,2025-04-08,,,2025-04-08 09:16:00-07:00
1744128060000,1.3422,2.4606,0,0,1,205,56.5,87,,30.04,30.1374,128,61440,145,245700,56.5,52.68,2025-04-08,,,2025-04-08 09:01:00-07:00
1744127160000,0.2237,2.2369,0,0,1,205,54.9,85,4.21,30.04,30.1377,45,18900,100,130500,54.9,50.47,2025-04-08,,,2025-04-08 08:46:00-07:00
1744126260000,0.0,0.0,0,0,1,205,53.2,89,,30.04,30.1381,27,12960,73,90000,53.2,50.04,2025-04-08,,,2025-04-08 08:31:00-07:00
1744125360000,0.0,0.0,0,0,1,205,52.3,91,,30.04,30.1382,22,9240,51,65700,52.3,49.75,2025-04-08,,,2025-04-08 08:16:00-07:00
1744124460000,0.0,0.0,0,0,1,205,50.7,93,,30.03,30.1285,18,8640,33,45900,50.7,48.75,2025-04-08,,,2025-04-08 08:01:00-07:00
1744123560000,0.0,0.0,0,0,1,205,49.3,92,4.21,30.03,30.1288,14,5880,19,29700,49.3,47.07,2025-04-08,,,2025-04-08 07:46:00-07:00
1744122660000,0.0,0.0,0,0,1,205,48.6,92,,30.03,30.1289,10,4800,9,17100,48.6,46.38,2025-04-08,,,2025-04-08 07:31:00-07:00
1744121760000,0.0,0.0,0,0,1,205,48.2,91,,30.03,30.129,6,2520,3,8100,48.2,45.7,2025-04-08,,,2025-04-08 07:16:00-07:00
1744120860000,0.0,0.0,0,0,1,205,48.2,91,,30.02,30.119,3,1440,0,2700,48.2,45.7,2025-04-08,,,2025-04-08 07:01:00-07:00
1744119960000,0.0,0.0,0,0,1,205,48.2,91,4.22,30.01,30.1089,0,0,0,0,48.2,45.7,2025-04-08,,,2025-04-08 06:46:00-07:00
1744119060000,0.0,0.0,0,0,1,205,48.4,91,,30.01,30.1089,0,0,0,0,48.4,45.9,2025-04-08,,,2025-04-08 06:31:00-07:00
1744118160000,0.0,0.0,0,0,1,205,48.4,89,,30.01,30.1089,0,0,0,0,48.4,45.31,2025-04-08,,,2025-04-08 06:16:00-07:00
1744117260000,0.0,0.0,0,0,1,205,48.6,89,,30.01,30.1089,0,0,0,0,48.6,45.51,2025-04-08,,,2025-04-08 06:01:00-07:00
1744116360000,0.0,0.0,0,0,1,205,48.9,89,4.22,30.01,30.1088,0,0,0,0,48.9,45.8,2025-04-08,,,2025-04-08 05:46:00-07:00
1744115460000,0.0,0.0,0,0,1,205,49.3,90,,30.01,30.1087,0,0,0,0,49.3,46.49,2025-04-08,,,2025-04-08 05:31:00-07:00
1744114560000,0.2237,1.7895,0,0,1,205,49.8,90,,30.01,30.1086,0,0,0,0,49.8,46.99,2025-04-08,,,2025-04-08 05:16:00-07:00
1744113660000,0.0,0.0,0,0,1,205,50.0,91,,30.01,30.1086,0,0,0,0,50.0,47.48,2025-04-08,,,2025-04-08 05:01:00-07:00
1744112760000,0.0,0.0,0,0,1,205,50.2,91,4.22,30.01,30.1086,0,0,0,0,50.2,47.67,2025-04-08,,,2025-04-08 04:46:00-07:00
1744111860000,0.0,0.0,0,0,1,205,50.4,92,,30.01,30.1085,0,0,0,0,50.4,48.16,2025-04-08,,,2025-04-08 04:31:00-07:00
1744110960000,0.0,0.0,0,0,1,205,50.4,93,,30.01,30.1085,0,0,0,0,50.4,48.45,2025-04-08,,,2025-04-08 04:16:00-07:00
1744110060000,0.0,0.0,0,0,1,205,50.4,93,,30.01,30.1085,0,0,0,0,50.4,48.45,2025-04-08,,,2025-04-08 04:01:00-07:00
1744109160000,0.0,0.0,0,0,1,205,50.4,93,4.22,30.02,30.1185,0,0,0,0,50.4,48.45,2025-04-08,,,2025-04-08 03:46:00-07:00
