dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,tz,historical,local_time
1747205160000,2.0132,4.6976,0,0,1,356,57.9,65,30.01,30.1071,0,0,9254,8328600,57.9,46.21,2025-04-26T15:31:00.000Z,2025-05-13,,,,2025-05-13 23:46:00-07:00
1747204260000,2.6843,6.9345,0,0,1,356,58.5,64,30.01,30.107,0,0,9254,8328600,58.5,46.36,2025-04-26T15:31:00.000Z,2025-05-13,,,,2025-05-13 23:31:00-07:00
1747203360000,4.6976,8.9477,0,0,1,356,58.1,64,30.01,30.107,0,0,9254,8328600,58.1,45.99,2025-04-26T15:31:00.000Z,2025-05-13,,,,2025-05-13 23:16:00-07:00
1747202460000,1.3422,7.8293,0,0,1,0,57.0,67,30.01,30.1073,0,0,9254,8328600,57.0,46.15,2025-04-26T15:31:00.000Z,2025-05-13,4.27,,,2025-05-13 23:01:00-07:00
1747201560000,0.0,1.1185,0,0,1,2,57.4,66,30.01,30.1072,0,0,9254,8328600,57.4,46.13,2025-04-26T15:31:00.000Z,2025-05-13,,,,2025-05-13 22:46:00-07:00
1747200660000,2.2369,6.4871,0,0,1,2,57.9,65,30.01,30.1071,0,0,9254,8328600,57.9,46.21,2025-04-26T15:31:00.000Z,2025-05-13,,,,2025-05-13 22:31:00-07:00
1747199760000,3.1317,9.1714,0,0,1,0,57.6,66,30.0,30.0971,0,0,9254,8328600,57.6,46.32,2025-04-26T15:31:00.000Z,2025-05-13,,,,2025-05-13 22:16:00-07:00
1747198860000,3.5791,9.1714,0,0,1,2,57.6,67,30.0,30.0971,0,0,9254,8328600,57.6,46.72,2025-04-26T15:31:00.000Z,2025-05-13,4.27,,,2025-05-13 22:01:00-07:00
1747197960000,2.4606,6.7108,0,0,1,358,57.9,66,29.99,30.087,0,0,9254,8328600,57.9,46.61,2025-04-26T15:31:00.000Z,2025-05-13,,,,2025-05-13 21:46:00-07:00
1747197060000,2.0132,6.2634,0,0,1,346,58.8,64,29.98,30.0768,0,0,9254,8328600,58.8,46.65,2025-04-26T15:31:00.000Z,2025-05-13,,,,2025-05-13 21:31:00-07:00
1747196160000,2.2369,5.3686,0,0,1,322,58.8,63,29.98,30.0768,0,0,9254,8328600,58.8,46.23,2025-04-26T15:31:00.000Z,2025-05-13,,,,2025-05-13 21:16:00-07:00
1747195260000,1.5659,5.5923,0,0,1,12,59.4,63,29.97,30.0667,0,0,9254,8328600,59.4,46.8,,2025-05-13,4.28,America/Los_Angeles,True,2025-05-13 21:01:00-07:00
1747194360000,0.8948,2.4606,0,0,1,30,60.1,61,29.96,30.0565,0,0,9254,8328600,60.1,46.6,2025-04-26T15:31:00.000Z,2025-05-13,,,,2025-05-13 20:46:00-07:00
1747193460000,0.0,0.0,0,0,1,31,61.0,58,29.96,30.0563,0,0,9254,8328600,61.0,46.11,2025-04-26T15:31:00.000Z,2025-05-13,,,,2025-05-13 20:31:00-07:00
1747192560000,0.6711,5.3686,0,0,1,31,62.2,54,29.96,30.0561,0,0,9254,8328600,62.2,45.35,2025-04-26T15:31:00.000Z,2025-05-13,,,,2025-05-13 20:16:00-07:00
1747191660000,0.4474,7.6056,0,0,1,13,61.7,55,29.95,30.0462,0,0,9254,8328600,61.7,45.37,2025-04-26T15:31:00.000Z,2025-05-13,4.28,,,2025-05-13 20:01:00-07:00
1747190760000,0.0,4.0265,0,0,1,9,61.9,57,29.95,30.0461,3,1260,9251,8328600,61.9,46.5,2025-04-26T15:31:00.000Z,2025-05-13,,,,2025-05-13 19:46:00-07:00
1747189860000,0.6711,4.0265,0,0,1,213,61.3,61,29.95,30.0463,5,2400,9246,8325900,61.3,47.73,2025-04-26T15:31:00.000Z,2025-05-13,,,,2025-05-13 19:31:00-07:00
1747188960000,3.3554,6.2634,0,0,1,213,61.0,64,29.95,30.0463,9,3780,9237,8321400,61.0,48.73,2025-04-26T15:31:00.000Z,2025-05-13,,,,2025-05-13 19:16:00-07:00
