dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,local_time
1754255820000,2.908,4.2502,0,0,1,190,64.8,81,58.83,64.8,30.02,30.1158,109,19620,0,98100,2025-04-26T15:31:00.000Z,2025-08-03,2025-08-03 14:17:00-07:00
