dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,date,batt1volts,lastRain,local_time
1758005220000,0.0,1.5659,0,0,1,191,63.1,98,62.52,63.1,29.91,30.0058,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 23:47:00-07:00
1758004320000,0.4474,1.5659,0,0,1,191,63.3,98,62.72,63.3,29.91,30.0058,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 23:32:00-07:00
1758003420000,0.2237,1.7895,0,0,1,191,63.5,98,62.92,63.5,29.9,29.9957,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,4.29,,2025-09-15 23:17:00-07:00
1758002520000,0.0,0.0,0,0,1,191,63.5,98,62.92,63.5,29.9,29.9957,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 23:02:00-07:00
1758001620000,0.0,0.0,0,0,1,191,63.3,98,62.72,63.3,29.89,29.9857,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 22:47:00-07:00
1758000720000,0.2237,1.5659,0,0,1,191,63.5,97,62.63,63.5,29.89,29.9857,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 22:32:00-07:00
1757999820000,0.0,0.0,0,0,1,191,63.5,97,62.63,63.5,29.88,29.9756,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,4.28,,2025-09-15 22:17:00-07:00
1757998920000,0.6711,1.7895,0,0,1,191,63.7,97,62.83,63.7,29.88,29.9756,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 22:02:00-07:00
1757998020000,0.2237,1.7895,0,0,1,191,63.9,96,62.74,63.9,29.87,29.9655,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 21:47:00-07:00
1757997120000,0.0,0.0,0,0,1,191,63.9,96,62.74,63.9,29.87,29.9655,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 21:32:00-07:00
1757996220000,0.6711,2.0132,0,0,1,191,64.0,96,62.83,64.0,29.87,29.9655,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,4.31,,2025-09-15 21:17:00-07:00
1757995320000,0.0,0.0,0,0,1,191,64.0,96,62.83,64.0,29.87,29.9655,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 21:02:00-07:00
1757994420000,0.2237,2.0132,0,0,1,191,64.0,95,62.54,64.0,29.87,29.9655,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 20:47:00-07:00
1757993520000,0.4474,2.0132,0,0,1,191,64.4,95,62.93,64.4,29.86,29.9554,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 20:32:00-07:00
1757992620000,0.0,1.1185,0,0,1,191,64.4,95,62.93,64.4,29.86,29.9554,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,4.33,,2025-09-15 20:17:00-07:00
1757991720000,0.0,0.0,0,0,1,191,64.6,94,62.83,64.6,29.86,29.9554,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 20:02:00-07:00
1757990820000,0.2237,2.2369,0,0,1,191,64.8,94,63.03,64.8,29.85,29.9453,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 19:47:00-07:00
1757989920000,0.6711,2.6843,0,0,1,191,64.9,94,63.13,64.9,29.85,29.9453,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 19:32:00-07:00
1757989020000,0.0,1.5659,0,0,1,191,65.3,93,63.22,65.3,29.85,29.9452,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,4.33,,2025-09-15 19:17:00-07:00
1757988120000,0.2237,2.2369,0,0,1,191,65.7,92,63.31,65.7,29.85,29.9451,0,0,0,4029300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 19:02:00-07:00
1757987220000,0.0,2.6843,0,0,1,191,65.8,92,63.41,65.8,29.85,29.9451,2,360,0,4029300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 18:47:00-07:00
1757986320000,1.1185,2.6843,0,0,1,191,66.0,92,63.61,66.0,29.86,29.9551,7,1260,0,4027500,America/Los_Angeles,True,2025-09-15,,,2025-09-15 18:32:00-07:00
1757985420000,0.8948,2.6843,0,0,1,191,66.2,91,63.49,66.2,29.86,29.9551,13,2340,0,4021200,America/Los_Angeles,True,2025-09-15,4.34,,2025-09-15 18:17:00-07:00
1757984520000,1.1185,2.908,0,0,1,191,66.4,90,63.37,66.4,29.86,29.955,18,3240,0,4009500,America/Los_Angeles,True,2025-09-15,,,2025-09-15 18:02:00-07:00
1757983620000,1.5659,3.8028,0,0,1,191,66.7,89,63.35,66.7,29.86,29.955,28,5040,0,3993300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 17:47:00-07:00
1757982720000,1.3422,3.3554,0,0,1,191,67.1,89,63.74,67.1,29.86,29.9549,35,6300,0,3968100,America/Los_Angeles,True,2025-09-15,,,2025-09-15 17:32:00-07:00
1757981820000,1.5659,3.1317,0,0,1,191,67.3,88,63.62,67.3,29.86,29.9549,41,7380,0,3936600,America/Los_Angeles,True,2025-09-15,4.35,,2025-09-15 17:17:00-07:00
1757980920000,1.3422,3.8028,0,0,1,191,67.6,88,63.91,67.6,29.87,29.9648,49,8820,0,3899700,America/Los_Angeles,True,2025-09-15,,,2025-09-15 17:02:00-07:00
1757980020000,1.5659,3.3554,0,0,1,191,67.6,87,63.59,67.6,29.87,29.9648,58,10440,0,3855600,America/Los_Angeles,True,2025-09-15,,,2025-09-15 16:47:00-07:00
1757979120000,1.1185,3.3554,0,0,1,191,67.8,86,63.45,67.8,29.87,29.9648,68,12240,0,3803400,America/Los_Angeles,True,2025-09-15,,,2025-09-15 16:32:00-07:00
1757978220000,1.5659,4.0265,0,0,1,191,68.2,86,63.85,68.76,29.87,29.9647,78,14040,0,3742200,America/Los_Angeles,True,2025-09-15,4.37,,2025-09-15 16:17:00-07:00
1757977320000,2.0132,4.0265,0,0,1,191,68.4,86,64.04,68.98,29.87,29.9647,98,17640,0,3672000,America/Los_Angeles,True,2025-09-15,,,2025-09-15 16:02:00-07:00
1757976420000,2.0132,3.5791,0,0,1,191,68.7,85,64.0,69.27,29.88,29.9747,98,17640,0,3583800,America/Los_Angeles,True,2025-09-15,,,2025-09-15 15:47:00-07:00
1757975520000,1.7895,3.5791,0,0,1,191,68.9,85,64.2,69.49,29.88,29.9746,125,22500,0,3495600,America/Los_Angeles,True,2025-09-15,,,2025-09-15 15:32:00-07:00
1757974620000,2.2369,3.5791,0,0,1,191,69.3,83,63.91,69.83,29.88,29.9746,128,23040,0,3383100,America/Los_Angeles,True,2025-09-15,4.44,,2025-09-15 15:17:00-07:00
1757973720000,2.0132,4.0265,0,0,1,191,70.0,82,64.24,70.55,29.89,29.9845,146,26280,0,3267900,America/Los_Angeles,True,2025-09-15,,,2025-09-15 15:02:00-07:00
1757972820000,2.2369,4.0265,0,0,1,191,70.2,82,64.44,70.77,29.89,29.9844,104,18720,0,3136500,America/Los_Angeles,True,2025-09-15,,,2025-09-15 14:47:00-07:00
1757971920000,2.6843,4.0265,0,0,1,191,70.2,82,64.44,70.77,29.89,29.9844,136,24480,0,3042900,America/Los_Angeles,True,2025-09-15,,,2025-09-15 14:32:00-07:00
1757971020000,1.7895,3.8028,0,0,1,190,70.0,82,64.24,70.55,29.89,29.9845,117,21060,0,2920500,America/Los_Angeles,True,2025-09-15,4.4,,2025-09-15 14:17:00-07:00
1757970120000,2.2369,3.8028,0,0,1,187,69.8,82,64.05,70.33,29.89,29.9845,121,21780,0,2815200,America/Los_Angeles,True,2025-09-15,,,2025-09-15 14:02:00-07:00
1757969220000,2.6843,4.2502,0,0,1,187,70.2,82,64.44,70.77,29.9,29.9945,149,26820,0,2706300,America/Los_Angeles,True,2025-09-15,,,2025-09-15 13:47:00-07:00
1757968320000,2.6843,4.2502,0,0,1,187,70.9,81,64.77,71.5,29.9,29.9944,130,23400,0,2572200,America/Los_Angeles,True,2025-09-15,,,2025-09-15 13:32:00-07:00
1757967420000,2.6843,4.2502,0,0,1,187,70.7,81,64.57,71.28,29.9,29.9944,140,25200,0,2455200,America/Los_Angeles,True,2025-09-15,4.44,,2025-09-15 13:17:00-07:00
1757966520000,2.6843,4.2502,0,0,1,187,70.5,81,64.38,71.06,29.9,29.9944,142,25560,0,2329200,America/Los_Angeles,True,2025-09-15,,,2025-09-15 13:02:00-07:00
1757965620000,2.6843,4.4739,0,0,1,187,70.5,81,64.38,71.06,29.9,29.9944,686,123480,0,2201400,America/Los_Angeles,True,2025-09-15,,,2025-09-15 12:47:00-07:00
1757964720000,2.6843,4.2502,0,0,1,187,70.0,82,64.24,70.55,29.91,30.0045,517,93060,0,1584000,America/Los_Angeles,True,2025-09-15,,,2025-09-15 12:32:00-07:00
1757963820000,2.908,4.4739,0,0,1,187,69.4,84,64.35,69.99,29.91,30.0047,160,28800,0,1118700,America/Los_Angeles,True,2025-09-15,4.4,,2025-09-15 12:17:00-07:00
1757962920000,3.1317,4.2502,0,0,1,187,69.4,84,64.35,69.99,29.91,30.0047,93,16740,0,974700,America/Los_Angeles,True,2025-09-15,,,2025-09-15 12:02:00-07:00
1757962020000,2.908,4.0265,0,0,1,187,69.4,85,64.69,70.04,29.91,30.0047,87,15660,0,891000,America/Los_Angeles,True,2025-09-15,,,2025-09-15 11:47:00-07:00
1757961120000,2.2369,3.5791,0,0,1,165,69.3,85,64.59,69.93,29.92,30.0147,84,15120,0,812700,America/Los_Angeles,True,2025-09-15,,,2025-09-15 11:32:00-07:00
1757960220000,2.0132,2.908,0,0,1,155,68.9,86,64.53,69.53,29.91,30.0047,127,22860,0,737100,America/Los_Angeles,True,2025-09-15,4.31,,2025-09-15 11:17:00-07:00
1757959320000,1.7895,2.908,0,0,1,155,68.9,85,64.2,69.49,29.91,30.0047,141,25380,0,622800,America/Los_Angeles,True,2025-09-15,,,2025-09-15 11:02:00-07:00
1757958420000,1.5659,2.4606,0,0,1,155,68.7,85,64.0,69.27,29.91,30.0048,113,20340,0,495900,America/Los_Angeles,True,2025-09-15,,,2025-09-15 10:47:00-07:00
1757957520000,1.1185,2.6843,0,0,1,155,68.2,86,63.85,68.76,29.91,30.0049,89,16020,0,394200,America/Los_Angeles,True,2025-09-15,,,2025-09-15 10:32:00-07:00
1757956620000,0.8948,2.6843,0,0,1,155,68.0,87,63.98,68.0,29.91,30.0049,70,12600,0,314100,America/Los_Angeles,True,2025-09-15,4.29,,2025-09-15 10:17:00-07:00
1757955720000,0.2237,2.4606,0,0,1,155,67.6,88,63.91,67.6,29.91,30.005,61,10980,0,251100,America/Los_Angeles,True,2025-09-15,,,2025-09-15 10:02:00-07:00
1757954820000,0.6711,2.4606,0,0,1,155,67.3,89,63.94,67.3,29.91,30.005,44,7920,0,196200,America/Los_Angeles,True,2025-09-15,,,2025-09-15 09:47:00-07:00
1757953920000,0.6711,2.4606,0,0,1,155,67.1,89,63.74,67.1,29.9,29.995,43,7740,0,156600,America/Los_Angeles,True,2025-09-15,,,2025-09-15 09:32:00-07:00
1757953020000,0.2237,1.7895,0,0,1,155,66.7,90,63.67,66.7,29.9,29.9951,35,6300,0,117900,America/Los_Angeles,True,2025-09-15,4.28,,2025-09-15 09:17:00-07:00
1757952120000,0.2237,2.0132,0,0,1,155,66.6,91,63.89,66.6,29.9,29.9951,26,4680,0,86400,America/Los_Angeles,True,2025-09-15,,,2025-09-15 09:02:00-07:00
1757951220000,0.0,0.0,0,0,1,155,66.4,91,63.69,66.4,29.9,29.9952,20,3600,0,63000,America/Los_Angeles,True,2025-09-15,,,2025-09-15 08:47:00-07:00
1757950320000,0.0,0.0,0,0,1,155,66.0,92,63.61,66.0,29.9,29.9952,17,3060,0,45000,America/Los_Angeles,True,2025-09-15,,,2025-09-15 08:32:00-07:00
1757949420000,0.0,0.0,0,0,1,155,65.8,92,63.41,65.8,29.9,29.9953,13,2340,0,29700,America/Los_Angeles,True,2025-09-15,4.27,,2025-09-15 08:17:00-07:00
1757948520000,0.0,0.0,0,0,1,155,65.7,92,63.31,65.7,29.89,29.9853,9,1620,0,18000,America/Los_Angeles,True,2025-09-15,,,2025-09-15 08:02:00-07:00
1757947620000,0.0,0.0,0,0,1,155,65.5,92,63.11,65.5,29.89,29.9853,7,1260,0,9900,America/Los_Angeles,True,2025-09-15,,,2025-09-15 07:47:00-07:00
1757946720000,0.0,0.0,0,0,1,155,65.5,92,63.11,65.5,29.88,29.9753,3,540,0,3600,America/Los_Angeles,True,2025-09-15,,,2025-09-15 07:32:00-07:00
1757945820000,0.0,0.0,0,0,1,155,65.7,93,63.62,65.7,29.88,29.9752,1,180,0,900,America/Los_Angeles,True,2025-09-15,4.27,,2025-09-15 07:17:00-07:00
1757944920000,0.0,1.7895,0,0,1,155,65.7,93,63.62,65.7,29.87,29.9652,0,0,0,0,America/Los_Angeles,True,2025-09-15,,,2025-09-15 07:02:00-07:00
1757944020000,0.0,0.0,0,0,1,155,65.7,93,63.62,65.7,29.87,29.9652,0,0,0,0,America/Los_Angeles,True,2025-09-15,,,2025-09-15 06:47:00-07:00
1757943120000,0.0,1.3422,0,0,1,155,65.8,93,63.72,65.8,29.86,29.9551,0,0,0,0,America/Los_Angeles,True,2025-09-15,,,2025-09-15 06:32:00-07:00
1757942220000,0.0,0.0,0,0,1,155,65.7,93,63.62,65.7,29.85,29.9451,0,0,0,0,America/Los_Angeles,True,2025-09-15,4.27,,2025-09-15 06:17:00-07:00
1757941320000,0.0,1.1185,0,0,1,155,65.7,93,63.62,65.7,29.85,29.9451,0,0,0,0,America/Los_Angeles,True,2025-09-15,,,2025-09-15 06:02:00-07:00
1757940420000,0.0,1.1185,0,0,1,155,65.8,93,63.72,65.8,29.85,29.9451,0,0,0,0,America/Los_Angeles,True,2025-09-15,,,2025-09-15 05:47:00-07:00
1757939520000,0.0,1.5659,0,0,1,155,65.7,93,63.62,65.7,29.85,29.9451,0,0,0,0,America/Los_Angeles,True,2025-09-15,,,2025-09-15 05:32:00-07:00
1757938620000,0.0,1.5659,0,0,1,155,65.7,94,63.92,65.7,29.85,29.9451,0,0,0,0,America/Los_Angeles,True,2025-09-15,4.28,,2025-09-15 05:17:00-07:00
1757937720000,0.0,0.0,0,0,1,155,65.7,94,63.92,65.7,29.85,29.9451,0,0,0,0,America/Los_Angeles,True,2025-09-15,,,2025-09-15 05:02:00-07:00
1757936820000,0.0,0.0,0,0,1,155,65.7,94,63.92,65.7,29.85,29.9451,0,0,0,0,America/Los_Angeles,True,2025-09-15,,,2025-09-15 04:47:00-07:00
1757935920000,0.0,0.8948,0,0,1,155,65.7,95,64.23,65.7,29.85,29.9451,0,0,0,0,America/Los_Angeles,True,2025-09-15,,,2025-09-15 04:32:00-07:00
