dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,local_time
1759929420000,0,0,0,0,1,238,55.8,97,54.96,55.8,29.9,29.9971,0,0,0,0,2025-04-26T15:31:00.000Z,2025-10-08,2025-10-08 06:17:00-07:00
