dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,local_time
1741095000000,0.0,0.8948,0,0,1,188,44.4,82,4.07,30.17,30.2702,0,0,0,0,44.4,39.26,2025-03-04,,,2025-03-04 05:30:00-08:00
1741094100000,0.0,0.0,0,0,1,188,44.6,82,,30.16,30.2601,0,0,0,0,44.6,39.45,2025-03-04,America/Los_Angeles,True,2025-03-04 05:15:00-08:00
1741093200000,0.0,0.0,0,0,1,188,44.8,82,,30.16,30.2601,0,0,0,0,44.8,39.65,2025-03-04,America/Los_Angeles,True,2025-03-04 05:00:00-08:00
1741092300000,0.0,0.0,0,0,1,188,44.8,81,,30.16,30.2601,0,0,0,0,44.8,39.33,2025-03-04,America/Los_Angeles,True,2025-03-04 04:45:00-08:00
1741091400000,0.0,0.0,0,0,1,188,45.0,80,4.07,30.16,30.2601,0,0,0,0,45.0,39.21,2025-03-04,America/Los_Angeles,True,2025-03-04 04:30:00-08:00
1741090500000,0.0,1.1185,0,0,1,188,45.5,79,,30.16,30.26,0,0,0,0,45.5,39.37,2025-03-04,America/Los_Angeles,True,2025-03-04 04:15:00-08:00
1741089600000,0.0,0.0,0,0,1,188,46.4,78,,30.16,30.2598,0,0,0,0,46.4,39.92,2025-03-04,America/Los_Angeles,True,2025-03-04 04:00:00-08:00
1741088700000,0.0,0.0,0,0,1,188,47.1,77,,30.16,30.2596,0,0,0,0,47.1,40.27,2025-03-04,America/Los_Angeles,True,2025-03-04 03:45:00-08:00
1741087800000,0.0,1.1185,0,0,1,188,47.7,76,4.07,30.16,30.2595,0,0,0,0,47.7,40.51,2025-03-04,America/Los_Angeles,True,2025-03-04 03:30:00-08:00
1741086900000,0.0,0.0,0,0,1,188,48.6,74,,30.15,30.2493,0,0,0,0,48.6,40.69,2025-03-04,America/Los_Angeles,True,2025-03-04 03:15:00-08:00
1741086000000,0.0,1.3422,0,0,1,188,49.3,72,,30.15,30.2492,0,0,0,0,49.3,40.66,2025-03-04,America/Los_Angeles,True,2025-03-04 03:00:00-08:00
1741085100000,0.0,1.5659,0,0,1,188,49.6,71,,30.15,30.2491,0,0,0,0,49.6,40.59,2025-03-04,America/Los_Angeles,True,2025-03-04 02:45:00-08:00
1741084200000,0.4474,2.2369,0,0,1,188,50.5,70,4.07,30.16,30.259,0,0,0,0,50.5,41.09,2025-03-04,America/Los_Angeles,True,2025-03-04 02:30:00-08:00
1741083300000,0.0,1.3422,0,0,1,188,51.4,68,,30.16,30.2588,0,0,0,0,51.4,41.2,2025-03-04,America/Los_Angeles,True,2025-03-04 02:15:00-08:00
1741082400000,0.0,2.2369,0,0,1,188,51.8,68,,30.16,30.2587,0,0,0,0,51.8,41.58,2025-03-04,America/Los_Angeles,True,2025-03-04 02:00:00-08:00
1741081500000,0.0,2.0132,0,0,1,188,52.2,68,,30.16,30.2587,0,0,0,0,52.2,41.96,2025-03-04,America/Los_Angeles,True,2025-03-04 01:45:00-08:00
1741080600000,0.0,0.0,0,0,1,188,52.3,68,4.08,30.16,30.2586,0,0,0,0,52.3,42.06,2025-03-04,America/Los_Angeles,True,2025-03-04 01:30:00-08:00
1741079700000,0.0,1.3422,0,0,1,188,52.2,69,,30.16,30.2587,0,0,0,0,52.2,42.34,2025-03-04,America/Los_Angeles,True,2025-03-04 01:15:00-08:00
1741078800000,0.0,0.0,0,0,1,188,52.2,72,,30.16,30.2587,0,0,0,0,52.2,43.45,2025-03-04,America/Los_Angeles,True,2025-03-04 01:00:00-08:00
1741077900000,0.2237,2.4606,0,0,1,188,51.8,72,,30.16,30.2587,0,0,0,0,51.8,43.06,2025-03-04,America/Los_Angeles,True,2025-03-04 00:45:00-08:00
1741077000000,0.0,2.0132,0,0,1,188,51.6,71,4.08,30.16,30.2588,0,0,0,0,51.6,42.51,2025-03-04,America/Los_Angeles,True,2025-03-04 00:30:00-08:00
1741076100000,1.1185,2.6843,0,0,1,188,51.4,71,,30.16,30.2588,0,0,0,0,51.4,42.32,2025-03-04,America/Los_Angeles,True,2025-03-04 00:15:00-08:00
1741075200000,0.8948,3.5791,0,0,1,195,51.6,69,,30.16,30.2588,0,0,0,7482600,51.6,41.77,2025-03-04,America/Los_Angeles,True,2025-03-04 00:00:00-08:00
