dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,batt1volts,tz,historical,local_time
1743921960000,0.0,0.0,0,0,1,346,53.1,63,30.2,30.2986,0,0,7495,6745500,53.1,40.84,2025-04-05,,,,2025-04-05 23:46:00-07:00
1743921060000,0.0,1.5659,0,0,1,346,53.4,61,30.2,30.2986,0,0,7495,6745500,53.4,40.29,2025-04-05,,,,2025-04-05 23:31:00-07:00
1743920160000,0.0,1.5659,0,0,1,346,54.7,59,30.2,30.2983,0,0,7495,6745500,54.7,40.66,2025-04-05,4.2,,,2025-04-05 23:16:00-07:00
1743919260000,0.0,0.0,0,0,1,346,55.4,57,30.2,30.2982,0,0,7495,6745500,55.4,40.42,2025-04-05,,,,2025-04-05 23:01:00-07:00
1743918360000,0.0,0.0,0,0,1,346,56.5,54,30.2,30.298,0,0,7495,6745500,56.5,40.06,2025-04-05,,,,2025-04-05 22:46:00-07:00
1743917460000,0.0,0.0,0,0,1,346,58.3,51,30.2,30.2976,0,0,7495,6745500,58.3,40.25,2025-04-05,,,,2025-04-05 22:31:00-07:00
1743916560000,0.0,1.3422,0,0,1,346,59.7,47,30.21,30.3074,0,0,7495,6745500,59.7,39.44,2025-04-05,4.21,,,2025-04-05 22:16:00-07:00
1743915660000,0.0,2.2369,0,0,1,346,61.7,43,30.21,30.307,0,0,7495,6745500,61.7,38.97,2025-04-05,,,,2025-04-05 22:01:00-07:00
1743914760000,0.4474,3.3554,0,0,1,346,63.0,40,30.21,30.3068,0,0,7495,6745500,63.0,38.3,2025-04-05,,,,2025-04-05 21:46:00-07:00
1743913860000,1.1185,3.8028,0,0,1,346,63.5,39,30.21,30.3067,0,0,7495,6745500,63.5,38.1,2025-04-05,,,,2025-04-05 21:31:00-07:00
1743912960000,0.6711,2.4606,0,0,1,346,63.1,41,30.21,30.3068,0,0,7495,6745500,63.1,39.02,2025-04-05,4.22,,,2025-04-05 21:16:00-07:00
1743912060000,0.2237,3.8028,0,0,1,346,63.0,43,30.2,30.2967,0,0,7495,6745500,63.0,40.15,2025-04-05,,,,2025-04-05 21:01:00-07:00
1743911160000,0.0,1.3422,0,0,1,346,63.5,43,30.2,30.2966,0,0,7495,6745500,63.5,40.6,2025-04-05,,,,2025-04-05 20:46:00-07:00
1743910260000,1.1185,5.3686,0,0,1,194,63.7,45,30.2,30.2966,0,0,7495,6745500,63.7,41.96,2025-04-05,,,,2025-04-05 20:31:00-07:00
1743909360000,0.2237,3.3554,0,0,1,344,64.8,42,30.2,30.2964,0,0,7495,6745500,64.8,41.16,2025-04-05,4.22,,,2025-04-05 20:16:00-07:00
1743908460000,0.0,3.1317,0,0,1,352,67.3,34,30.2,30.296,0,0,7495,6745500,67.3,37.96,2025-04-05,,,,2025-04-05 20:01:00-07:00
1743907560000,1.5659,5.145,0,0,1,352,68.5,30,30.19,30.2857,0,0,7495,6745500,66.46,35.84,2025-04-05,,,,2025-04-05 19:46:00-07:00
1743906660000,0.6711,5.5923,0,0,1,349,69.3,28,30.19,30.2856,0,0,7495,6745500,67.25,34.79,2025-04-05,,,,2025-04-05 19:31:00-07:00
1743905760000,1.3422,5.5923,0,0,1,348,69.6,26,30.19,30.2855,2,840,7493,6745500,67.48,33.19,2025-04-05,4.23,,,2025-04-05 19:16:00-07:00
1743904860000,1.1185,5.5923,0,0,1,346,69.1,26,30.19,30.2856,6,2880,7487,6743700,66.93,32.77,2025-04-05,,,,2025-04-05 19:01:00-07:00
1743903960000,0.0,4.4739,0,0,1,226,66.7,38,30.2,30.2961,12,5040,7475,6738300,66.7,40.28,2025-04-05,,,,2025-04-05 18:46:00-07:00
1743903060000,0.6711,4.0265,0,0,1,204,65.8,38,30.19,30.2862,20,9600,7455,6727500,65.8,39.48,2025-04-05,,,,2025-04-05 18:31:00-07:00
1743902160000,1.1185,4.4739,0,0,1,203,65.8,37,30.19,30.2862,19,7980,7436,6709500,65.8,38.8,2025-04-05,4.23,,,2025-04-05 18:16:00-07:00
1743901260000,1.5659,4.2502,0,0,1,261,66.4,36,30.19,30.2861,21,10080,7415,6692400,66.4,38.63,2025-04-05,,,,2025-04-05 18:01:00-07:00
1743900360000,1.1185,3.3554,0,0,1,293,66.6,36,30.19,30.286,31,13020,7384,6673500,66.6,38.81,2025-04-05,,,,2025-04-05 17:46:00-07:00
1743899460000,0.4474,2.4606,0,0,1,322,66.0,37,30.19,30.2862,40,19200,7344,6645600,66.0,38.98,2025-04-05,,,,2025-04-05 17:31:00-07:00
1743898560000,0.6711,5.5923,0,0,1,339,65.7,38,30.19,30.2862,33,13860,7311,6609600,65.7,39.39,2025-04-05,4.24,,,2025-04-05 17:16:00-07:00
1743897660000,0.8948,4.4739,0,0,1,298,65.8,37,30.19,30.2862,36,17280,7275,6579900,65.8,38.8,2025-04-05,,,,2025-04-05 17:01:00-07:00
1743896760000,0.8948,3.5791,0,0,1,289,65.7,36,30.2,30.2962,44,18480,7231,6547500,65.7,38.01,2025-04-05,,,,2025-04-05 16:46:00-07:00
1743895860000,1.1185,3.1317,0,0,1,289,66.0,35,30.19,30.2862,44,21120,7187,6507900,66.0,37.56,2025-04-05,,,,2025-04-05 16:31:00-07:00
1743894960000,0.6711,3.5791,0,0,1,250,66.6,35,30.19,30.286,52,21840,7135,6468300,66.6,38.09,2025-04-05,4.26,,,2025-04-05 16:16:00-07:00
1743894060000,0.6711,3.5791,0,0,1,251,66.4,37,30.19,30.2861,63,30240,7072,6421500,66.4,39.33,2025-04-05,,,,2025-04-05 16:01:00-07:00
1743893160000,0.2237,3.8028,0,0,1,228,68.0,35,30.19,30.2858,125,52500,6947,6364800,68.0,39.32,2025-04-05,,,,2025-04-05 15:46:00-07:00
1743892260000,0.8948,5.3686,0,0,1,227,68.7,29,30.19,30.2857,410,196800,6537,6252300,66.63,35.16,2025-04-05,,,,2025-04-05 15:31:00-07:00
1743891360000,2.2369,4.6976,0,0,1,228,68.5,28,30.19,30.2857,576,241920,5961,5883300,66.37,34.1,2025-04-05,4.33,,,2025-04-05 15:16:00-07:00
1743890460000,0.6711,3.1317,0,0,1,234,68.0,29,30.2,30.2958,516,247680,5445,5364900,68.0,34.55,2025-04-05,,,,2025-04-05 15:01:00-07:00
1743889560000,1.7895,4.6976,0,0,1,235,68.5,28,30.21,30.3058,113,47460,5332,4900500,66.37,34.1,2025-04-05,,,,2025-04-05 14:46:00-07:00
1743888660000,1.1185,5.145,0,0,1,223,69.3,29,30.22,30.3157,109,52320,5223,4798800,67.29,35.67,2025-04-05,,,,2025-04-05 14:31:00-07:00
1743887760000,1.1185,3.8028,0,0,1,219,70.7,26,30.22,30.3154,98,41160,5004,4591800,68.69,34.13,2025-04-05,4.26,,,2025-04-05 14:16:00-07:00
1743886860000,1.5659,3.8028,0,0,1,219,71.6,24,30.22,30.3152,121,58080,5102,4612500,69.59,32.89,2025-04-05,,America/Los_Angeles,True,2025-04-05 14:01:00-07:00
1743885960000,1.1185,3.8028,0,0,1,219,71.8,24,30.23,30.3252,108,45360,4896,4503600,69.81,33.06,2025-04-05,,,,2025-04-05 13:46:00-07:00
1743885060000,0.6711,2.908,0,0,1,219,72.0,26,30.23,30.3252,102,48960,4794,4406400,70.12,35.23,2025-04-05,,,,2025-04-05 13:31:00-07:00
1743884160000,2.2369,5.5923,0,0,1,219,71.4,24,30.23,30.3253,84,35280,4710,4314600,69.37,32.72,2025-04-05,4.3,,,2025-04-05 13:16:00-07:00
1743883260000,3.1317,5.3686,0,0,1,217,71.8,23,30.23,30.3252,344,165120,4366,4239000,69.76,32.0,2025-04-05,,,,2025-04-05 13:01:00-07:00
1743882360000,2.908,4.6976,0,0,1,217,71.1,24,30.23,30.3254,789,331380,3577,3929400,69.04,32.47,2025-04-05,,,,2025-04-05 12:46:00-07:00
1743881460000,1.5659,4.2502,0,0,1,216,70.7,26,30.24,30.3355,602,288960,2975,3219300,68.69,34.13,2025-04-05,,,,2025-04-05 12:31:00-07:00
1743880560000,1.1185,4.4739,0,0,1,217,69.1,28,30.26,30.3558,243,102060,2732,2677500,67.03,34.62,2025-04-05,4.24,,,2025-04-05 12:16:00-07:00
1743879660000,1.5659,3.5791,0,0,1,216,68.5,33,30.27,30.366,84,40320,2648,2458800,66.6,38.25,2025-04-05,,,,2025-04-05 12:01:00-07:00
1743878760000,0.6711,3.1317,0,0,1,217,67.3,36,30.27,30.3662,75,31500,2573,2383200,67.3,39.43,2025-04-05,,,,2025-04-05 11:46:00-07:00
1743877860000,2.4606,4.0265,0,0,1,216,66.0,38,30.27,30.3664,85,40800,2488,2315700,66.0,39.66,2025-04-05,,,,2025-04-05 11:31:00-07:00
1743876960000,2.2369,4.0265,0,0,1,217,65.8,38,30.27,30.3664,85,35700,2403,2239200,65.8,39.48,2025-04-05,4.27,,,2025-04-05 11:16:00-07:00
1743876060000,2.4606,3.5791,0,0,1,216,66.4,37,30.26,30.3563,130,62400,2273,2162700,66.4,39.33,2025-04-05,,,,2025-04-05 11:01:00-07:00
1743875160000,1.5659,2.6843,0,0,1,217,66.0,37,30.26,30.3564,140,58800,2133,2045700,66.0,38.98,2025-04-05,,,,2025-04-05 10:46:00-07:00
1743874260000,2.0132,3.3554,0,0,1,216,64.8,41,30.25,30.3466,413,198240,1720,1919700,64.8,40.54,2025-04-05,,,,2025-04-05 10:31:00-07:00
1743873360000,2.2369,2.908,0,0,1,217,64.0,44,30.25,30.3467,566,237720,1154,1548000,64.0,41.65,2025-04-05,4.34,,,2025-04-05 10:16:00-07:00
1743872460000,1.7895,2.4606,0,0,1,216,63.0,47,30.26,30.3569,466,223680,688,1038600,63.0,42.45,2025-04-05,,,,2025-04-05 10:01:00-07:00
1743871560000,1.7895,2.4606,0,0,1,217,62.6,47,30.25,30.347,95,39900,593,619200,62.6,42.08,2025-04-05,,,,2025-04-05 09:46:00-07:00
1743870660000,1.5659,2.4606,0,0,1,216,62.1,47,30.24,30.337,83,39840,510,533700,62.1,41.63,2025-04-05,,,,2025-04-05 09:31:00-07:00
1743869760000,0.0,1.5659,0,0,1,217,60.6,49,30.24,30.3373,161,67620,349,459000,60.6,41.33,2025-04-05,4.26,,,2025-04-05 09:16:00-07:00
1743868860000,0.0,1.5659,0,0,1,216,57.4,57,30.24,30.3379,181,86880,168,314100,57.4,42.29,2025-04-05,,,,2025-04-05 09:01:00-07:00
1743867960000,0.0,0.0,0,0,1,217,55.0,63,30.24,30.3384,62,26040,106,151200,55.0,42.64,2025-04-05,,,,2025-04-05 08:46:00-07:00
1743867060000,0.0,0.0,0,0,1,216,53.2,69,30.23,30.3287,36,17280,70,95400,53.2,43.3,2025-04-05,,,,2025-04-05 08:31:00-07:00
1743866160000,0.0,0.0,0,0,1,217,52.2,68,30.22,30.3189,20,8400,50,63000,52.2,41.96,2025-04-05,4.17,,,2025-04-05 08:16:00-07:00
1743865260000,0.0,0.0,0,0,1,216,49.5,71,30.22,30.3194,17,8160,33,45000,49.5,40.49,2025-04-05,,,,2025-04-05 08:01:00-07:00
1743864360000,0.0,0.0,0,0,1,217,48.2,74,30.21,30.3096,14,5880,19,29700,48.2,40.31,2025-04-05,,,,2025-04-05 07:46:00-07:00
1743863460000,0.0,0.0,0,0,1,216,47.7,75,30.2,30.2997,10,4800,9,17100,47.7,40.17,2025-04-05,,,,2025-04-05 07:31:00-07:00
1743862560000,0.0,0.0,0,0,1,217,47.8,74,30.2,30.2996,5,2100,4,8100,47.8,39.92,2025-04-05,4.17,,,2025-04-05 07:16:00-07:00
1743861660000,0.0,0.0,0,0,1,216,47.8,77,30.19,30.2896,3,1440,1,3600,47.8,40.95,2025-04-05,,,,2025-04-05 07:01:00-07:00
1743860760000,0.0,0.0,0,0,1,217,47.3,82,30.19,30.2897,1,420,0,900,47.3,42.09,2025-04-05,,,,2025-04-05 06:46:00-07:00
1743859860000,0.0,0.0,0,0,1,216,46.8,82,30.18,30.2798,0,0,0,0,46.8,41.6,2025-04-05,,,,2025-04-05 06:31:00-07:00
1743858960000,0.0,0.0,0,0,1,217,46.8,82,30.17,30.2697,0,0,0,0,46.8,41.6,2025-04-05,4.18,,,2025-04-05 06:16:00-07:00
1743858060000,0.0,1.5659,0,0,1,216,46.8,81,30.17,30.2697,0,0,0,0,46.8,41.28,2025-04-05,,,,2025-04-05 06:01:00-07:00
1743857160000,0.0,1.5659,0,0,1,217,46.9,83,30.17,30.2697,0,0,0,0,46.9,42.01,2025-04-05,,,,2025-04-05 05:46:00-07:00
1743856260000,0.0,0.0,0,0,1,216,47.1,82,30.17,30.2697,0,0,0,0,47.1,41.89,2025-04-05,,,,2025-04-05 05:31:00-07:00
1743855360000,0.2237,2.0132,0,0,1,217,47.3,81,30.17,30.2696,0,0,0,0,47.3,41.77,2025-04-05,4.18,,,2025-04-05 05:16:00-07:00
1743854460000,0.2237,2.6843,0,0,1,216,46.9,80,30.16,30.2597,0,0,0,0,46.9,41.06,2025-04-05,,,,2025-04-05 05:01:00-07:00
1743853560000,0.2237,4.6976,0,0,1,235,46.6,78,30.16,30.2597,0,0,0,0,46.6,40.11,2025-04-05,,,,2025-04-05 04:46:00-07:00
1743852660000,0.0,1.1185,0,0,1,6,47.1,78,30.15,30.2496,0,0,0,0,47.1,40.6,2025-04-05,,,,2025-04-05 04:31:00-07:00
1743851760000,0.0,0.0,0,0,1,6,47.8,77,30.15,30.2495,0,0,0,0,47.8,40.95,2025-04-05,4.18,,,2025-04-05 04:16:00-07:00
1743850860000,0.0,0.0,0,0,1,6,48.4,76,30.14,30.2393,0,0,0,0,48.4,41.19,2025-04-05,,,,2025-04-05 04:01:00-07:00
1743849960000,0.0,0.0,0,0,1,6,48.9,73,30.15,30.2493,0,0,0,0,48.9,40.63,2025-04-05,,,,2025-04-05 03:46:00-07:00
1743849060000,0.4474,2.0132,0,0,1,6,48.7,72,30.15,30.2493,0,0,0,0,48.7,40.08,2025-04-05,,,,2025-04-05 03:31:00-07:00
1743848160000,0.0,1.7895,0,0,1,6,48.6,75,30.16,30.2594,0,0,0,0,48.6,41.04,2025-04-05,4.18,,,2025-04-05 03:16:00-07:00
1743847260000,0.2237,2.0132,0,0,1,6,48.7,74,30.16,30.2593,0,0,0,0,48.7,40.79,2025-04-05,,America/Los_Angeles,True,2025-04-05 03:01:00-07:00
1743846360000,0.2237,2.0132,0,0,1,6,49.3,72,30.16,30.2592,0,0,0,0,49.3,40.66,2025-04-05,,,,2025-04-05 02:46:00-07:00
1743845460000,0.0,0.0,0,0,1,6,49.8,72,30.16,30.2591,0,0,0,0,49.8,41.14,2025-04-05,,,,2025-04-05 02:31:00-07:00
1743844560000,0.0,0.0,0,0,1,6,50.4,72,30.16,30.259,0,0,0,0,50.4,41.72,2025-04-05,4.19,,,2025-04-05 02:16:00-07:00
1743843660000,0.0,2.0132,0,0,1,6,50.9,69,30.16,30.2589,0,0,0,0,50.9,41.1,2025-04-05,,,,2025-04-05 02:01:00-07:00
1743842760000,0.2237,2.2369,0,0,1,6,51.1,67,30.16,30.2589,0,0,0,0,51.1,40.53,2025-04-05,,,,2025-04-05 01:46:00-07:00
1743841860000,0.4474,2.908,0,0,1,6,51.3,70,30.16,30.2588,0,0,0,0,51.3,41.85,2025-04-05,,,,2025-04-05 01:31:00-07:00
1743840960000,0.0,1.5659,0,0,1,6,51.3,69,30.16,30.2588,0,0,0,0,51.3,41.48,2025-04-05,4.19,,,2025-04-05 01:16:00-07:00
1743840060000,0.0,1.5659,0,0,1,6,52.0,67,30.16,30.2587,0,0,0,0,52.0,41.39,2025-04-05,,,,2025-04-05 01:01:00-07:00
1743839160000,0.0,1.7895,0,0,1,6,53.1,65,30.16,30.2585,0,0,0,0,53.1,41.65,2025-04-05,,,,2025-04-05 00:46:00-07:00
1743838260000,0.0,1.7895,0,0,1,6,53.8,62,30.16,30.2583,0,0,0,0,53.8,41.09,2025-04-05,,,,2025-04-05 00:31:00-07:00
1743837360000,0.0,0.0,0,0,1,6,55.2,59,30.16,30.2581,0,0,0,0,55.2,41.13,2025-04-05,4.2,,,2025-04-05 00:16:00-07:00
