dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,batt1volts,tz,historical,local_time
1762242660000,0.0,0.0,0,0,1,274,58.3,91,55.68,58.3,30.05,30.1238,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,,,,2025-11-03 23:51:00-08:00
1762241760000,0.6711,3.8028,0,0,1,274,58.3,91,55.68,58.3,30.05,30.1238,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,4.28,,,2025-11-03 23:36:00-08:00
1762240860000,0.0,2.0132,0,0,1,274,58.3,91,55.68,58.3,30.05,30.1238,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,,,,2025-11-03 23:21:00-08:00
1762239960000,0.2237,2.2369,0,0,1,274,58.3,91,55.68,58.3,30.04,30.1137,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,,,,2025-11-03 23:06:00-08:00
1762239060000,0.0,0.0,0,0,1,274,58.5,91,55.88,58.5,30.04,30.1137,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,,,,2025-11-03 22:51:00-08:00
1762238160000,0.0,1.1185,0,0,1,274,58.5,90,55.58,58.5,30.04,30.1137,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,4.29,,,2025-11-03 22:36:00-08:00
1762237260000,0.0,0.0,0,0,1,274,58.6,91,55.98,58.6,30.05,30.1237,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,,,,2025-11-03 22:21:00-08:00
1762236360000,0.0,1.5659,0,0,1,274,58.6,91,55.98,58.6,30.04,30.1137,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,,,,2025-11-03 22:06:00-08:00
1762235460000,1.3422,4.2502,0,0,1,274,58.6,91,55.98,58.6,30.04,30.1137,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,,,,2025-11-03 21:51:00-08:00
1762234560000,1.1185,4.2502,0,0,1,274,58.5,91,55.88,58.5,30.04,30.1137,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,4.29,,,2025-11-03 21:36:00-08:00
1762233660000,0.0,0.0,0,0,1,274,58.3,91,55.68,58.3,30.04,30.1137,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,,,,2025-11-03 21:21:00-08:00
1762232760000,0.0,2.4606,0,0,1,274,58.1,91,55.48,58.1,30.04,30.1138,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,,,,2025-11-03 21:06:00-08:00
1762231860000,0.0,0.0,0,0,1,274,57.7,91,55.09,57.7,30.04,30.1138,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,,,,2025-11-03 20:51:00-08:00
1762230960000,0.0,0.0,0,0,1,274,57.6,92,55.29,57.6,30.03,30.1038,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,4.29,,,2025-11-03 20:36:00-08:00
1762230060000,0.0,2.4606,0,0,1,274,57.0,92,54.7,57.0,30.03,30.1039,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,,,,2025-11-03 20:21:00-08:00
1762229160000,0.4474,2.2369,0,0,1,274,56.5,93,54.5,56.5,30.03,30.104,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,,,,2025-11-03 20:06:00-08:00
1762228260000,0.6711,2.908,0,0,1,274,56.1,93,54.1,56.1,30.02,30.094,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,,,,2025-11-03 19:51:00-08:00
1762227360000,0.6711,2.2369,0,0,1,274,56.3,92,54.0,56.3,30.01,30.0839,0,0,12440,11196000,,2025-11-03,4.29,America/Los_Angeles,True,2025-11-03 19:36:00-08:00
1762226460000,0.0,0.0,0,0,1,274,56.7,92,54.4,56.7,30.01,30.0839,0,0,12440,11196000,2025-11-02T16:51:00.000Z,2025-11-03,,,,2025-11-03 19:21:00-08:00
