dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,batt1volts,tz,historical,local_time
1765266660000,0.0,0.0,0.0,0.01,1,325,51.1,83,46.12,51.1,30.07,30.1448,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 23:51:00-08:00
1765265760000,1.3422,2.908,0.0,0.01,1,325,51.1,85,46.75,51.1,30.07,30.1448,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,4.26,,,2025-12-08 23:36:00-08:00
1765264860000,1.1185,2.4606,0.0,0.01,1,325,51.3,86,47.26,51.3,30.07,30.1448,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 23:21:00-08:00
1765263960000,0.8948,2.4606,0.0,0.01,1,325,52.0,84,47.32,52.0,30.08,30.1547,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 23:06:00-08:00
1765263060000,2.0132,2.908,0.0,0.01,1,325,52.7,83,47.68,52.7,30.08,30.1546,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 22:51:00-08:00
1765262160000,1.1185,2.6843,0.0,0.01,1,325,53.1,83,48.07,53.1,30.08,30.1546,0,0,12845,11560500,,2025-12-08,4.27,America/Los_Angeles,True,2025-12-08 22:36:00-08:00
1765261260000,0.4474,2.908,0.0,0.01,1,325,55.8,79,49.38,55.8,30.08,30.1542,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 22:21:00-08:00
1765260360000,0.4474,2.0132,0.0,0.01,1,325,55.6,81,49.86,55.6,30.09,30.1642,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 22:06:00-08:00
1765259460000,1.1185,2.6843,0.0,0.01,1,325,55.8,81,50.06,55.8,30.09,30.1642,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 21:51:00-08:00
1765258560000,0.8948,3.8028,0.0,0.01,1,325,55.8,82,50.39,55.8,30.09,30.1642,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,4.28,,,2025-12-08 21:36:00-08:00
1765257660000,0.4474,2.2369,0.0,0.01,1,325,57.4,80,51.28,57.4,30.08,30.154,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 21:21:00-08:00
1765256760000,0.4474,2.0132,0.0,0.01,1,325,56.7,83,51.59,56.7,30.09,30.1641,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 21:06:00-08:00
1765255860000,0.8948,2.2369,0.0,0.01,1,325,56.1,83,51.01,56.1,30.08,30.1541,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 20:51:00-08:00
1765254960000,1.5659,3.8028,0.0,0.01,1,325,56.3,81,50.54,56.3,30.08,30.1541,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,4.29,,,2025-12-08 20:36:00-08:00
1765254060000,0.8948,4.2502,0.0,0.01,1,325,57.0,79,50.55,57.0,30.08,30.154,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 20:21:00-08:00
1765253160000,1.7895,4.4739,0.0,0.01,1,343,56.8,78,50.01,56.8,30.08,30.154,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 20:06:00-08:00
1765252260000,1.3422,4.4739,0.0,0.01,1,49,58.5,75,50.6,58.5,30.08,30.1538,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 19:51:00-08:00
1765251360000,0.0,1.3422,0.0,0.01,1,283,58.6,74,50.34,58.6,30.08,30.1538,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,4.29,,,2025-12-08 19:36:00-08:00
1765250460000,0.0,0.0,0.0,0.01,1,283,58.8,75,50.89,58.8,30.08,30.1538,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 19:21:00-08:00
1765249560000,0.0,0.8948,0.0,0.01,1,283,59.2,77,51.99,59.2,30.08,30.1537,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 19:06:00-08:00
1765248660000,0.0,0.0,0.0,0.01,1,283,58.6,80,52.45,58.6,30.08,30.1538,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 18:51:00-08:00
1765247760000,0.0,0.0,0.0,0.01,1,283,57.4,79,50.94,57.4,30.08,30.154,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,4.31,,,2025-12-08 18:36:00-08:00
1765246860000,0.0,1.3422,0.0,0.01,1,283,58.1,78,51.27,58.1,30.07,30.1438,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 18:21:00-08:00
1765245960000,0.0,1.3422,0.0,0.01,1,283,59.0,77,51.8,59.0,30.08,30.1537,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 18:06:00-08:00
1765245060000,0.0,0.0,0.0,0.01,1,283,59.0,78,52.15,59.0,30.08,30.1537,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 17:51:00-08:00
1765244160000,0.0,0.0,0.0,0.01,1,283,60.3,76,52.7,60.3,30.08,30.1535,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,4.32,,,2025-12-08 17:36:00-08:00
1765243260000,0.0,0.0,0.0,0.01,1,283,62.2,78,55.25,62.2,30.07,30.1432,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 17:21:00-08:00
1765242360000,0.0,1.3422,0.0,0.01,1,283,64.0,67,52.82,64.0,30.06,30.133,0,0,12845,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 17:06:00-08:00
1765241460000,0.6711,2.4606,0.0,0.01,1,283,66.0,53,48.37,66.0,30.06,30.1327,11,9900,12834,11560500,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 16:51:00-08:00
1765240560000,0.4474,4.6976,0.0,0.01,1,283,68.0,49,48.12,68.0,30.06,30.1324,41,36900,12793,11550600,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 16:36:00-08:00
1765239660000,2.908,6.2634,0.0,0.01,1,283,69.3,46,47.62,68.09,30.05,30.1222,71,63900,12722,11513700,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 16:21:00-08:00
1765238760000,2.908,8.2767,0.0,0.01,1,286,70.2,43,46.64,68.94,30.06,30.1321,105,94500,12617,11449800,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 16:06:00-08:00
1765237860000,4.2502,9.1714,0.0,0.01,1,287,70.3,42,46.11,69.0,30.05,30.1221,141,126900,12476,11355300,2025-12-08T20:51:00.000Z,2025-12-08,4.36,,,2025-12-08 15:51:00-08:00
1765236960000,5.5923,10.2899,0.0,0.01,1,284,70.2,44,47.25,68.99,30.05,30.1221,180,162000,12296,11228400,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 15:36:00-08:00
1765236060000,5.3686,12.0795,0.0,0.01,1,276,69.8,53,51.89,68.97,30.06,30.1322,218,196200,12078,11066400,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 15:21:00-08:00
1765235160000,4.6976,10.2899,0.0,0.01,1,280,69.1,59,54.16,68.48,30.05,30.1222,256,230400,11822,10870200,2025-12-08T20:51:00.000Z,2025-12-08,,,,2025-12-08 15:06:00-08:00
