dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,local_time
1742971800000,0.0,1.1185,0,0,1,263,53.8,96,29.97,30.0442,0,0,11926,10733400,53.8,52.69,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 23:50:00-07:00
1742970900000,0.8948,2.6843,0,0,1,263,53.8,96,29.97,30.0442,0,0,11926,10733400,53.8,52.69,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 23:35:00-07:00
1742970000000,0.4474,3.1317,0,0,1,263,53.8,95,29.97,30.0442,0,0,11926,10733400,53.8,52.4,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 23:20:00-07:00
1742969100000,0.0,0.0,0,0,1,263,53.8,95,29.97,30.0442,0,0,11926,10733400,53.8,52.4,2025-03-17T20:19:00.000Z,2025-03-25,4.29,2025-03-25 23:05:00-07:00
1742968200000,0.2237,2.0132,0,0,1,263,53.8,95,29.97,30.0442,0,0,11926,10733400,53.8,52.4,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 22:50:00-07:00
1742967300000,0.2237,1.7895,0,0,1,263,54.0,95,29.97,30.0442,0,0,11926,10733400,54.0,52.6,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 22:35:00-07:00
1742966400000,0.8948,3.1317,0,0,1,263,54.0,95,29.97,30.0442,0,0,11926,10733400,54.0,52.6,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 22:20:00-07:00
1742965500000,3.1317,5.5923,0,0,1,263,53.8,95,29.97,30.0442,0,0,11926,10733400,53.8,52.4,2025-03-17T20:19:00.000Z,2025-03-25,4.3,2025-03-25 22:05:00-07:00
1742964600000,2.6843,4.6976,0,0,1,263,54.0,95,29.97,30.0442,0,0,11926,10733400,54.0,52.6,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 21:50:00-07:00
1742963700000,3.1317,6.2634,0,0,1,272,54.0,95,29.97,30.0442,0,0,11926,10733400,54.0,52.6,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 21:35:00-07:00
1742962800000,4.0265,7.8293,0,0,1,269,54.1,95,29.97,30.0442,0,0,11926,10733400,54.1,52.7,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 21:20:00-07:00
1742961900000,4.2502,8.2767,0,0,1,272,54.1,95,29.96,30.0341,0,0,11926,10733400,54.1,52.7,2025-03-17T20:19:00.000Z,2025-03-25,4.31,2025-03-25 21:05:00-07:00
1742961000000,4.6976,7.8293,0,0,1,269,54.0,95,29.95,30.0241,0,0,11926,10733400,54.0,52.6,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 20:50:00-07:00
1742960100000,4.2502,7.8293,0,0,1,277,54.0,95,29.95,30.0241,0,0,11926,10733400,54.0,52.6,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 20:35:00-07:00
1742959200000,3.8028,10.0662,0,0,1,276,54.1,95,29.95,30.0241,0,0,11926,10733400,54.1,52.7,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 20:20:00-07:00
1742958300000,5.5923,10.7373,0,0,1,279,54.1,95,29.95,30.0241,0,0,11926,10733400,54.1,52.7,2025-03-17T20:19:00.000Z,2025-03-25,4.3,2025-03-25 20:05:00-07:00
1742957400000,4.9213,9.6188,0,0,1,282,54.1,95,29.94,30.0141,0,0,11926,10733400,54.1,52.7,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 19:50:00-07:00
1742956500000,6.0397,10.0662,0,0,1,273,54.3,95,29.94,30.0141,0,0,11926,10733400,54.3,52.9,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 19:35:00-07:00
1742955600000,6.9345,10.961,0,0,1,266,54.3,95,29.94,30.0141,0,0,11926,10733400,54.3,52.9,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 19:20:00-07:00
1742954700000,6.4871,10.2899,0,0,1,268,54.3,94,29.94,30.0141,4,3600,11922,10733400,54.3,52.61,2025-03-17T20:19:00.000Z,2025-03-25,4.31,2025-03-25 19:05:00-07:00
1742953800000,6.0397,12.7505,0,0,1,276,54.5,94,29.94,30.014,14,12600,11908,10729800,54.5,52.81,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 18:50:00-07:00
1742952900000,6.7108,10.5136,0,0,1,268,54.7,93,29.94,30.014,24,21600,11884,10717200,54.7,52.72,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 18:35:00-07:00
1742952000000,7.3819,11.6321,0,0,1,269,55.0,92,29.94,30.014,43,38700,11841,10695600,55.0,52.72,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 18:20:00-07:00
1742951100000,7.1582,13.4216,0,0,1,278,55.2,92,29.94,30.0139,69,62100,11772,10656900,55.2,52.92,2025-03-17T20:19:00.000Z,2025-03-25,4.34,2025-03-25 18:05:00-07:00
1742950200000,8.2767,12.7505,0,0,1,272,55.4,92,29.94,30.0139,96,86400,11676,10594800,55.4,53.11,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 17:50:00-07:00
1742949300000,8.5004,13.6453,0,0,1,270,55.8,91,29.94,30.0138,120,108000,11556,10508400,55.8,53.21,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 17:35:00-07:00
1742948400000,8.2767,12.0795,0,0,1,266,56.3,90,29.94,30.0138,181,162900,11375,10400400,56.3,53.4,2025-03-17T20:19:00.000Z,2025-03-25,,2025-03-25 17:20:00-07:00
1742947500000,7.3819,11.8558,0,0,1,268,56.7,90,29.93,30.0037,251,225900,11124,10237500,56.7,53.8,2025-03-17T20:19:00.000Z,2025-03-25,4.38,2025-03-25 17:05:00-07:00
