dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,local_time
1751179560000,0.0,0.8948,0,0,1,219,59.0,95,4.17,57.57,59.0,29.97,30.0667,0,0,7228,6505200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 23:46:00-07:00
1751178660000,0.2237,2.4606,0,0,1,219,59.2,94,,57.47,59.2,29.97,30.0667,0,0,7228,6505200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 23:31:00-07:00
1751177760000,0.0,1.7895,0,0,1,219,59.2,94,,57.47,59.2,29.97,30.0667,0,0,7228,6505200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 23:16:00-07:00
1751176860000,0.8948,3.1317,0,0,1,219,59.4,94,,57.67,59.4,29.97,30.0667,0,0,7228,6505200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 23:01:00-07:00
1751175960000,0.2237,2.0132,0,0,1,219,59.4,94,4.18,57.67,59.4,29.97,30.0667,0,0,7228,6505200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 22:46:00-07:00
1751175060000,0.0,1.5659,0,0,1,219,59.5,94,,57.77,59.5,29.96,30.0566,0,0,7228,6505200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 22:31:00-07:00
1751174160000,0.0,1.3422,0,0,1,219,59.5,94,,57.77,59.5,29.96,30.0566,0,0,7228,6505200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 22:16:00-07:00
1751173260000,0.0,1.3422,0,0,1,219,59.5,94,,57.77,59.5,29.96,30.0566,0,0,7228,6505200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 22:01:00-07:00
1751172360000,0.4474,2.6843,0,0,1,219,59.5,94,4.18,57.77,59.5,29.95,30.0466,0,0,7228,6505200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 21:46:00-07:00
1751171460000,0.2237,3.1317,0,0,1,219,59.7,94,,57.97,59.7,29.95,30.0466,0,0,7228,6505200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 21:31:00-07:00
1751170560000,0.8948,2.908,0,0,1,219,59.7,94,,57.97,59.7,29.94,30.0365,0,0,7228,6505200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 21:16:00-07:00
1751169660000,0.8948,3.5791,0,0,1,219,59.9,94,,58.17,59.9,29.94,30.0365,0,0,7228,6505200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 21:01:00-07:00
1751168760000,1.3422,3.1317,0,0,1,219,60.1,93,4.18,58.07,60.1,29.94,30.0364,0,0,7228,6505200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 20:46:00-07:00
1751167860000,1.3422,3.8028,0,0,1,219,60.1,93,,58.07,60.1,29.94,30.0364,0,0,7228,6505200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 20:31:00-07:00
1751166960000,0.8948,2.6843,0,0,1,219,60.3,92,,57.96,60.3,29.94,30.0364,0,0,7225,6502500,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 20:16:00-07:00
1751166060000,0.8948,2.908,0,0,1,219,60.4,91,,57.76,60.4,29.94,30.0364,3,1440,7225,6505200,,2025-06-28,America/Los_Angeles,True,2025-06-28 20:01:00-07:00
1751165160000,0.8948,3.5791,0,0,1,219,60.8,90,,57.85,60.8,29.94,30.0363,5,2100,7220,6502500,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 19:46:00-07:00
1751164260000,0.8948,3.1317,0,0,1,219,61.0,90,,58.04,61.0,29.94,30.0363,8,3840,7212,6498000,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 19:31:00-07:00
1751163360000,1.5659,5.145,0,0,1,219,61.5,88,,57.91,61.5,29.94,30.0362,11,4620,7201,6490800,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 19:16:00-07:00
1751162460000,1.5659,4.0265,0,0,1,219,62.1,87,4.19,58.18,62.1,29.94,30.0361,20,9600,7181,6480900,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 19:01:00-07:00
1751161560000,2.2369,4.6976,0,0,1,219,62.6,86,,58.35,62.6,29.94,30.036,46,19320,7135,6462900,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 18:46:00-07:00
1751160660000,2.2369,5.5923,0,0,1,219,62.8,85,,58.22,62.8,29.94,30.0359,27,12960,7108,6421500,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 18:31:00-07:00
1751159760000,1.3422,3.8028,0,0,1,219,63.1,84,,58.18,63.1,29.95,30.0459,31,13020,7077,6397200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 18:16:00-07:00
1751158860000,2.0132,6.2634,0,0,1,207,63.5,84,4.2,58.57,63.5,29.95,30.0458,45,21600,7032,6369300,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 18:01:00-07:00
1751157960000,2.6843,5.816,0,0,1,211,64.0,83,,58.73,64.0,29.95,30.0458,42,17640,6990,6328800,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 17:46:00-07:00
1751157060000,2.2369,5.145,0,0,1,204,64.4,82,,58.78,64.4,29.94,30.0357,38,18240,6952,6291000,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 17:31:00-07:00
1751156160000,2.2369,6.0397,0,0,1,204,65.1,81,,59.12,65.1,29.95,30.0456,46,19320,6906,6256800,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 17:16:00-07:00
1751155260000,1.7895,5.5923,0,0,1,204,65.3,81,4.2,59.31,65.3,29.96,30.0556,46,22080,6860,6215400,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 17:01:00-07:00
1751154360000,2.0132,5.3686,0,0,1,204,65.8,80,,59.45,65.8,29.96,30.0555,47,19740,6813,6174000,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 16:46:00-07:00
1751153460000,1.5659,4.2502,0,0,1,204,65.8,79,,59.1,65.8,29.97,30.0655,50,24000,6763,6131700,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 16:31:00-07:00
1751152560000,2.4606,4.6976,0,0,1,204,66.0,79,,59.29,66.0,29.97,30.0655,64,26880,6699,6086700,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 16:16:00-07:00
1751151660000,2.2369,5.145,0,0,1,204,66.0,78,4.2,58.94,66.0,29.97,30.0655,56,26880,6643,6029100,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 16:01:00-07:00
1751150760000,2.4606,5.145,0,0,1,204,66.4,78,,59.32,66.4,29.98,30.0754,64,26880,6579,5978700,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 15:46:00-07:00
1751149860000,1.7895,4.6976,0,0,1,204,66.7,77,,59.25,66.7,29.98,30.0754,158,75840,6421,5921100,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 15:31:00-07:00
1751148960000,2.4606,4.4739,0,0,1,204,66.9,77,,59.45,66.9,29.98,30.0753,72,30240,6349,5778900,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 15:16:00-07:00
1751148060000,2.2369,4.6976,0,0,1,204,67.3,76,4.21,59.47,67.3,29.99,30.0853,66,31680,6283,5714100,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 15:01:00-07:00
1751147160000,1.7895,4.4739,0,0,1,204,67.5,76,,59.66,67.5,29.99,30.0852,70,29400,6213,5654700,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 14:46:00-07:00
1751146260000,2.908,4.6976,0,0,1,204,67.5,76,,59.66,67.5,30.0,30.0953,74,35520,6139,5591700,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 14:31:00-07:00
1751145360000,2.4606,4.6976,0,0,1,204,68.0,75,,59.77,68.0,30.0,30.0952,146,61320,5993,5525100,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 14:16:00-07:00
1751144460000,2.6843,4.6976,0,0,1,204,68.2,74,4.23,59.59,68.2,30.0,30.0952,75,36000,5918,5393700,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 14:01:00-07:00
1751143560000,2.4606,5.145,0,0,1,213,69.1,73,,60.07,69.14,30.0,30.095,109,45780,5716,5242500,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 13:46:00-07:00
1751142660000,2.6843,4.0265,0,0,1,214,69.3,73,,60.26,69.36,30.01,30.105,93,44640,5825,5228100,,2025-06-28,America/Los_Angeles,True,2025-06-28 13:31:00-07:00
1751141760000,3.1317,4.9213,0,0,1,214,68.7,74,,60.07,68.75,30.01,30.1051,87,36540,5629,5144400,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 13:16:00-07:00
1751140860000,2.908,5.145,0,0,1,214,69.4,73,4.28,60.36,69.47,30.01,30.105,487,233760,4484,4473900,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 13:01:00-07:00
1751139960000,2.6843,4.9213,0,0,1,214,68.9,74,,60.26,68.97,30.01,30.1051,658,276360,4971,4627800,,2025-06-28,America/Los_Angeles,True,2025-06-28 12:46:00-07:00
1751139060000,3.3554,4.6976,0,0,1,214,68.0,75,,59.77,68.0,30.01,30.1052,818,392640,3666,4035600,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 12:31:00-07:00
1751138160000,2.908,5.145,0,0,1,214,67.6,77,,60.12,67.6,30.01,30.1053,826,346920,2840,3299400,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 12:16:00-07:00
1751137260000,2.908,4.2502,0,0,1,214,66.9,78,4.27,59.81,66.9,30.01,30.1054,702,336960,2138,2556000,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 12:01:00-07:00
1751136360000,2.6843,4.6976,0,0,1,214,66.4,80,,60.04,66.4,30.01,30.1055,666,279720,1472,1924200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 11:46:00-07:00
1751135460000,2.6843,4.6976,0,0,1,214,65.5,82,,59.85,65.5,30.02,30.1157,306,146880,719,922500,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 11:31:00-07:00
1751134560000,2.2369,3.8028,0,0,1,214,65.3,83,,60.0,65.3,30.02,30.1157,263,110460,1025,1049400,,2025-06-28,America/Los_Angeles,True,2025-06-28 11:16:00-07:00
1751133660000,0.6711,3.1317,0,0,1,214,64.4,85,4.16,59.79,64.4,30.03,30.1259,184,88320,1025,812700,,2025-06-28,America/Los_Angeles,True,2025-06-28 11:01:00-07:00
1751132760000,0.2237,1.5659,0,0,1,214,63.7,87,,59.75,63.7,30.03,30.1261,131,55020,588,647100,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 10:46:00-07:00
1751131860000,0.2237,2.2369,0,0,1,214,63.1,89,,59.8,63.1,30.03,30.1262,105,50400,483,529200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 10:31:00-07:00
1751130960000,0.0,0.0,0,0,1,214,62.4,91,4.14,59.74,62.4,30.03,30.1263,84,35280,399,434700,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 10:16:00-07:00
1751130060000,0.0,1.5659,0,0,1,214,61.5,93,,59.45,61.5,30.03,30.1265,67,32160,332,359100,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 10:01:00-07:00
1751129160000,0.0,1.1185,0,0,1,214,61.0,94,,59.26,61.0,30.03,30.1266,64,26880,268,298800,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 09:46:00-07:00
1751128260000,0.0,1.5659,0,0,1,214,60.6,95,,59.16,60.6,30.03,30.1266,47,22560,221,241200,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 09:31:00-07:00
1751127360000,0.0,1.3422,0,0,1,214,60.1,96,4.14,58.95,60.1,30.03,30.1267,46,19320,175,198900,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 09:16:00-07:00
1751126460000,0.0,0.8948,0,0,1,214,59.9,97,,59.05,59.9,30.03,30.1268,34,16320,141,157500,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 09:01:00-07:00
1751125560000,0.0,0.0,0,0,1,214,59.7,97,,58.85,59.7,30.03,30.1268,28,11760,113,126900,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 08:46:00-07:00
1751124660000,0.0,0.0,0,0,1,214,59.5,98,,58.93,59.5,30.03,30.1268,24,11520,89,101700,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 08:31:00-07:00
1751123760000,0.0,1.1185,0,0,1,214,59.4,98,4.14,58.83,59.4,30.03,30.1269,21,8820,68,80100,2025-04-26T15:31:00.000Z,2025-06-28,,,2025-06-28 08:16:00-07:00
