dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,batt1volts,local_time
1757141400000,1.1185,3.8028,0.0,0.01,1,63,63.1,87,59.16,63.1,29.83,29.9025,0,0,21856,19670400,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 23:50:00-07:00
1757140500000,0.8948,3.8028,0.0,0.01,1,63,63.5,86,59.23,63.5,29.83,29.9025,0,0,21856,19670400,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 23:35:00-07:00
1757139600000,1.5659,4.4739,0.0,0.01,1,63,63.9,85,59.3,63.9,29.82,29.8924,0,0,21856,19670400,,2025-09-05,America/Los_Angeles,True,,2025-09-05 23:20:00-07:00
1757138700000,1.7895,4.6976,0.0,0.01,1,71,63.5,85,58.91,63.5,29.82,29.8925,0,0,21856,19670400,2025-09-05T10:35:00.000Z,2025-09-05,,,4.29,2025-09-05 23:05:00-07:00
1757137800000,1.5659,4.6976,0.0,0.01,1,61,62.8,85,58.22,62.8,29.82,29.8926,0,0,21856,19670400,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 22:50:00-07:00
1757136900000,0.6711,2.0132,0.0,0.01,1,61,63.0,85,58.42,63.0,29.82,29.8925,0,0,21856,19670400,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 22:35:00-07:00
1757136000000,1.5659,3.5791,0.0,0.01,1,61,63.3,85,58.71,63.3,29.82,29.8925,0,0,21856,19670400,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 22:20:00-07:00
1757135100000,1.1185,2.908,0.0,0.01,1,61,63.5,84,58.57,63.5,29.82,29.8925,0,0,21856,19670400,2025-09-05T10:35:00.000Z,2025-09-05,,,4.29,2025-09-05 22:05:00-07:00
1757134200000,0.4474,2.6843,0.0,0.01,1,118,63.3,84,58.38,63.3,29.81,29.8825,0,0,21856,19670400,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 21:50:00-07:00
1757133300000,0.0,0.0,0.0,0.01,1,166,63.5,84,58.57,63.5,29.81,29.8824,0,0,21856,19670400,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 21:35:00-07:00
1757132400000,0.0,0.0,0.0,0.01,1,170,63.5,84,58.57,63.5,29.81,29.8824,0,0,21856,19670400,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 21:20:00-07:00
1757131500000,0.0,0.0,0.0,0.01,1,171,63.7,83,58.44,63.7,29.8,29.8724,0,0,21856,19670400,2025-09-05T10:35:00.000Z,2025-09-05,,,4.31,2025-09-05 21:05:00-07:00
1757130600000,0.0,0.0,0.0,0.01,1,171,64.4,82,58.78,64.4,29.8,29.8723,0,0,21856,19670400,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 20:50:00-07:00
1757129700000,0.0,0.0,0.0,0.01,1,171,64.9,81,58.92,64.9,29.8,29.8722,0,0,21856,19670400,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 20:35:00-07:00
1757128800000,0.0,0.0,0.0,0.01,1,171,65.1,81,59.12,65.1,29.79,29.8622,0,0,21856,19670400,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 20:20:00-07:00
1757127900000,0.0,0.0,0.0,0.01,1,171,65.1,80,58.77,65.1,29.79,29.8622,0,0,21856,19670400,2025-09-05T10:35:00.000Z,2025-09-05,,,4.32,2025-09-05 20:05:00-07:00
1757127000000,0.0,0.0,0.0,0.01,1,171,65.8,78,58.74,65.8,29.79,29.8621,0,0,21856,19670400,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 19:50:00-07:00
1757126100000,0.0,0.0,0.0,0.01,1,171,66.9,78,59.81,66.9,29.78,29.8519,0,0,21753,19577700,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 19:35:00-07:00
1757125200000,0.0,0.0,0.0,0.01,1,171,68.5,77,61.0,68.67,29.78,29.8517,10,9000,21753,19670400,,2025-09-05,America/Los_Angeles,True,,2025-09-05 19:20:00-07:00
1757124300000,0.0,1.1185,0.0,0.01,1,223,69.6,76,61.69,69.83,29.78,29.8515,33,29700,21753,19661400,,2025-09-05,America/Los_Angeles,True,,2025-09-05 19:05:00-07:00
1757123400000,0.2237,1.3422,0.0,0.01,1,258,70.0,76,62.08,70.27,29.79,29.8615,60,54000,21753,19631700,,2025-09-05,America/Los_Angeles,True,,2025-09-05 18:50:00-07:00
1757122500000,1.1185,2.6843,0.0,0.01,1,258,70.2,75,61.89,70.45,29.79,29.8615,95,85500,21658,19577700,2025-09-05T10:35:00.000Z,2025-09-05,,,4.34,2025-09-05 18:35:00-07:00
1757121600000,1.1185,3.8028,0.0,0.01,1,258,70.7,74,62.0,70.95,29.78,29.8514,138,124200,21520,19492200,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 18:20:00-07:00
1757120700000,3.1317,6.0397,0.0,0.01,1,258,71.1,73,61.99,71.34,29.79,29.8613,181,162900,21339,19368000,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 18:05:00-07:00
1757119800000,4.4739,8.7241,0.0,0.01,1,251,71.2,72,61.7,71.4,29.79,29.8613,223,200700,21116,19205100,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 17:50:00-07:00
1757118900000,4.9213,8.7241,0.0,0.01,1,259,71.4,72,61.89,71.62,29.79,29.8613,266,239400,20850,19004400,2025-09-05T10:35:00.000Z,2025-09-05,,,4.38,2025-09-05 17:35:00-07:00
1757118000000,5.3686,10.0662,0.0,0.01,1,252,71.6,72,62.08,71.84,29.79,29.8613,317,285300,20533,18765000,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 17:20:00-07:00
1757117100000,5.3686,11.6321,0.0,0.01,1,258,72.1,72,62.56,72.39,29.8,29.8712,376,338400,20157,18479700,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 17:05:00-07:00
1757116200000,6.0397,11.1847,0.0,0.01,1,257,72.0,73,62.86,72.33,29.8,29.8713,426,383400,19731,18141300,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 16:50:00-07:00
1757115300000,6.2634,11.8558,0.0,0.01,1,255,71.6,74,62.86,71.94,29.79,29.8613,473,425700,19258,17757900,2025-09-05T10:35:00.000Z,2025-09-05,,,4.37,2025-09-05 16:35:00-07:00
1757114400000,8.053,12.5268,0.0,0.01,1,245,70.9,75,62.57,71.22,29.79,29.8614,521,468900,18737,17332200,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 16:20:00-07:00
1757113500000,8.053,13.869,0.0,0.01,1,244,71.2,74,62.48,71.5,29.79,29.8613,563,506700,18174,16863300,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 16:05:00-07:00
1757112600000,6.7108,14.5401,0.0,0.01,1,258,71.8,73,62.67,72.11,29.79,29.8613,607,546300,17567,16356600,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 15:50:00-07:00
1757111700000,7.6056,14.5401,0.0,0.01,1,269,71.4,74,62.67,71.72,29.8,29.8713,631,567900,16936,15810300,2025-09-05T10:35:00.000Z,2025-09-05,,,4.38,2025-09-05 15:35:00-07:00
1757110800000,8.2767,16.1059,0.0,0.01,1,263,71.4,74,62.67,71.72,29.8,29.8713,666,599400,15581,14622300,2025-09-05T10:35:00.000Z,2025-09-05,,,,2025-09-05 15:20:00-07:00
1757109900000,8.5004,14.3164,0.0,0.01,1,270,72.5,72,62.95,72.83,29.8,29.8712,689,620100,16247,14643000,,2025-09-05,America/Los_Angeles,True,,2025-09-05 15:05:00-07:00
