dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,batt1volts,tz,historical,local_time
1744785960000,0.0,0.0,0,0,1,208,49.3,91,30.01,30.1087,0,0,4943,4448700,49.3,46.78,2025-04-15,,,,2025-04-15 23:46:00-07:00
1744785060000,0.0,0.0,0,0,1,208,49.1,92,30.01,30.1088,0,0,4943,4448700,49.1,46.88,2025-04-15,4.23,,,2025-04-15 23:31:00-07:00
1744784160000,0.0,0.0,0,0,1,208,48.9,91,30.01,30.1088,0,0,4943,4448700,48.9,46.39,2025-04-15,,,,2025-04-15 23:16:00-07:00
1744783260000,0.0,0.0,0,0,1,208,48.9,89,30.01,30.1088,0,0,4943,4448700,48.9,45.8,2025-04-15,,,,2025-04-15 23:01:00-07:00
1744782360000,0.0,0.0,0,0,1,208,48.9,87,30.01,30.1088,0,0,4943,4448700,48.9,45.2,2025-04-15,,,,2025-04-15 22:46:00-07:00
1744781460000,0.0,0.0,0,0,1,208,49.5,88,30.01,30.1087,0,0,4943,4448700,49.5,46.09,2025-04-15,4.23,,,2025-04-15 22:31:00-07:00
1744780560000,0.0,0.0,0,0,1,208,49.6,90,30.01,30.1087,0,0,4943,4448700,49.6,46.79,2025-04-15,,,,2025-04-15 22:16:00-07:00
1744779660000,0.0,0.0,0,0,1,208,49.8,87,30.01,30.1086,0,0,4943,4448700,49.8,46.09,2025-04-15,,,,2025-04-15 22:01:00-07:00
1744778760000,0.0,0.0,0,0,1,208,50.0,85,30.01,30.1086,0,0,4943,4448700,50.0,45.67,2025-04-15,,,,2025-04-15 21:46:00-07:00
1744777860000,0.0,0.0,0,0,1,208,50.4,85,30.0,30.0985,0,0,4943,4448700,50.4,46.06,2025-04-15,4.24,,,2025-04-15 21:31:00-07:00
1744776960000,0.0,0.0,0,0,1,208,50.7,84,30.0,30.0984,0,0,4943,4448700,50.7,46.04,2025-04-15,,,,2025-04-15 21:16:00-07:00
1744776060000,0.0,0.0,0,0,1,208,51.1,82,29.99,30.0883,0,0,4943,4448700,51.1,45.8,2025-04-15,,,,2025-04-15 21:01:00-07:00
1744775160000,0.0,0.0,0,0,1,208,52.0,82,29.99,30.0881,0,0,4943,4448700,52.0,46.68,2025-04-15,,,,2025-04-15 20:46:00-07:00
1744774260000,0.0,0.0,0,0,1,208,52.5,81,29.99,30.088,0,0,4943,4448700,52.5,46.84,2025-04-15,4.25,,,2025-04-15 20:31:00-07:00
1744773360000,0.0,0.0,0,0,1,208,53.6,81,29.99,30.0878,0,0,4943,4448700,53.6,47.91,2025-04-15,,,,2025-04-15 20:16:00-07:00
1744772460000,0.0,0.0,0,0,1,208,54.5,82,29.99,30.0877,0,0,4943,4448700,54.5,49.12,2025-04-15,,,,2025-04-15 20:01:00-07:00
1744771560000,0.0,0.0,0,0,1,208,55.0,81,29.99,30.0876,0,0,4943,4448700,55.0,49.28,2025-04-15,,,,2025-04-15 19:46:00-07:00
1744770660000,0.0,0.0,0,0,1,208,55.8,79,29.99,30.0874,1,480,4942,4448700,55.8,49.38,2025-04-15,4.26,,,2025-04-15 19:31:00-07:00
1744769760000,0.0,1.1185,0,0,1,208,55.9,78,29.99,30.0874,4,1680,4938,4447800,55.9,49.14,2025-04-15,,,,2025-04-15 19:16:00-07:00
1744768860000,0.2237,1.5659,0,0,1,208,56.3,77,29.99,30.0873,11,5280,4927,4444200,56.3,49.18,2025-04-15,,,,2025-04-15 19:01:00-07:00
1744767960000,1.1185,2.0132,0,0,1,208,56.7,76,30.0,30.0973,16,6720,4911,4434300,56.7,49.22,2025-04-15,,,,2025-04-15 18:46:00-07:00
1744767060000,0.8948,2.0132,0,0,1,208,57.2,76,30.0,30.0972,20,9600,4891,4419900,57.2,49.7,2025-04-15,4.27,,,2025-04-15 18:31:00-07:00
1744766160000,0.8948,2.2369,0,0,1,208,57.7,74,30.0,30.0971,29,12180,4862,4401900,57.7,49.47,2025-04-15,,,,2025-04-15 18:16:00-07:00
1744765260000,0.8948,3.8028,0,0,1,208,58.1,73,30.01,30.107,44,21120,4818,4375800,58.1,49.49,2025-04-15,,,,2025-04-15 18:01:00-07:00
1744764360000,1.7895,3.3554,0,0,1,208,58.3,73,30.01,30.107,78,32760,4740,4336200,58.3,49.68,2025-04-15,,,,2025-04-15 17:46:00-07:00
1744763460000,2.0132,3.1317,0,0,1,208,57.7,73,30.02,30.1172,83,39840,4657,4266000,57.7,49.1,2025-04-15,4.3,,,2025-04-15 17:31:00-07:00
1744762560000,2.0132,2.908,0,0,1,208,57.7,72,30.02,30.1172,75,31500,4582,4191300,57.7,48.74,2025-04-15,,,,2025-04-15 17:16:00-07:00
1744761660000,1.5659,2.908,0,0,1,208,58.3,71,30.02,30.117,67,32160,4515,4123800,58.3,48.94,2025-04-15,,,,2025-04-15 17:01:00-07:00
1744760760000,2.0132,2.908,0,0,1,208,58.6,71,30.03,30.127,85,35700,4430,4063500,58.6,49.22,2025-04-15,,,,2025-04-15 16:46:00-07:00
1744759860000,1.7895,3.1317,0,0,1,208,59.0,70,30.03,30.1269,86,41280,4344,3987000,59.0,49.23,2025-04-15,4.31,,,2025-04-15 16:31:00-07:00
1744758960000,2.0132,3.5791,0,0,1,208,59.7,70,30.04,30.1368,93,39060,4251,3909600,59.7,49.9,2025-04-15,,,,2025-04-15 16:16:00-07:00
1744758060000,2.4606,3.8028,0,0,1,208,59.7,70,30.04,30.1368,113,54240,4138,3825900,59.7,49.9,2025-04-15,,,,2025-04-15 16:01:00-07:00
1744757160000,2.2369,3.5791,0,0,1,208,59.4,70,30.04,30.1369,117,49140,4021,3724200,59.4,49.61,2025-04-15,,,,2025-04-15 15:46:00-07:00
1744756260000,2.0132,4.0265,0,0,1,208,61.2,67,30.04,30.1366,100,48000,3921,3618900,61.2,50.15,2025-04-15,4.38,,,2025-04-15 15:31:00-07:00
1744755360000,0.6711,2.2369,0,0,1,208,62.4,64,30.04,30.1363,302,126840,3619,3528900,62.4,50.06,2025-04-15,,,,2025-04-15 15:16:00-07:00
1744754460000,0.6711,3.8028,0,0,1,208,62.4,64,30.04,30.1363,551,264480,3068,3257100,62.4,50.06,2025-04-15,,,,2025-04-15 15:01:00-07:00
1744753560000,0.2237,1.7895,0,0,1,208,60.8,65,30.06,30.1567,378,158760,2690,2761200,60.8,48.96,2025-04-15,,,,2025-04-15 14:46:00-07:00
1744752660000,0.4474,2.4606,0,0,1,208,60.3,65,30.07,30.1668,155,74400,2535,2421000,60.3,48.48,2025-04-15,4.31,,,2025-04-15 14:31:00-07:00
1744751760000,0.6711,4.4739,0,0,1,187,60.4,65,30.07,30.1668,153,64260,2382,2281500,60.4,48.58,2025-04-15,,,,2025-04-15 14:16:00-07:00
1744750860000,0.2237,1.7895,0,0,1,203,59.2,68,30.08,30.1771,180,86400,2202,2143800,59.2,48.64,2025-04-15,,,,2025-04-15 14:01:00-07:00
1744749960000,1.3422,3.8028,0,0,1,203,57.9,70,30.08,30.1773,164,68880,2038,1981800,57.9,48.17,2025-04-15,,,,2025-04-15 13:46:00-07:00
1744749060000,1.3422,3.8028,0,0,1,203,57.7,71,30.09,30.1874,157,75360,1881,1834200,57.7,48.36,2025-04-15,4.25,,,2025-04-15 13:31:00-07:00
1744748160000,1.1185,2.908,0,0,1,203,57.4,71,30.09,30.1874,126,52920,1755,1692900,57.4,48.07,2025-04-15,,,,2025-04-15 13:16:00-07:00
1744747260000,2.0132,3.8028,0,0,1,203,57.2,71,30.09,30.1875,119,57120,1636,1579500,57.2,47.88,2025-04-15,,,,2025-04-15 13:01:00-07:00
1744746360000,0.6711,4.0265,0,0,1,203,57.0,72,30.09,30.1875,141,59220,1495,1472400,57.0,48.06,2025-04-15,,,,2025-04-15 12:46:00-07:00
1744745460000,1.5659,2.6843,0,0,1,203,56.8,71,30.09,30.1875,101,48480,1394,1345500,56.8,47.5,2025-04-15,4.25,,,2025-04-15 12:31:00-07:00
1744744560000,0.6711,2.6843,0,0,1,203,56.5,72,30.09,30.1876,116,48720,1278,1254600,56.5,47.58,2025-04-15,,,,2025-04-15 12:16:00-07:00
1744743660000,1.3422,2.6843,0,0,1,203,56.7,73,30.1,30.1976,82,39360,1196,1150200,56.7,48.14,2025-04-15,,,,2025-04-15 12:01:00-07:00
1744742760000,1.7895,2.908,0,0,1,203,56.8,72,30.1,30.1976,109,45780,1087,1076400,56.8,47.87,2025-04-15,,,,2025-04-15 11:46:00-07:00
1744741860000,1.5659,2.908,0,0,1,203,56.8,73,30.1,30.1976,133,63840,954,978300,56.8,48.24,2025-04-15,4.25,,,2025-04-15 11:31:00-07:00
1744740960000,1.3422,2.6843,0,0,1,203,56.7,74,30.1,30.1976,117,49140,837,858600,56.7,48.51,2025-04-15,,,,2025-04-15 11:16:00-07:00
1744740060000,0.6711,2.2369,0,0,1,203,56.7,74,30.1,30.1976,79,37920,758,753300,56.7,48.51,2025-04-15,,,,2025-04-15 11:01:00-07:00
1744739160000,1.5659,2.4606,0,0,1,203,56.5,74,30.1,30.1976,103,43260,655,682200,56.5,48.31,2025-04-15,,,,2025-04-15 10:46:00-07:00
1744738260000,1.3422,2.4606,0,0,1,203,56.1,76,30.11,30.2077,85,40800,503,529200,56.1,48.64,2025-04-15,4.23,,,2025-04-15 10:31:00-07:00
1744737360000,1.7895,2.4606,0,0,1,203,55.9,77,30.1,30.1978,67,28140,588,513000,55.9,48.79,2025-04-15,,America/Los_Angeles,True,2025-04-15 10:16:00-07:00
