dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,tz,historical,local_time
1748673960000,0.0,0.0,0,0,1,219,57.9,94,29.94,30.0369,0,0,8779,7901100,57.9,56.18,2025-04-26T15:31:00.000Z,2025-05-30,,,,2025-05-30 23:46:00-07:00
1748673060000,0.0,0.0,0,0,1,219,57.9,94,29.94,30.0369,0,0,8779,7901100,57.9,56.18,2025-04-26T15:31:00.000Z,2025-05-30,,,,2025-05-30 23:31:00-07:00
1748672160000,0.0,0.0,0,0,1,219,57.9,93,29.93,30.0268,0,0,8779,7901100,57.9,55.89,2025-04-26T15:31:00.000Z,2025-05-30,4.29,,,2025-05-30 23:16:00-07:00
1748671260000,0.0,0.0,0,0,1,219,57.6,92,29.92,30.0168,0,0,8779,7901100,57.6,55.29,2025-04-26T15:31:00.000Z,2025-05-30,,,,2025-05-30 23:01:00-07:00
1748670360000,0.0,0.0,0,0,1,219,57.4,91,29.92,30.0169,0,0,8779,7901100,57.4,54.79,2025-04-26T15:31:00.000Z,2025-05-30,,,,2025-05-30 22:46:00-07:00
1748669460000,0.0,0.0,0,0,1,219,57.6,89,29.92,30.0168,0,0,8779,7901100,57.6,54.38,2025-04-26T15:31:00.000Z,2025-05-30,,,,2025-05-30 22:31:00-07:00
1748668560000,0.0,0.0,0,0,1,219,57.9,91,29.93,30.0268,0,0,8779,7901100,57.9,55.29,2025-04-26T15:31:00.000Z,2025-05-30,4.29,,,2025-05-30 22:16:00-07:00
1748667660000,0.0,0.0,0,0,1,219,58.3,92,29.92,30.0167,0,0,8779,7901100,58.3,55.98,,2025-05-30,,America/Los_Angeles,True,2025-05-30 22:01:00-07:00
1748666760000,0.0,0.0,0,0,1,219,57.9,91,29.92,30.0168,0,0,8779,7901100,57.9,55.29,,2025-05-30,,America/Los_Angeles,True,2025-05-30 21:46:00-07:00
1748665860000,0.0,0.0,0,0,1,219,58.5,90,29.92,30.0167,0,0,8779,7901100,58.5,55.58,2025-04-26T15:31:00.000Z,2025-05-30,,,,2025-05-30 21:31:00-07:00
