dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,tz,historical,local_time
1745391000000,3.1317,6.9345,0,0,1,126,53.6,88,29.93,30.0041,0,0,8638,7774200,53.6,50.13,2025-04-01T21:20:00.000Z,2025-04-22,,,,2025-04-22 23:50:00-07:00
1745390100000,2.6843,6.0397,0,0,1,172,53.6,87,29.93,30.0041,0,0,8638,7774200,53.6,49.82,2025-04-01T21:20:00.000Z,2025-04-22,,,,2025-04-22 23:35:00-07:00
1745389200000,1.1185,3.8028,0,0,1,182,53.6,87,29.92,29.9941,0,0,8638,7774200,53.6,49.82,2025-04-01T21:20:00.000Z,2025-04-22,,,,2025-04-22 23:20:00-07:00
1745388300000,1.3422,4.0265,0,0,1,182,53.6,87,29.92,29.9941,0,0,8638,7774200,53.6,49.82,2025-04-01T21:20:00.000Z,2025-04-22,4.3,,,2025-04-22 23:05:00-07:00
1745387400000,1.7895,4.4739,0,0,1,182,53.6,87,29.92,29.9941,0,0,8638,7774200,53.6,49.82,2025-04-01T21:20:00.000Z,2025-04-22,,,,2025-04-22 22:50:00-07:00
1745386500000,2.908,5.3686,0,0,1,182,53.6,87,29.92,29.9941,0,0,8638,7774200,53.6,49.82,2025-04-01T21:20:00.000Z,2025-04-22,,,,2025-04-22 22:35:00-07:00
1745385600000,2.6843,5.816,0,0,1,182,53.6,87,29.92,29.9941,0,0,8638,7774200,53.6,49.82,2025-04-01T21:20:00.000Z,2025-04-22,,,,2025-04-22 22:20:00-07:00
1745384700000,1.7895,4.2502,0,0,1,201,53.8,88,29.92,29.9941,0,0,8638,7774200,53.8,50.33,2025-04-01T21:20:00.000Z,2025-04-22,4.3,,,2025-04-22 22:05:00-07:00
1745383800000,2.2369,6.9345,0,0,1,206,53.8,88,29.92,29.9941,0,0,8638,7774200,53.8,50.33,2025-04-01T21:20:00.000Z,2025-04-22,,,,2025-04-22 21:50:00-07:00
1745382900000,2.908,5.3686,0,0,1,210,54.0,88,29.92,29.994,0,0,8638,7774200,54.0,50.53,2025-04-01T21:20:00.000Z,2025-04-22,,,,2025-04-22 21:35:00-07:00
1745382000000,2.2369,4.9213,0,0,1,224,53.8,88,29.91,29.9841,0,0,8638,7774200,53.8,50.33,2025-04-01T21:20:00.000Z,2025-04-22,,,,2025-04-22 21:20:00-07:00
1745381100000,3.5791,6.7108,0,0,1,247,54.0,88,29.91,29.984,0,0,8638,7774200,54.0,50.53,2025-04-01T21:20:00.000Z,2025-04-22,4.31,,,2025-04-22 21:05:00-07:00
1745380200000,3.3554,6.4871,0,0,1,252,54.0,88,29.91,29.984,0,0,8638,7774200,54.0,50.53,2025-04-01T21:20:00.000Z,2025-04-22,,,,2025-04-22 20:50:00-07:00
1745379300000,4.2502,6.9345,0,0,1,255,54.0,88,29.91,29.984,0,0,8638,7774200,54.0,50.53,2025-04-01T21:20:00.000Z,2025-04-22,,,,2025-04-22 20:35:00-07:00
