dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,tz,historical,local_time
1771487460000,0.0,0.0,0.0,0.05,1,292,45.7,72,37.2,30.0,30.0755,0,0,18375,16537500,45.7,2026-02-18T10:36:00.000Z,2026-02-18,,,,2026-02-18 23:51:00-08:00
1771486560000,0.0,2.0132,0.0,0.05,1,292,45.9,73,37.74,30.0,30.0754,0,0,18375,16537500,45.9,2026-02-18T10:36:00.000Z,2026-02-18,4.28,,,2026-02-18 23:36:00-08:00
1771485660000,0.4474,2.4606,0.0,0.05,1,292,45.9,74,38.09,30.0,30.0754,0,0,18375,16537500,45.9,2026-02-18T10:36:00.000Z,2026-02-18,,,,2026-02-18 23:21:00-08:00
1771484760000,0.0,2.0132,0.0,0.05,1,292,46.2,73,38.03,30.0,30.0754,0,0,18375,16537500,46.2,2026-02-18T10:36:00.000Z,2026-02-18,,,,2026-02-18 23:06:00-08:00
1771483860000,0.4474,2.6843,0.0,0.05,1,292,47.3,70,38.02,30.01,30.0853,0,0,18375,16537500,47.3,2026-02-18T10:36:00.000Z,2026-02-18,,,,2026-02-18 22:51:00-08:00
1771482960000,0.8948,4.0265,0.0,0.05,1,292,47.8,69,38.13,30.0,30.0752,0,0,18375,16537500,47.8,2026-02-18T10:36:00.000Z,2026-02-18,4.29,,,2026-02-18 22:36:00-08:00
1771482060000,1.3422,3.1317,0.0,0.05,1,292,47.7,70,38.4,30.0,30.0752,0,0,18375,16537500,47.7,2026-02-18T10:36:00.000Z,2026-02-18,,,,2026-02-18 22:21:00-08:00
1771481160000,0.2237,2.4606,0.0,0.05,1,292,48.2,70,38.88,30.01,30.0851,0,0,18375,16537500,48.2,2026-02-18T10:36:00.000Z,2026-02-18,,,,2026-02-18 22:06:00-08:00
1771480260000,1.3422,4.2502,0.0,0.05,1,289,48.6,69,38.9,30.01,30.0851,0,0,18375,16537500,48.6,2026-02-18T10:36:00.000Z,2026-02-18,,,,2026-02-18 21:51:00-08:00
1771479360000,1.7895,6.0397,0.0,0.05,1,313,48.6,70,39.26,30.01,30.0851,0,0,18375,16537500,48.6,2026-02-18T10:36:00.000Z,2026-02-18,4.29,,,2026-02-18 21:36:00-08:00
1771478460000,2.2369,7.1582,0.0,0.05,1,311,48.4,70,39.07,30.01,30.0851,0,0,18375,16537500,48.4,2026-02-18T10:36:00.000Z,2026-02-18,,,,2026-02-18 21:21:00-08:00
1771477560000,2.4606,6.7108,0.0,0.05,1,282,47.7,70,38.4,30.0,30.0752,0,0,18375,16537500,47.7,2026-02-18T10:36:00.000Z,2026-02-18,,,,2026-02-18 21:06:00-08:00
1771476660000,0.6711,4.0265,0.0,0.05,1,289,47.7,68,37.66,30.0,30.0752,0,0,18375,16537500,47.7,2026-02-18T10:36:00.000Z,2026-02-18,,,,2026-02-18 20:51:00-08:00
1771475760000,2.0132,6.0397,0.0,0.05,1,293,47.8,67,37.38,30.0,30.0752,0,0,18375,16537500,47.8,2026-02-18T10:36:00.000Z,2026-02-18,4.29,,,2026-02-18 20:36:00-08:00
1771474860000,1.7895,5.145,0.0,0.05,1,310,47.7,67,37.29,30.0,30.0752,0,0,18375,16537500,47.7,2026-02-18T10:36:00.000Z,2026-02-18,,,,2026-02-18 20:21:00-08:00
1771473960000,1.5659,4.0265,0.0,0.05,1,310,47.8,67,37.38,29.99,30.0651,0,0,18375,16537500,47.8,2026-02-18T10:36:00.000Z,2026-02-18,,,,2026-02-18 20:06:00-08:00
