dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,local_time
1761326220000,0.4474,2.0132,0,0,1,193,65.1,85,60.47,65.1,30.04,30.1358,58,10440,0,52200,2025-10-14T14:47:00.000Z,2025-10-24,2025-10-24 10:17:00-07:00
