dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,batt1volts,local_time
1753167000000,0.4474,2.2369,0,0,1,14,59.2,91,56.57,59.2,29.94,30.0134,0,0,19532,17578800,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 23:50:00-07:00
1753166100000,0.2237,2.6843,0,0,1,14,59.2,91,56.57,59.2,29.94,30.0134,0,0,19532,17578800,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 23:35:00-07:00
1753165200000,0.6711,2.6843,0,0,1,14,59.2,91,56.57,59.2,29.94,30.0134,0,0,19532,17578800,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 23:20:00-07:00
1753164300000,0.8948,2.0132,0,0,1,14,59.4,90,56.46,59.4,29.94,30.0133,0,0,19532,17578800,2025-07-17T04:20:00.000Z,2025-07-21,4.29,2025-07-21 23:05:00-07:00
1753163400000,0.4474,1.7895,0,0,1,14,59.7,90,56.76,59.7,29.94,30.0133,0,0,19532,17578800,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 22:50:00-07:00
1753162500000,0.8948,1.7895,0,0,1,14,59.9,89,56.65,59.9,29.94,30.0133,0,0,19532,17578800,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 22:35:00-07:00
1753161600000,0.4474,2.4606,0,0,1,14,60.1,89,56.84,60.1,29.94,30.0132,0,0,19532,17578800,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 22:20:00-07:00
1753160700000,0.4474,3.5791,0,0,1,14,59.9,89,56.65,59.9,29.93,30.0032,0,0,19532,17578800,2025-07-17T04:20:00.000Z,2025-07-21,4.29,2025-07-21 22:05:00-07:00
1753159800000,0.8948,3.5791,0,0,1,14,59.5,90,56.56,59.5,29.93,30.0033,0,0,19532,17578800,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 21:50:00-07:00
1753158900000,0.2237,1.5659,0,0,1,324,59.4,89,56.15,59.4,29.93,30.0033,0,0,19532,17578800,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 21:35:00-07:00
1753158000000,0.0,0.0,0,0,1,271,59.5,89,56.25,59.5,29.93,30.0033,0,0,19532,17578800,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 21:20:00-07:00
1753157100000,0.0,0.0,0,0,1,271,59.5,89,56.25,59.5,29.92,29.9933,0,0,19532,17578800,2025-07-17T04:20:00.000Z,2025-07-21,4.3,2025-07-21 21:05:00-07:00
1753156200000,0.0,0.0,0,0,1,271,59.7,88,56.14,59.7,29.92,29.9932,0,0,19532,17578800,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 20:50:00-07:00
1753155300000,0.0,0.0,0,0,1,271,60.3,87,56.41,60.3,29.91,29.9831,0,0,19532,17578800,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 20:35:00-07:00
1753154400000,0.8948,2.4606,0,0,1,271,60.8,86,56.58,60.8,29.91,29.9831,1,900,19531,17578800,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 20:20:00-07:00
1753153500000,2.0132,3.5791,0,0,1,271,61.3,86,57.07,61.3,29.91,29.983,7,6300,19524,17577900,2025-07-17T04:20:00.000Z,2025-07-21,4.31,2025-07-21 20:05:00-07:00
1753152600000,2.6843,5.145,0,0,1,271,62.1,83,56.87,62.1,29.91,29.9829,16,14400,19508,17571600,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 19:50:00-07:00
1753151700000,3.3554,7.1582,0,0,1,272,62.8,82,57.22,62.8,29.91,29.9828,60,54000,19448,17557200,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 19:35:00-07:00
1753150800000,4.4739,8.7241,0,0,1,264,63.3,80,57.02,63.3,29.92,29.9927,91,81900,19357,17503200,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 19:20:00-07:00
1753149900000,5.5923,10.7373,0,0,1,265,64.0,79,57.35,64.0,29.92,29.9926,127,114300,19230,17421300,2025-07-17T04:20:00.000Z,2025-07-21,4.33,2025-07-21 19:05:00-07:00
1753149000000,6.4871,12.9742,0,0,1,273,64.4,78,57.39,64.4,29.91,29.9826,167,150300,19063,17307000,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 18:50:00-07:00
1753148100000,6.4871,12.3031,0,0,1,276,65.3,77,57.9,65.3,29.91,29.9824,210,189000,18853,17156700,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 18:35:00-07:00
1753147200000,6.9345,13.1979,0,0,1,280,66.0,77,58.58,66.0,29.91,29.9823,255,229500,18598,16967700,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 18:20:00-07:00
1753146300000,6.2634,12.9742,0,0,1,269,67.3,75,59.1,67.3,29.91,29.9822,302,271800,18296,16738200,2025-07-17T04:20:00.000Z,2025-07-21,4.37,2025-07-21 18:05:00-07:00
1753145400000,6.7108,13.1979,0,0,1,273,68.0,73,59.01,68.0,29.91,29.9821,349,314100,17947,16466400,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 17:50:00-07:00
1753144500000,6.2634,12.0795,0,0,1,270,68.5,71,58.72,68.39,29.91,29.982,396,356400,17551,16152300,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 17:35:00-07:00
1753143600000,6.9345,12.9742,0,0,1,272,68.5,71,58.72,68.39,29.91,29.982,443,398700,17108,15795900,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 17:20:00-07:00
1753142700000,7.8293,13.4216,0,0,1,268,68.5,70,58.32,68.34,29.91,29.982,490,441000,16618,15397200,2025-07-17T04:20:00.000Z,2025-07-21,4.37,2025-07-21 17:05:00-07:00
1753141800000,6.7108,13.4216,0,0,1,264,69.4,69,58.78,69.28,29.92,29.9919,535,481500,16083,14956200,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 16:50:00-07:00
1753140900000,7.8293,15.4349,0,0,1,270,68.7,69,58.11,68.51,29.92,29.992,576,518400,15507,14474700,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 16:35:00-07:00
1753140000000,7.6056,14.7638,0,0,1,271,68.7,69,58.11,68.51,29.92,29.992,617,555300,14890,13956300,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 16:20:00-07:00
1753139100000,7.8293,13.6453,0,0,1,265,68.7,70,58.51,68.56,29.93,30.002,660,594000,14230,13401000,2025-07-17T04:20:00.000Z,2025-07-21,4.38,2025-07-21 16:05:00-07:00
1753138200000,7.8293,14.0927,0,0,1,267,68.9,70,58.7,68.78,29.93,30.002,681,612900,13549,12807000,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 15:50:00-07:00
1753137300000,7.3819,12.7505,0,0,1,263,70.0,68,58.94,69.9,29.94,30.0119,689,620100,12860,12194100,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 15:35:00-07:00
1753136400000,6.9345,12.7505,0,0,1,270,68.7,70,58.51,68.56,29.94,30.012,612,550800,12248,11574000,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 15:20:00-07:00
1753135500000,7.1582,13.4216,0,0,1,269,68.2,71,58.43,68.06,29.94,30.0121,560,504000,11688,11023200,2025-07-17T04:20:00.000Z,2025-07-21,4.39,2025-07-21 15:05:00-07:00
1753134600000,6.9345,12.5268,0,0,1,265,68.5,71,58.72,68.39,29.95,30.0221,550,495000,11138,10519200,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 14:50:00-07:00
1753133700000,6.0397,11.6321,0,0,1,269,68.5,72,59.11,68.43,29.95,30.0221,563,506700,10575,10024200,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 14:35:00-07:00
1753132800000,6.4871,11.4084,0,0,1,266,68.7,72,59.3,68.65,29.95,30.0221,597,537300,9978,9517500,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 14:20:00-07:00
1753131900000,8.9477,13.1979,0,0,1,234,68.4,73,59.4,68.37,29.95,30.0221,884,795600,9094,8980200,2025-07-17T04:20:00.000Z,2025-07-21,4.4,2025-07-21 14:05:00-07:00
1753131000000,8.5004,12.9742,0,0,1,234,68.7,72,59.3,68.65,29.96,30.0321,920,828000,8174,8184600,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 13:50:00-07:00
1753130100000,6.4871,11.8558,0,0,1,262,67.6,74,59.01,67.6,29.96,30.0322,622,559800,7552,7356600,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 13:35:00-07:00
1753129200000,6.7108,12.3031,0,0,1,267,67.6,74,59.01,67.6,29.97,30.0423,552,496800,7000,6796800,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 13:20:00-07:00
1753128300000,6.0397,12.7505,0,0,1,268,67.5,74,58.91,67.5,29.98,30.0523,589,530100,6411,6300000,2025-07-17T04:20:00.000Z,2025-07-21,4.42,2025-07-21 13:05:00-07:00
1753127400000,6.4871,12.9742,0,0,1,271,66.9,75,58.71,66.9,29.98,30.0524,603,542700,5808,5769900,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 12:50:00-07:00
1753126500000,6.4871,10.961,0,0,1,263,66.6,76,58.79,66.6,29.98,30.0524,544,489600,5264,5227200,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 12:35:00-07:00
1753125600000,5.3686,10.7373,0,0,1,258,66.6,76,58.79,66.6,29.98,30.0524,487,438300,4777,4737600,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 12:20:00-07:00
1753124700000,6.4871,11.1847,0,0,1,250,65.8,78,58.74,65.8,29.98,30.0525,468,421200,4309,4299300,2025-07-17T04:20:00.000Z,2025-07-21,4.51,2025-07-21 12:05:00-07:00
1753123800000,5.816,10.961,0,0,1,263,64.9,80,58.58,64.9,29.98,30.0527,465,418500,3844,3878100,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 11:50:00-07:00
1753122900000,5.3686,10.5136,0,0,1,268,65.1,80,58.77,65.1,29.98,30.0526,400,360000,3444,3459600,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 11:35:00-07:00
1753122000000,5.816,10.2899,0,0,1,247,64.8,81,58.83,64.8,29.98,30.0527,357,321300,3087,3099600,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 11:20:00-07:00
1753121100000,6.2634,10.5136,0,0,1,251,64.6,81,58.63,64.6,29.98,30.0527,415,373500,2672,2778300,2025-07-17T04:20:00.000Z,2025-07-21,4.46,2025-07-21 11:05:00-07:00
1753120200000,6.0397,10.5136,0,0,1,248,64.2,83,58.92,64.2,29.98,30.0528,388,349200,2284,2404800,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 10:50:00-07:00
1753119300000,6.4871,10.0662,0,0,1,240,63.3,85,58.71,63.3,29.98,30.0529,388,349200,1896,2055600,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 10:35:00-07:00
1753118400000,6.4871,9.8425,0,0,1,243,62.2,88,58.6,62.2,29.98,30.053,349,314100,1547,1706400,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 10:20:00-07:00
1753117500000,5.3686,9.6188,0,0,1,264,61.9,90,58.93,61.9,29.98,30.0531,286,257400,1261,1392300,2025-07-17T04:20:00.000Z,2025-07-21,4.4,2025-07-21 10:05:00-07:00
1753116600000,4.0265,8.7241,0,0,1,273,61.0,91,58.35,61.0,29.99,30.0632,224,201600,1037,1134900,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 09:50:00-07:00
1753115700000,2.4606,6.2634,0,0,1,274,60.8,92,58.46,60.8,29.99,30.0633,176,158400,861,933300,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 09:35:00-07:00
1753114800000,3.5791,7.1582,0,0,1,276,60.6,93,58.56,60.6,29.99,30.0633,148,133200,713,774900,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 09:20:00-07:00
1753113900000,3.3554,6.4871,0,0,1,276,60.4,93,58.36,60.4,29.99,30.0633,133,119700,580,641700,2025-07-17T04:20:00.000Z,2025-07-21,4.24,2025-07-21 09:05:00-07:00
1753113000000,2.908,5.816,0,0,1,272,60.4,94,58.66,60.4,29.99,30.0633,127,114300,453,522000,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 08:50:00-07:00
1753112100000,2.908,5.145,0,0,1,243,60.3,94,58.56,60.3,29.98,30.0533,115,103500,338,407700,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 08:35:00-07:00
1753111200000,2.908,4.4739,0,0,1,243,59.7,94,57.97,59.7,29.98,30.0534,98,88200,240,304200,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 08:20:00-07:00
1753110300000,2.6843,4.9213,0,0,1,243,59.7,94,57.97,59.7,29.98,30.0534,68,61200,172,216000,2025-07-17T04:20:00.000Z,2025-07-21,4.25,2025-07-21 08:05:00-07:00
1753109400000,2.2369,4.4739,0,0,1,243,59.5,94,57.77,59.5,29.98,30.0534,54,48600,118,154800,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 07:50:00-07:00
1753108500000,2.2369,4.2502,0,0,1,243,59.5,94,57.77,59.5,29.98,30.0534,43,38700,75,106200,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 07:35:00-07:00
1753107600000,0.0,3.8028,0,0,1,119,59.5,94,57.77,59.5,29.97,30.0434,34,30600,41,67500,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 07:20:00-07:00
1753106700000,0.0,1.3422,0,0,1,118,59.4,94,57.67,59.4,29.97,30.0434,25,22500,16,36900,2025-07-17T04:20:00.000Z,2025-07-21,4.25,2025-07-21 07:05:00-07:00
1753105800000,0.0,0.0,0,0,1,118,59.2,94,57.47,59.2,29.96,30.0334,10,9000,6,14400,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 06:50:00-07:00
1753104900000,0.0,0.0,0,0,1,118,59.2,94,57.47,59.2,29.96,30.0334,5,4500,1,5400,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 06:35:00-07:00
1753104000000,0.0,0.0,0,0,1,118,59.2,93,57.18,59.2,29.96,30.0334,1,900,0,900,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 06:20:00-07:00
1753103100000,0.0,0.0,0,0,1,118,59.2,93,57.18,59.2,29.96,30.0334,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,4.26,2025-07-21 06:05:00-07:00
1753102200000,0.6711,2.6843,0,0,1,118,59.0,93,56.98,59.0,29.96,30.0334,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 05:50:00-07:00
1753101300000,0.4474,1.5659,0,0,1,118,59.0,92,56.68,59.0,29.95,30.0234,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 05:35:00-07:00
1753100400000,0.2237,1.3422,0,0,1,118,59.0,92,56.68,59.0,29.95,30.0234,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 05:20:00-07:00
1753099500000,1.5659,3.1317,0,0,1,118,59.0,92,56.68,59.0,29.94,30.0134,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,4.27,2025-07-21 05:05:00-07:00
1753098600000,1.5659,3.8028,0,0,1,118,59.0,91,56.37,59.0,29.94,30.0134,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 04:50:00-07:00
1753097700000,1.3422,3.3554,0,0,1,118,58.8,91,56.18,58.8,29.94,30.0134,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 04:35:00-07:00
1753096800000,2.0132,3.8028,0,0,1,118,58.8,91,56.18,58.8,29.94,30.0134,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 04:20:00-07:00
1753095900000,2.908,5.145,0,0,1,118,58.6,91,55.98,58.6,29.94,30.0134,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,4.27,2025-07-21 04:05:00-07:00
1753095000000,2.908,5.145,0,0,1,118,58.6,92,56.28,58.6,29.94,30.0134,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 03:50:00-07:00
