dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,batt1volts,local_time
1753094100000,2.2369,5.145,0,0,1,118,59.0,92,56.68,59.0,29.94,30.0134,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 03:35:00-07:00
1753093200000,2.908,5.816,0,0,1,118,58.8,93,56.78,58.8,29.94,30.0134,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 03:20:00-07:00
1753092300000,4.2502,8.5004,0,0,1,113,58.8,93,56.78,58.8,29.94,30.0134,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,4.28,2025-07-21 03:05:00-07:00
1753091400000,4.2502,7.8293,0,0,1,113,59.0,93,56.98,59.0,29.94,30.0134,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 02:50:00-07:00
1753090500000,3.5791,8.053,0,0,1,106,59.2,93,57.18,59.2,29.94,30.0134,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 02:35:00-07:00
1753089600000,4.2502,8.053,0,0,1,114,59.2,93,57.18,59.2,29.94,30.0134,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 02:20:00-07:00
1753088700000,4.6976,8.5004,0,0,1,116,59.4,93,57.37,59.4,29.95,30.0234,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,4.28,2025-07-21 02:05:00-07:00
1753087800000,3.5791,8.5004,0,0,1,105,59.5,93,57.47,59.5,29.95,30.0233,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 01:50:00-07:00
1753086900000,2.908,8.5004,0,0,1,89,59.4,93,57.37,59.4,29.95,30.0234,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 01:35:00-07:00
1753086000000,2.4606,12.0795,0,0,1,51,59.4,92,57.07,59.4,29.95,30.0234,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 01:20:00-07:00
1753085100000,3.1317,7.8293,0,0,1,91,59.5,92,57.17,59.5,29.95,30.0233,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,4.29,2025-07-21 01:05:00-07:00
1753084200000,2.908,9.1714,0,0,1,108,59.4,92,57.07,59.4,29.95,30.0234,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 00:50:00-07:00
1753083300000,3.5791,10.5136,0,0,1,91,59.4,92,57.07,59.4,29.95,30.0234,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 00:35:00-07:00
1753082400000,2.6843,8.2767,0,0,1,95,59.2,92,56.88,59.2,29.95,30.0234,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,,2025-07-21 00:20:00-07:00
1753081500000,1.7895,6.0397,0,0,1,54,59.0,92,56.68,59.0,29.95,30.0234,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-21,4.29,2025-07-21 00:05:00-07:00
