dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,date,batt1volts,lastRain,local_time
1777049520000,0.0,1.3422,0,0,1,34,62.8,78,55.83,29.94,30.0359,114,102600,669,704700,,,62.8,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 09:52:00-07:00
1777048620000,1.1185,2.2369,0,0,1,34,63.0,78,56.03,29.95,30.0459,101,90900,568,602100,,,63.0,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 09:37:00-07:00
1777047720000,0.0,1.1185,0,0,1,34,63.5,78,56.51,29.94,30.0358,111,99900,457,511200,,,63.5,2026-04-24,4.27,2026-04-22T07:37:00.000Z,2026-04-24 09:22:00-07:00
1777046820000,0.0,2.0132,0,0,1,34,63.0,78,56.03,29.94,30.0359,56,50400,401,411300,,,63.0,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 09:07:00-07:00
1777045920000,0.2237,4.0265,0,0,1,34,62.2,79,55.6,29.94,30.0361,82,73800,319,360900,,,62.2,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 08:52:00-07:00
1777045020000,0.0,0.8948,0,0,1,34,61.2,80,54.98,29.94,30.0362,63,56700,256,287100,,,61.2,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 08:37:00-07:00
1777044120000,0.2237,2.4606,0,0,1,34,60.6,79,54.05,29.93,30.0263,54,48600,202,230400,,,60.6,2026-04-24,4.26,2026-04-22T07:37:00.000Z,2026-04-24 08:22:00-07:00
1777043220000,0.6711,3.5791,0,0,1,34,59.4,82,53.9,29.93,30.0265,71,63900,131,181800,,,59.4,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 08:07:00-07:00
1777042320000,0.0,0.0,0,0,1,34,56.3,85,51.85,29.93,30.0271,45,40500,86,117900,,,56.3,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 07:52:00-07:00
1777041420000,0.0,0.0,0,0,1,34,54.3,85,49.89,29.93,30.0275,42,37800,44,77400,,,54.3,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 07:37:00-07:00
1777040520000,0.0,0.0,0,0,1,34,52.9,85,48.51,29.93,30.0278,23,20700,21,39600,,,52.9,2026-04-24,4.25,2026-04-22T07:37:00.000Z,2026-04-24 07:22:00-07:00
1777039620000,0.0,0.0,0,0,1,34,52.2,85,47.83,29.93,30.0279,12,10800,9,18900,,,52.2,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 07:07:00-07:00
1777038720000,0.0,0.0,0,0,1,34,52.2,85,47.83,29.92,30.0179,7,6300,0,6300,,,52.2,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 06:52:00-07:00
1777037820000,0.0,0.0,0,0,1,34,52.5,83,47.49,29.92,30.0178,2,1800,7,1800,America/Los_Angeles,True,52.5,2026-04-24,,,2026-04-24 06:37:00-07:00
1777036920000,1.1185,2.4606,0,0,1,34,53.4,79,47.05,29.91,30.0076,0,0,0,0,,,53.4,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 06:22:00-07:00
1777036020000,1.7895,2.4606,0,0,1,34,53.1,82,47.75,29.9,29.9976,0,0,0,0,,,53.1,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 06:07:00-07:00
1777035120000,0.2237,2.6843,0,0,1,34,51.8,89,48.66,29.89,29.9878,0,0,0,0,,,51.8,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 05:52:00-07:00
1777034220000,0.0,0.0,0,0,1,34,51.3,90,48.47,29.89,29.9879,0,0,0,0,,,51.3,2026-04-24,4.27,2026-04-22T07:37:00.000Z,2026-04-24 05:37:00-07:00
1777033320000,0.0,0.0,0,0,1,34,51.4,90,48.57,29.89,29.9879,0,0,0,0,,,51.4,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 05:22:00-07:00
1777032420000,0.0,0.0,0,0,1,34,51.4,90,48.57,29.89,29.9879,0,0,0,0,,,51.4,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 05:07:00-07:00
1777031520000,0.0,0.0,0,0,1,34,51.1,89,47.97,29.89,29.988,0,0,0,0,,,51.1,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 04:52:00-07:00
1777030620000,0.0,0.0,0,0,1,34,51.1,88,47.67,29.89,29.988,0,0,0,0,,,51.1,2026-04-24,4.27,2026-04-22T07:37:00.000Z,2026-04-24 04:37:00-07:00
1777029720000,0.0,0.0,0,0,1,34,50.9,88,47.47,29.9,29.9981,0,0,0,0,,,50.9,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 04:22:00-07:00
1777028820000,0.0,0.0,0,0,1,34,51.4,88,47.97,29.89,29.9879,0,0,0,0,,,51.4,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 04:07:00-07:00
1777027920000,0.0,0.0,0,0,1,34,51.8,88,48.36,29.89,29.9878,0,0,0,0,America/Los_Angeles,True,51.8,2026-04-24,,,2026-04-24 03:52:00-07:00
1777027020000,0.0,0.0,0,0,1,34,52.3,89,49.15,29.88,29.9777,0,0,0,0,,,52.3,2026-04-24,4.28,2026-04-22T07:37:00.000Z,2026-04-24 03:37:00-07:00
1777026120000,0.0,0.0,0,0,1,34,52.5,89,49.35,29.88,29.9777,0,0,0,0,,,52.5,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 03:22:00-07:00
1777025220000,0.0,0.0,0,0,1,34,52.5,90,49.65,29.88,29.9777,0,0,0,0,,,52.5,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 03:07:00-07:00
1777024320000,0.0,0.0,0,0,1,34,52.9,88,49.44,29.89,29.9876,0,0,0,0,,,52.9,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 02:52:00-07:00
1777023420000,0.0,0.0,0,0,1,34,53.1,89,49.94,29.89,29.9876,0,0,0,0,,,53.1,2026-04-24,4.28,2026-04-22T07:37:00.000Z,2026-04-24 02:37:00-07:00
1777022520000,0.0,0.0,0,0,1,34,53.4,90,50.54,29.9,29.9976,0,0,0,0,,,53.4,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 02:22:00-07:00
1777021620000,0.0,0.0,0,0,1,34,53.6,90,50.74,29.9,29.9975,0,0,0,0,,,53.6,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 02:07:00-07:00
1777020720000,0.0,0.0,0,0,1,34,53.6,89,50.44,29.9,29.9975,0,0,0,0,,,53.6,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 01:52:00-07:00
1777019820000,0.0,0.0,0,0,1,34,53.4,89,50.24,29.91,30.0076,0,0,0,0,,,53.4,2026-04-24,4.29,2026-04-22T07:37:00.000Z,2026-04-24 01:37:00-07:00
1777018920000,0.0,0.0,0,0,1,34,53.2,87,49.43,29.91,30.0076,0,0,0,0,,,53.2,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 01:22:00-07:00
1777018020000,0.2237,1.5659,0,0,1,34,53.4,85,49.0,29.92,30.0176,0,0,0,0,,,53.4,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 01:07:00-07:00
1777017120000,0.0,0.0,0,0,1,34,53.6,83,48.56,29.92,30.0176,0,0,0,0,,,53.6,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 00:52:00-07:00
1777016220000,0.0,0.0,0,0,1,34,54.1,81,48.4,29.92,30.0175,0,0,0,0,,,54.1,2026-04-24,4.3,2026-04-22T07:37:00.000Z,2026-04-24 00:37:00-07:00
1777015320000,0.0,0.0,0,0,1,34,54.7,79,48.32,29.91,30.0074,0,0,0,0,,,54.7,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 00:22:00-07:00
1777014420000,0.0,0.0,0,0,1,34,55.4,77,48.31,29.91,30.0072,0,0,0,0,,,55.4,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 00:07:00-07:00
