dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,date,batt1volts,lastRain,local_time
1777099920000,0.0,0.0,0,0,1,31,54.0,85,49.59,29.89,29.9874,0,0,0,14722200,America/Los_Angeles,True,54.0,2026-04-24,,,2026-04-24 23:52:00-07:00
1777099020000,0.0,1.1185,0,0,1,31,54.5,85,50.08,29.89,29.9873,0,0,0,14722200,America/Los_Angeles,True,54.5,2026-04-24,,,2026-04-24 23:37:00-07:00
1777098120000,0.0,1.3422,0,0,1,31,55.0,86,50.89,29.89,29.9872,0,0,0,14722200,America/Los_Angeles,True,55.0,2026-04-24,4.3,,2026-04-24 23:22:00-07:00
1777097220000,0.0,1.3422,0,0,1,31,55.8,84,51.04,29.89,29.9871,0,0,16358,14722200,,,55.8,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 23:07:00-07:00
1777096320000,0.0,0.0,0,0,1,31,56.5,82,51.07,29.89,29.987,0,0,16358,14722200,,,56.5,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 22:52:00-07:00
1777095420000,0.0,0.0,0,0,1,31,57.0,81,51.23,29.89,29.9869,0,0,16358,14722200,,,57.0,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 22:37:00-07:00
1777094520000,0.2237,1.5659,0,0,1,31,57.9,80,51.77,29.89,29.9867,0,0,16358,14722200,,,57.9,2026-04-24,4.31,2026-04-22T07:37:00.000Z,2026-04-24 22:22:00-07:00
1777093620000,0.0,1.5659,0,0,1,31,58.6,77,51.41,29.89,29.9866,0,0,16358,14722200,,,58.6,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 22:07:00-07:00
1777092720000,0.2237,2.0132,0,0,1,31,59.0,76,51.44,29.88,29.9765,0,0,16358,14722200,,,59.0,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 21:52:00-07:00
1777091820000,0.2237,2.0132,0,0,1,31,58.3,74,50.05,29.87,29.9666,0,0,16358,14722200,,,58.3,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 21:37:00-07:00
1777090920000,0.0,0.0,0,0,1,31,58.6,73,49.97,29.87,29.9665,0,0,16358,14722200,,,58.6,2026-04-24,4.32,2026-04-22T07:37:00.000Z,2026-04-24 21:22:00-07:00
1777090020000,0.0,0.0,0,0,1,31,59.5,70,49.71,29.86,29.9563,0,0,16358,14722200,,,59.5,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 21:07:00-07:00
1777089120000,0.0,0.0,0,0,1,31,60.4,66,48.99,29.86,29.9561,0,0,16358,14722200,,,60.4,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 20:52:00-07:00
1777088220000,0.0,0.0,0,0,1,31,61.5,63,48.78,29.85,29.9459,0,0,16358,14722200,,,61.5,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 20:37:00-07:00
1777087320000,0.8948,4.9213,0,0,1,31,63.1,57,47.62,29.84,29.9356,0,0,16358,14722200,,,63.1,2026-04-24,4.3,2026-04-22T07:37:00.000Z,2026-04-24 20:22:00-07:00
1777086420000,1.7895,6.7108,0,0,1,294,62.4,62,49.21,29.84,29.9357,0,0,16358,14722200,,,62.4,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 20:07:00-07:00
1777085520000,0.0,1.5659,0,0,1,214,61.5,73,52.76,29.84,29.9359,0,0,16358,14722200,,,61.5,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 19:52:00-07:00
1777084620000,0.0,2.0132,0,0,1,214,62.1,73,53.34,29.84,29.9358,2,1800,16356,14722200,,,62.1,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 19:37:00-07:00
1777083720000,0.6711,2.6843,0,0,1,214,63.0,71,53.44,29.84,29.9356,5,4500,16351,14720400,,,63.0,2026-04-24,4.32,2026-04-22T07:37:00.000Z,2026-04-24 19:22:00-07:00
1777082820000,1.1185,3.5791,0,0,1,214,63.5,70,53.54,29.84,29.9355,10,9000,16341,14715900,,,63.5,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 19:07:00-07:00
1777081920000,1.1185,4.9213,0,0,1,214,63.3,73,54.49,29.84,29.9355,16,14400,16325,14706900,,,63.3,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 18:52:00-07:00
1777081020000,2.2369,4.6976,0,0,1,214,63.1,74,54.67,29.84,29.9356,20,18000,16305,14692500,,,63.1,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 18:37:00-07:00
1777080120000,2.2369,5.816,0,0,1,214,63.1,74,54.67,29.84,29.9356,27,24300,16278,14674500,,,63.1,2026-04-24,4.33,2026-04-22T07:37:00.000Z,2026-04-24 18:22:00-07:00
1777079220000,2.908,5.816,0,0,1,214,63.5,73,54.69,29.84,29.9355,30,27000,16248,14650200,,,63.5,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 18:07:00-07:00
1777078320000,3.1317,7.1582,0,0,1,215,63.3,74,54.87,29.84,29.9355,34,30600,16214,14623200,,,63.3,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 17:52:00-07:00
1777077420000,2.0132,4.6976,0,0,1,222,64.0,74,55.54,29.84,29.9354,39,35100,16175,14592600,,,64.0,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 17:37:00-07:00
1777076520000,2.0132,5.5923,0,0,1,220,63.7,75,55.62,29.84,29.9355,46,41400,16129,14557500,,,63.7,2026-04-24,4.34,2026-04-22T07:37:00.000Z,2026-04-24 17:22:00-07:00
1777075620000,1.7895,4.4739,0,0,1,223,64.2,73,55.36,29.85,29.9454,55,49500,16074,14516100,,,64.2,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 17:07:00-07:00
1777074720000,0.2237,4.0265,0,0,1,211,64.8,72,55.56,29.85,29.9453,58,52200,16016,14466600,,,64.8,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 16:52:00-07:00
1777073820000,1.3422,5.5923,0,0,1,208,64.4,72,55.17,29.86,29.9554,76,68400,15940,14414400,,,64.4,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 16:37:00-07:00
1777072920000,2.2369,5.5923,0,0,1,208,63.7,74,55.25,29.86,29.9555,143,128700,15797,14346000,,,63.7,2026-04-24,4.36,2026-04-22T07:37:00.000Z,2026-04-24 16:22:00-07:00
1777072020000,0.8948,5.5923,0,0,1,205,64.4,73,55.55,29.87,29.9654,131,117900,15666,14217300,,,64.4,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 16:07:00-07:00
1777071120000,1.3422,4.4739,0,0,1,255,64.4,73,55.55,29.88,29.9755,165,148500,15501,14099400,,,64.4,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 15:52:00-07:00
1777070220000,1.1185,4.4739,0,0,1,230,64.9,72,55.65,29.88,29.9754,117,105300,15384,13950900,,,64.9,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 15:37:00-07:00
1777069320000,2.2369,7.6056,0,0,1,216,65.1,73,56.22,29.89,29.9854,212,190800,15172,13845600,,,65.1,2026-04-24,4.52,2026-04-22T07:37:00.000Z,2026-04-24 15:22:00-07:00
1777068420000,1.5659,4.6976,0,0,1,220,65.5,72,56.23,29.89,29.9853,506,455400,14666,13654800,,,65.5,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 15:07:00-07:00
1777067520000,1.3422,5.3686,0,0,1,218,65.3,73,56.42,29.9,29.9954,775,697500,13891,13199400,,,65.3,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 14:52:00-07:00
1777066620000,3.1317,5.145,0,0,1,220,65.5,74,56.99,29.9,29.9953,694,624600,13197,12501900,,,65.5,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 14:37:00-07:00
1777065720000,2.6843,4.4739,0,0,1,216,66.4,71,56.7,29.9,29.9952,541,486900,12656,11877300,,,66.4,2026-04-24,4.6,2026-04-22T07:37:00.000Z,2026-04-24 14:22:00-07:00
1777064820000,2.908,5.3686,0,0,1,199,66.9,68,55.99,29.9,29.9951,848,763200,11808,11390400,,,66.9,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 14:07:00-07:00
1777063920000,1.7895,4.4739,0,0,1,279,67.5,67,56.15,29.9,29.995,881,792900,10927,10627200,,,67.5,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 13:52:00-07:00
1777063020000,1.7895,4.9213,0,0,1,271,67.1,69,56.58,29.9,29.995,907,816300,10020,9834300,,,67.1,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 13:37:00-07:00
1777062120000,2.6843,6.0397,0,0,1,225,66.2,71,56.51,29.91,30.0052,906,815400,9114,9018000,,,66.2,2026-04-24,4.62,2026-04-22T07:37:00.000Z,2026-04-24 13:22:00-07:00
1777061220000,3.1317,4.6976,0,0,1,221,66.4,72,57.09,29.9,29.9952,909,818100,8205,8202600,,,66.4,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 13:07:00-07:00
1777060320000,2.2369,4.9213,0,0,1,240,66.4,72,57.09,29.91,30.0052,909,818100,7296,7384500,,,66.4,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 12:52:00-07:00
1777059420000,2.6843,4.4739,0,0,1,216,65.8,74,57.28,29.91,30.0053,904,813600,6392,6566400,,,65.8,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 12:37:00-07:00
1777058520000,3.1317,5.145,0,0,1,216,65.1,75,56.97,29.92,30.0155,879,791100,5513,5752800,,,65.1,2026-04-24,4.64,2026-04-22T07:37:00.000Z,2026-04-24 12:22:00-07:00
1777057620000,2.908,4.6976,0,0,1,216,65.1,75,56.97,29.93,30.0255,824,741600,3861,4216500,,,65.1,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 12:07:00-07:00
1777056720000,2.2369,4.2502,0,0,1,207,65.1,76,57.34,29.93,30.0255,828,745200,4685,4220100,America/Los_Angeles,True,65.1,2026-04-24,,,2026-04-24 11:52:00-07:00
1777055820000,1.1185,4.2502,0,0,1,169,64.6,76,56.86,29.93,30.0256,445,400500,3416,3474900,,,64.6,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 11:37:00-07:00
1777054920000,0.8948,2.4606,0,0,1,26,64.9,76,57.15,29.94,30.0356,647,582300,2769,3074400,,,64.9,2026-04-24,4.59,2026-04-22T07:37:00.000Z,2026-04-24 11:22:00-07:00
1777054020000,1.1185,2.2369,0,0,1,26,64.8,76,57.05,29.94,30.0356,524,471600,2245,2492100,,,64.8,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 11:07:00-07:00
1777053120000,0.6711,2.2369,0,0,1,26,64.6,76,56.86,29.94,30.0356,236,212400,2009,2020500,,,64.6,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 10:52:00-07:00
1777052220000,0.6711,2.0132,0,0,1,30,64.4,76,56.66,29.94,30.0357,334,300600,1675,1808100,,,64.4,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 10:37:00-07:00
1777051320000,0.0,0.0,0,0,1,34,63.3,78,56.32,29.94,30.0359,501,450900,1174,1507500,,,63.3,2026-04-24,4.39,2026-04-22T07:37:00.000Z,2026-04-24 10:22:00-07:00
1777050420000,0.2237,2.2369,0,0,1,34,62.6,78,55.64,29.94,30.036,391,351900,783,1056600,,,62.6,2026-04-24,,2026-04-22T07:37:00.000Z,2026-04-24 10:07:00-07:00
