dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,batt1volts,tz,historical,local_time
1741793400000,0,2.0132,0,0,1,150,52.7,93,29.93,30.0278,12,2160,0,10800,52.7,50.73,2025-03-12,,,,2025-03-12 08:30:00-07:00
1741792500000,0,0.0,0,0,1,150,52.7,91,29.93,30.0278,12,2160,18,27000,52.7,50.15,2025-03-12,4.02,America/Los_Angeles,True,2025-03-12 08:15:00-07:00
1741791600000,0,0.0,0,0,1,150,52.5,90,29.93,30.0278,12,2160,12,16200,52.5,49.65,2025-03-12,,America/Los_Angeles,True,2025-03-12 08:00:00-07:00
1741790700000,0,0.0,0,0,1,150,52.3,90,29.93,30.0279,6,1080,12,5400,52.3,49.45,2025-03-12,,America/Los_Angeles,True,2025-03-12 07:45:00-07:00
1741789800000,0,0.0,0,0,1,150,52.0,91,29.93,30.0279,0,0,12,0,52.0,49.45,2025-03-12,,America/Los_Angeles,True,2025-03-12 07:30:00-07:00
1741788900000,0,0.0,0,0,1,150,51.8,91,29.92,30.0179,0,0,12,0,51.8,49.26,2025-03-12,4.01,America/Los_Angeles,True,2025-03-12 07:15:00-07:00
1741788000000,0,0.0,0,0,1,150,51.3,91,29.92,30.018,0,0,12,0,51.3,48.76,2025-03-12,,America/Los_Angeles,True,2025-03-12 07:00:00-07:00
1741787100000,0,0.0,0,0,1,150,50.9,92,29.92,30.0181,0,0,12,0,50.9,48.66,2025-03-12,,America/Los_Angeles,True,2025-03-12 06:45:00-07:00
1741786200000,0,0.0,0,0,1,150,50.5,93,29.92,30.0182,0,0,12,0,50.5,48.55,2025-03-12,,America/Los_Angeles,True,2025-03-12 06:30:00-07:00
1741785300000,0,0.0,0,0,1,150,50.4,93,29.91,30.0082,0,0,12,0,50.4,48.45,2025-03-12,4.01,America/Los_Angeles,True,2025-03-12 06:15:00-07:00
1741784400000,0,0.0,0,0,1,150,50.2,92,29.91,30.0082,0,0,12,0,50.2,47.97,2025-03-12,,America/Los_Angeles,True,2025-03-12 06:00:00-07:00
1741783500000,0,0.0,0,0,1,150,49.8,93,29.91,30.0083,0,0,12,0,49.8,47.86,2025-03-12,,America/Los_Angeles,True,2025-03-12 05:45:00-07:00
1741782600000,0,0.0,0,0,1,150,49.5,93,29.9,29.9983,0,0,12,0,49.5,47.56,2025-03-12,,America/Los_Angeles,True,2025-03-12 05:30:00-07:00
1741781700000,0,0.0,0,0,1,150,49.3,93,29.9,29.9984,0,0,12,0,49.3,47.36,2025-03-12,4.01,America/Los_Angeles,True,2025-03-12 05:15:00-07:00
1741780800000,0,0.0,0,0,1,150,48.7,93,29.9,29.9985,0,0,12,0,48.7,46.77,2025-03-12,,America/Los_Angeles,True,2025-03-12 05:00:00-07:00
1741779900000,0,0.0,0,0,1,150,48.2,93,29.9,29.9986,0,0,12,0,48.2,46.27,2025-03-12,,America/Los_Angeles,True,2025-03-12 04:45:00-07:00
1741779000000,0,0.0,0,0,1,150,47.8,93,29.89,29.9886,0,0,12,0,47.8,45.88,2025-03-12,,America/Los_Angeles,True,2025-03-12 04:30:00-07:00
1741778100000,0,0.0,0,0,1,150,47.5,93,29.89,29.9887,0,0,12,0,47.5,45.58,2025-03-12,4.01,America/Los_Angeles,True,2025-03-12 04:15:00-07:00
1741777200000,0,0.0,0,0,1,150,47.3,93,29.88,29.9787,0,0,12,0,47.3,45.38,2025-03-12,,America/Los_Angeles,True,2025-03-12 04:00:00-07:00
1741776300000,0,0.0,0,0,1,150,46.9,93,29.88,29.9788,0,0,12,0,46.9,44.98,2025-03-12,,America/Los_Angeles,True,2025-03-12 03:45:00-07:00
1741775400000,0,1.5659,0,0,1,150,46.6,93,29.88,29.9788,0,0,12,0,46.6,44.69,2025-03-12,,America/Los_Angeles,True,2025-03-12 03:30:00-07:00
1741774500000,0,0.0,0,0,1,150,46.6,93,29.88,29.9788,0,0,12,0,46.6,44.69,2025-03-12,4.01,America/Los_Angeles,True,2025-03-12 03:15:00-07:00
1741773600000,0,0.0,0,0,1,150,46.8,93,29.88,29.9788,0,0,12,0,46.8,44.88,2025-03-12,,America/Los_Angeles,True,2025-03-12 03:00:00-07:00
1741772700000,0,0.0,0,0,1,150,46.9,93,29.89,29.9888,0,0,12,0,46.9,44.98,2025-03-12,,America/Los_Angeles,True,2025-03-12 02:45:00-07:00
1741771800000,0,0.0,0,0,1,150,46.9,92,29.89,29.9888,0,0,12,0,46.9,44.7,2025-03-12,,America/Los_Angeles,True,2025-03-12 02:30:00-07:00
1741770900000,0,0.0,0,0,1,150,47.1,92,29.89,29.9888,0,0,12,0,47.1,44.9,2025-03-12,4.01,America/Los_Angeles,True,2025-03-12 02:15:00-07:00
1741770000000,0,0.0,0,0,1,150,47.1,93,29.9,29.9988,0,0,12,0,47.1,45.18,2025-03-12,,America/Los_Angeles,True,2025-03-12 02:00:00-07:00
1741769100000,0,0.0,0,0,1,150,47.5,93,29.9,29.9987,0,0,12,0,47.5,45.58,2025-03-12,,America/Los_Angeles,True,2025-03-12 01:45:00-07:00
1741768200000,0,0.0,0,0,1,150,47.7,92,29.9,29.9987,0,0,12,0,47.7,45.49,2025-03-12,,America/Los_Angeles,True,2025-03-12 01:30:00-07:00
1741767300000,0,0.0,0,0,1,150,47.8,92,29.9,29.9987,0,0,12,0,47.8,45.59,2025-03-12,4.01,America/Los_Angeles,True,2025-03-12 01:15:00-07:00
1741766400000,0,0.0,0,0,1,150,48.0,92,29.9,29.9986,0,0,12,0,48.0,45.79,2025-03-12,,America/Los_Angeles,True,2025-03-12 01:00:00-07:00
1741765500000,0,0.0,0,0,1,150,48.2,91,29.91,30.0086,0,0,12,0,48.2,45.7,2025-03-12,,America/Los_Angeles,True,2025-03-12 00:45:00-07:00
1741764600000,0,0.0,0,0,1,150,48.6,90,29.91,30.0085,0,0,12,0,48.6,45.8,2025-03-12,,America/Los_Angeles,True,2025-03-12 00:30:00-07:00
1741763700000,0,0.0,0,0,1,150,48.7,90,29.91,30.0085,0,0,12,0,48.7,45.9,2025-03-12,4.02,America/Los_Angeles,True,2025-03-12 00:15:00-07:00
1741762800000,0,0.0,0,0,1,150,49.1,89,29.91,30.0084,0,0,12,4653000,49.1,46.0,2025-03-12,,America/Los_Angeles,True,2025-03-12 00:00:00-07:00
