dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,local_time
1747810200000,0.0,1.3422,0,0,1,10,59.9,84,4.29,29.84,29.913,0,0,29962,26965800,59.9,55.05,2025-05-20,,,2025-05-20 23:50:00-07:00
1747809300000,0.8948,2.6843,0,0,1,10,59.9,84,,29.84,29.913,0,0,29962,26965800,59.9,55.05,2025-05-20,,,2025-05-20 23:35:00-07:00
1747808400000,0.4474,2.2369,0,0,1,10,60.1,85,,29.84,29.913,0,0,29962,26965800,60.1,55.57,2025-05-20,,,2025-05-20 23:20:00-07:00
1747807500000,1.3422,4.4739,0,0,1,10,60.4,84,,29.85,29.923,0,0,29962,26965800,60.4,55.54,2025-05-20,America/Los_Angeles,True,2025-05-20 23:05:00-07:00
1747806600000,0.6711,3.1317,0,0,1,10,60.8,83,4.29,29.85,29.9229,0,0,29962,26965800,60.8,55.6,2025-05-20,,,2025-05-20 22:50:00-07:00
1747805700000,0.6711,5.816,0,0,1,123,60.3,83,,29.85,29.923,0,0,29962,26965800,60.3,55.11,2025-05-20,,,2025-05-20 22:35:00-07:00
1747804800000,0.0,0.0,0,0,1,150,60.1,82,,29.85,29.923,0,0,29962,26965800,60.1,54.58,2025-05-20,,,2025-05-20 22:20:00-07:00
1747803900000,0.0,2.0132,0,0,1,150,60.4,82,,29.84,29.9129,0,0,29962,26965800,60.4,54.88,2025-05-20,,,2025-05-20 22:05:00-07:00
1747803000000,0.4474,4.0265,0,0,1,150,60.1,82,4.3,29.85,29.923,0,0,29962,26965800,60.1,54.58,2025-05-20,,,2025-05-20 21:50:00-07:00
1747802100000,0.0,3.3554,0,0,1,150,60.4,81,,29.84,29.9129,0,0,29962,26965800,60.4,54.54,2025-05-20,,,2025-05-20 21:35:00-07:00
1747801200000,0.0,0.0,0,0,1,150,61.0,81,,29.84,29.9129,0,0,29962,26965800,61.0,55.12,2025-05-20,,,2025-05-20 21:20:00-07:00
1747800300000,0.0,0.0,0,0,1,150,61.0,81,,29.84,29.9129,0,0,29962,26965800,61.0,55.12,2025-05-20,,,2025-05-20 21:05:00-07:00
1747799400000,0.0,1.5659,0,0,1,150,61.0,82,,29.84,29.9129,0,0,29962,26965800,61.0,55.46,2025-05-20,,,2025-05-20 20:50:00-07:00
1747798500000,0.2237,2.0132,0,0,1,150,61.9,81,,29.84,29.9127,0,0,29962,26965800,61.9,56.0,2025-05-20,,,2025-05-20 20:35:00-07:00
1747797600000,0.2237,1.7895,0,0,1,150,62.8,80,,29.84,29.9126,0,0,29962,26965800,62.8,56.53,2025-05-20,,,2025-05-20 20:20:00-07:00
1747796700000,0.0,0.0,0,0,1,150,63.1,80,4.31,29.83,29.9025,3,2700,29959,26965800,63.1,56.83,2025-05-20,,,2025-05-20 20:05:00-07:00
1747795800000,0.6711,3.1317,0,0,1,150,63.5,81,,29.83,29.9025,12,10800,29947,26963100,63.5,57.56,2025-05-20,,,2025-05-20 19:50:00-07:00
1747794900000,0.2237,2.908,0,0,1,173,64.2,80,,29.84,29.9124,32,28800,29842,26886600,64.2,57.9,2025-05-20,,,2025-05-20 19:35:00-07:00
1747794000000,1.1185,4.4739,0,0,1,173,65.3,78,,29.83,29.9022,73,65700,29874,26923500,65.3,58.26,2025-05-20,America/Los_Angeles,True,2025-05-20 19:20:00-07:00
1747793100000,1.1185,5.145,0,0,1,173,64.6,80,,29.83,29.9023,108,97200,29734,26857800,64.6,58.28,2025-05-20,,,2025-05-20 19:05:00-07:00
1747792200000,3.3554,6.2634,0,0,1,173,64.9,80,,29.83,29.9023,147,132300,29587,26760600,64.9,58.58,2025-05-20,,,2025-05-20 18:50:00-07:00
1747791300000,4.2502,7.6056,0,0,1,173,66.7,78,,29.83,29.902,190,171000,29163,26417700,66.7,59.62,2025-05-20,,,2025-05-20 18:35:00-07:00
1747790400000,3.8028,7.1582,0,0,1,155,69.1,72,4.33,29.83,29.9017,234,210600,29353,26457300,69.09,59.68,2025-05-20,America/Los_Angeles,True,2025-05-20 18:20:00-07:00
1747789500000,4.4739,7.6056,0,0,1,159,67.5,76,,29.83,29.9019,280,252000,28883,26246700,67.5,59.66,2025-05-20,,,2025-05-20 18:05:00-07:00
1747788600000,4.2502,7.1582,0,0,1,173,68.4,72,,29.83,29.9018,330,297000,28175,25654500,68.32,59.01,2025-05-20,,,2025-05-20 17:50:00-07:00
1747787700000,3.5791,7.3819,0,0,1,190,70.3,67,,29.83,29.9016,378,340200,28505,25697700,70.18,58.81,2025-05-20,America/Los_Angeles,True,2025-05-20 17:35:00-07:00
1747786800000,2.4606,5.816,0,0,1,198,70.2,67,,29.84,29.9116,426,383400,27749,25357500,70.07,58.72,2025-05-20,,,2025-05-20 17:20:00-07:00
1747785900000,3.5791,5.816,0,0,1,198,69.1,68,,29.85,29.9218,472,424800,27277,24974100,68.91,58.08,2025-05-20,,,2025-05-20 17:05:00-07:00
1747785000000,3.8028,6.2634,0,0,1,196,68.7,68,,29.85,29.9218,518,466200,26759,24549300,68.47,57.7,2025-05-20,,,2025-05-20 16:50:00-07:00
1747784100000,4.2502,7.1582,0,0,1,193,69.8,66,4.38,29.85,29.9217,561,504900,26198,24083100,69.58,57.92,2025-05-20,,,2025-05-20 16:35:00-07:00
1747783200000,4.2502,6.7108,0,0,1,189,68.7,70,,29.85,29.9218,606,545400,25592,23578200,68.56,58.51,2025-05-20,,,2025-05-20 16:20:00-07:00
1747782300000,4.4739,6.7108,0,0,1,220,70.7,65,,29.85,29.9215,649,584100,24943,23032800,70.53,58.35,2025-05-20,,,2025-05-20 16:05:00-07:00
1747781400000,4.2502,7.1582,0,0,1,209,70.3,67,,29.85,29.9216,690,621000,24253,22448700,70.18,58.81,2025-05-20,,,2025-05-20 15:50:00-07:00
1747780500000,4.9213,7.3819,0,0,1,215,70.7,62,4.38,29.86,29.9316,726,653400,23527,21827700,70.38,57.03,2025-05-20,,,2025-05-20 15:35:00-07:00
1747779600000,4.2502,7.6056,0,0,1,210,73.4,53,,29.86,29.9312,762,685800,22765,21174300,72.93,55.21,2025-05-20,,,2025-05-20 15:20:00-07:00
1747778700000,4.4739,7.6056,0,0,1,221,74.5,48,,29.87,29.9411,794,714600,21971,20488500,73.91,53.51,2025-05-20,,,2025-05-20 15:05:00-07:00
1747777800000,4.0265,7.1582,0,0,1,230,74.1,52,,29.87,29.9411,822,739800,21149,19773900,73.65,55.33,2025-05-20,,,2025-05-20 14:50:00-07:00
1747776900000,4.2502,7.3819,0,0,1,239,72.9,60,4.38,29.88,29.9513,845,760500,19437,18253800,72.71,58.19,2025-05-20,,,2025-05-20 14:35:00-07:00
1747776000000,5.145,9.1714,0,0,1,228,70.2,66,,29.88,29.9517,867,780300,20282,18273600,70.02,58.3,2025-05-20,America/Los_Angeles,True,2025-05-20 14:20:00-07:00
1747775100000,4.6976,7.8293,0,0,1,225,69.3,69,,29.88,29.9518,886,797400,18551,17493300,69.17,58.68,2025-05-20,,,2025-05-20 14:05:00-07:00
