dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,batt1volts,local_time
1753235400000,6.0397,11.4084,0,0,1,255,64.9,80,58.58,64.9,29.93,30.0025,167,150300,25057,22701600,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 18:50:00-07:00
1753234500000,6.4871,12.5268,0,0,1,254,65.5,78,58.45,65.5,29.93,30.0024,209,188100,24848,22551300,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 18:35:00-07:00
1753233600000,6.0397,11.1847,0,0,1,264,66.0,77,58.58,66.0,29.93,30.0024,255,229500,24593,22363200,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 18:20:00-07:00
1753232700000,6.7108,12.9742,0,0,1,259,66.4,77,58.96,66.4,29.93,30.0023,301,270900,24292,22133700,2025-07-17T04:20:00.000Z,2025-07-22,4.36,2025-07-22 18:05:00-07:00
1753231800000,8.2767,14.0927,0,0,1,250,66.6,77,59.16,66.6,29.93,30.0023,348,313200,23944,21862800,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 17:50:00-07:00
1753230900000,8.5004,12.9742,0,0,1,244,67.1,76,59.27,67.1,29.93,30.0022,396,356400,23548,21549600,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 17:35:00-07:00
1753230000000,7.6056,12.5268,0,0,1,242,67.8,75,59.58,67.8,29.93,30.0021,444,399600,23104,21193200,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 17:20:00-07:00
1753229100000,8.5004,12.5268,0,0,1,238,67.6,75,59.39,67.6,29.93,30.0022,489,440100,22615,20793600,2025-07-17T04:20:00.000Z,2025-07-22,4.37,2025-07-22 17:05:00-07:00
1753228200000,8.053,12.3031,0,0,1,241,68.4,73,59.4,68.37,29.93,30.0021,534,480600,22081,20353500,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 16:50:00-07:00
1753227300000,7.3819,11.6321,0,0,1,241,68.7,71,58.91,68.61,29.94,30.012,577,519300,21504,19872900,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 16:35:00-07:00
1753226400000,8.9477,13.4216,0,0,1,240,68.7,71,58.91,68.61,29.94,30.012,619,557100,20885,19353600,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 16:20:00-07:00
1753225500000,7.8293,12.7505,0,0,1,242,69.6,70,59.37,69.55,29.94,30.0119,659,593100,20226,18796500,2025-07-17T04:20:00.000Z,2025-07-22,4.38,2025-07-22 16:05:00-07:00
1753224600000,8.2767,12.9742,0,0,1,239,69.3,70,59.08,69.22,29.94,30.012,695,625500,19531,18203400,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 15:50:00-07:00
1753223700000,8.053,12.0795,0,0,1,240,69.4,70,59.18,69.33,29.95,30.022,728,655200,18803,17577900,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 15:35:00-07:00
1753222800000,8.2767,12.0795,0,0,1,240,68.9,71,59.1,68.83,29.95,30.022,760,684000,18043,16922700,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 15:20:00-07:00
1753221900000,8.053,11.6321,0,0,1,242,69.3,71,59.48,69.27,29.95,30.022,788,709200,17255,16238700,2025-07-17T04:20:00.000Z,2025-07-22,4.38,2025-07-22 15:05:00-07:00
1753221000000,7.8293,12.0795,0,0,1,242,69.1,71,59.29,69.05,29.96,30.032,815,733500,16440,15529500,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 14:50:00-07:00
1753220100000,8.053,12.5268,0,0,1,243,68.5,72,59.11,68.43,29.96,30.0321,839,755100,15601,14796000,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 14:35:00-07:00
1753219200000,7.8293,11.6321,0,0,1,240,68.2,72,58.82,68.1,29.96,30.0322,864,777600,14737,14040900,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 14:20:00-07:00
1753218300000,8.053,12.0795,0,0,1,242,68.2,72,58.82,68.1,29.96,30.0322,785,706500,13952,13263300,2025-07-17T04:20:00.000Z,2025-07-22,4.39,2025-07-22 14:05:00-07:00
1753217400000,7.3819,11.4084,0,0,1,240,68.7,71,58.91,68.61,29.97,30.0421,799,719100,13153,12556800,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 13:50:00-07:00
1753216500000,6.9345,11.6321,0,0,1,244,68.9,70,58.7,68.78,29.97,30.0421,905,814500,12248,11837700,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 13:35:00-07:00
1753215600000,7.6056,11.6321,0,0,1,240,68.0,72,58.63,68.0,29.98,30.0522,864,777600,11384,11023200,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 13:20:00-07:00
1753214700000,7.3819,11.6321,0,0,1,237,68.0,71,58.24,68.0,29.98,30.0522,855,769500,10529,10245600,2025-07-17T04:20:00.000Z,2025-07-22,4.4,2025-07-22 13:05:00-07:00
1753213800000,7.6056,11.6321,0,0,1,242,68.0,71,58.24,68.0,29.98,30.0522,963,866700,9566,9476100,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 12:50:00-07:00
1753212900000,8.053,11.6321,0,0,1,238,67.3,73,58.34,67.3,29.98,30.0523,899,809100,8667,8609400,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 12:35:00-07:00
1753212000000,7.3819,11.4084,0,0,1,240,67.3,73,58.34,67.3,29.99,30.0623,882,793800,7785,7800300,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 12:20:00-07:00
1753211100000,7.1582,11.8558,0,0,1,241,67.3,74,58.72,67.3,29.99,30.0623,845,760500,6940,7006500,2025-07-17T04:20:00.000Z,2025-07-22,4.42,2025-07-22 12:05:00-07:00
1753210200000,6.9345,11.4084,0,0,1,243,67.5,75,59.29,67.5,29.99,30.0623,725,652500,6215,6246000,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 11:50:00-07:00
1753209300000,6.2634,10.2899,0,0,1,239,67.6,75,59.39,67.6,29.99,30.0623,817,735300,5398,5593500,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 11:35:00-07:00
1753208400000,6.7108,10.0662,0,0,1,240,66.0,78,58.94,66.0,29.99,30.0625,634,570600,4764,4858200,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 11:20:00-07:00
1753207500000,6.2634,10.5136,0,0,1,243,66.2,78,59.13,66.2,29.99,30.0625,468,421200,4296,4287600,2025-07-17T04:20:00.000Z,2025-07-22,4.51,2025-07-22 11:05:00-07:00
1753206600000,6.2634,9.6188,0,0,1,244,66.0,79,59.29,66.0,29.99,30.0625,515,463500,3781,3866400,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 10:50:00-07:00
1753205700000,6.4871,10.0662,0,0,1,240,65.7,80,59.35,65.7,29.98,30.0525,495,445500,3286,3402900,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 10:35:00-07:00
1753204800000,5.816,11.1847,0,0,1,247,66.2,78,59.13,66.2,29.98,30.0525,507,456300,2779,2957400,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 10:20:00-07:00
1753203900000,6.2634,10.0662,0,0,1,243,65.5,80,59.16,65.5,29.98,30.0526,439,395100,2340,2501100,2025-07-17T04:20:00.000Z,2025-07-22,4.46,2025-07-22 10:05:00-07:00
1753203000000,5.145,9.8425,0,0,1,250,65.3,80,58.97,65.3,29.98,30.0526,407,366300,1933,2106000,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 09:50:00-07:00
1753202100000,5.3686,9.1714,0,0,1,241,65.1,81,59.12,65.1,29.98,30.0526,375,337500,1558,1739700,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 09:35:00-07:00
1753201200000,4.2502,8.2767,0,0,1,255,64.6,82,58.98,64.6,29.98,30.0527,327,294300,1231,1402200,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 09:20:00-07:00
1753200300000,4.0265,8.053,0,0,1,256,64.0,82,58.39,64.0,29.98,30.0528,264,237600,967,1107900,2025-07-17T04:20:00.000Z,2025-07-22,4.37,2025-07-22 09:05:00-07:00
1753199400000,3.8028,7.1582,0,0,1,264,63.1,84,58.18,63.1,29.97,30.0429,242,217800,725,870300,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 08:50:00-07:00
1753198500000,3.8028,7.1582,0,0,1,275,62.1,86,57.86,62.1,29.97,30.043,181,162900,544,652500,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 08:35:00-07:00
1753197600000,2.6843,6.0397,0,0,1,274,61.7,88,58.11,61.7,29.97,30.0431,159,143100,385,489600,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 08:20:00-07:00
1753196700000,1.7895,4.6976,0,0,1,274,60.6,90,57.65,60.6,29.96,30.0332,122,109800,263,346500,2025-07-17T04:20:00.000Z,2025-07-22,4.23,2025-07-22 08:05:00-07:00
1753195800000,2.6843,5.5923,0,0,1,288,59.9,91,57.26,59.9,29.96,30.0333,101,90900,162,236700,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 07:50:00-07:00
1753194900000,1.3422,4.2502,0,0,1,306,59.0,92,56.68,59.0,29.96,30.0334,79,71100,83,145800,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 07:35:00-07:00
1753194000000,0.6711,3.1317,0,0,1,135,58.6,93,56.58,58.6,29.96,30.0335,40,36000,43,74700,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 07:20:00-07:00
1753193100000,0.0,0.0,0,0,1,131,58.3,94,56.58,58.3,29.95,30.0235,23,20700,20,38700,2025-07-17T04:20:00.000Z,2025-07-22,4.21,2025-07-22 07:05:00-07:00
1753192200000,0.0,0.0,0,0,1,131,57.9,94,56.18,57.9,29.95,30.0236,14,12600,6,18000,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 06:50:00-07:00
1753191300000,0.8948,2.908,0,0,1,296,57.6,94,55.88,57.6,29.94,30.0136,5,4500,1,5400,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 06:35:00-07:00
1753190400000,0.4474,2.2369,0,0,1,302,57.2,94,55.49,57.2,29.95,30.0237,1,900,0,900,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 06:20:00-07:00
1753189500000,0.0,1.5659,0,0,1,209,57.2,94,55.49,57.2,29.94,30.0136,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,4.24,2025-07-22 06:05:00-07:00
1753188600000,0.0,0.0,0,0,1,208,57.6,94,55.88,57.6,29.94,30.0136,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 05:50:00-07:00
1753187700000,0.0,0.0,0,0,1,208,57.6,94,55.88,57.6,29.94,30.0136,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 05:35:00-07:00
1753186800000,0.0,0.0,0,0,1,208,57.0,94,55.29,57.0,29.93,30.0036,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 05:20:00-07:00
1753185900000,0.0,0.0,0,0,1,208,56.8,94,55.09,56.8,29.93,30.0037,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,4.25,2025-07-22 05:05:00-07:00
1753185000000,0.0,0.0,0,0,1,208,56.5,94,54.79,56.5,29.93,30.0037,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 04:50:00-07:00
1753184100000,0.0,0.0,0,0,1,208,55.9,94,54.2,55.9,29.93,30.0038,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 04:35:00-07:00
1753183200000,0.0,1.3422,0,0,1,208,55.0,93,53.01,55.0,29.93,30.0039,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 04:20:00-07:00
1753182300000,0.0,0.0,0,0,1,208,55.0,93,53.01,55.0,29.93,30.0039,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,4.26,2025-07-22 04:05:00-07:00
1753181400000,0.0,0.0,0,0,1,208,55.0,93,53.01,55.0,29.93,30.0039,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 03:50:00-07:00
1753180500000,0.0,0.0,0,0,1,208,55.6,93,53.61,55.6,29.93,30.0038,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 03:35:00-07:00
1753179600000,0.0,0.0,0,0,1,208,55.6,93,53.61,55.6,29.93,30.0038,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 03:20:00-07:00
1753178700000,0.0,0.0,0,0,1,208,55.4,93,53.41,55.4,29.93,30.0039,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,4.27,2025-07-22 03:05:00-07:00
1753177800000,0.0,0.0,0,0,1,208,55.8,93,53.81,55.8,29.93,30.0038,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 02:50:00-07:00
1753176900000,0.0,0.0,0,0,1,208,56.3,92,54.0,56.3,29.93,30.0037,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 02:35:00-07:00
1753176000000,0.0,0.0,0,0,1,208,56.5,92,54.2,56.5,29.93,30.0037,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 02:20:00-07:00
1753175100000,0.0,0.0,0,0,1,208,56.7,92,54.4,56.7,29.93,30.0037,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,4.27,2025-07-22 02:05:00-07:00
1753174200000,0.2237,1.7895,0,0,1,214,57.0,92,54.7,57.0,29.93,30.0036,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 01:50:00-07:00
1753173300000,0.2237,2.0132,0,0,1,14,57.2,92,54.9,57.2,29.93,30.0036,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 01:35:00-07:00
1753172400000,0.0,0.0,0,0,1,14,57.6,91,54.99,57.6,29.93,30.0036,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 01:20:00-07:00
1753171500000,0.0,0.0,0,0,1,14,57.9,91,55.29,57.9,29.94,30.0135,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,4.28,2025-07-22 01:05:00-07:00
1753170600000,0.0,0.0,0,0,1,14,58.1,91,55.48,58.1,29.94,30.0135,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 00:50:00-07:00
1753169700000,0.0,0.0,0,0,1,14,58.5,91,55.88,58.5,29.94,30.0135,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 00:35:00-07:00
1753168800000,0.2237,2.6843,0,0,1,14,59.0,91,56.37,59.0,29.94,30.0134,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,,2025-07-22 00:20:00-07:00
1753167900000,0.6711,3.5791,0,0,1,14,59.2,91,56.57,59.2,29.94,30.0134,0,0,0,0,2025-07-17T04:20:00.000Z,2025-07-22,4.29,2025-07-22 00:05:00-07:00
