dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,tz,historical,local_time
1744440600000,0.0,0.0,0,0,1,105,55.6,92,4.29,29.92,29.9938,0,0,25692,23122800,55.6,53.31,2025-04-01T21:20:00.000Z,2025-04-11,,,2025-04-11 23:50:00-07:00
1744439700000,0.0,0.0,0,0,1,105,55.4,91,,29.91,29.9838,0,0,25692,23122800,55.4,52.82,2025-04-01T21:20:00.000Z,2025-04-11,,,2025-04-11 23:35:00-07:00
1744438800000,0.0,1.7895,0,0,1,105,55.4,90,,29.91,29.9838,0,0,25692,23122800,55.4,52.51,2025-04-01T21:20:00.000Z,2025-04-11,,,2025-04-11 23:20:00-07:00
1744437900000,0.0,1.3422,0,0,1,105,55.8,90,,29.92,29.9938,0,0,25692,23122800,55.8,52.91,2025-04-01T21:20:00.000Z,2025-04-11,,,2025-04-11 23:05:00-07:00
1744437000000,0.0,2.0132,0,0,1,105,56.1,89,4.29,29.92,29.9937,0,0,25692,23122800,56.1,52.9,2025-04-01T21:20:00.000Z,2025-04-11,,,2025-04-11 22:50:00-07:00
1744436100000,0.0,0.0,0,0,1,105,56.3,88,,29.92,29.9937,0,0,25692,23122800,56.3,52.79,2025-04-01T21:20:00.000Z,2025-04-11,,,2025-04-11 22:35:00-07:00
1744435200000,0.0,0.0,0,0,1,105,56.8,87,,29.92,29.9936,0,0,25692,23122800,56.8,52.97,2025-04-01T21:20:00.000Z,2025-04-11,,,2025-04-11 22:20:00-07:00
1744434300000,0.0,1.5659,0,0,1,105,57.4,86,,29.92,29.9936,0,0,25692,23122800,57.4,53.25,2025-04-01T21:20:00.000Z,2025-04-11,,,2025-04-11 22:05:00-07:00
1744433400000,0.0,1.1185,0,0,1,105,57.6,86,4.3,29.92,29.9935,0,0,25692,23122800,57.6,53.44,2025-04-01T21:20:00.000Z,2025-04-11,,,2025-04-11 21:50:00-07:00
1744432500000,0.4474,2.908,0,0,1,105,57.7,85,,29.91,29.9835,0,0,25692,23122800,57.7,53.22,2025-04-01T21:20:00.000Z,2025-04-11,,,2025-04-11 21:35:00-07:00
1744431600000,0.2237,2.6843,0,0,1,105,57.9,85,,29.91,29.9835,0,0,25692,23122800,57.9,53.42,2025-04-01T21:20:00.000Z,2025-04-11,,,2025-04-11 21:20:00-07:00
1744430700000,0.2237,2.0132,0,0,1,105,57.7,86,,29.91,29.9835,0,0,25692,23122800,57.7,53.54,2025-04-01T21:20:00.000Z,2025-04-11,,,2025-04-11 21:05:00-07:00
1744429800000,0.4474,2.908,0,0,1,105,57.9,86,4.31,29.91,29.9835,0,0,25692,23122800,57.9,53.74,,2025-04-11,America/Los_Angeles,True,2025-04-11 20:50:00-07:00
1744428900000,0.6711,3.5791,0,0,1,105,57.7,85,,29.91,29.9835,0,0,25692,23122800,57.7,53.22,,2025-04-11,America/Los_Angeles,True,2025-04-11 20:35:00-07:00
1744428000000,0.8948,4.2502,0,0,1,105,58.1,85,4.31,29.9,29.9734,0,0,25692,23122800,58.1,53.61,2025-04-01T21:20:00.000Z,2025-04-11,,,2025-04-11 20:20:00-07:00
1744427100000,0.8948,3.8028,0,0,1,105,58.5,84,,29.9,29.9734,0,0,25692,23122800,58.5,53.68,2025-04-01T21:20:00.000Z,2025-04-11,,,2025-04-11 20:05:00-07:00
1744426200000,1.5659,6.2634,0,0,1,115,58.3,85,,29.9,29.9734,0,0,25692,23122800,58.3,53.81,2025-04-01T21:20:00.000Z,2025-04-11,,,2025-04-11 19:50:00-07:00
