dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,local_time
1740571200000,0.8948,2.908,0,0,1,13,49.8,74,29.9,29.9983,0,0,0,0,49.8,41.85,2025-02-26,2025-02-26 04:00:00-08:00
