dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,batt1volts,tz,historical,local_time
1747637400000,0.0,2.2369,0,0,1,114,54.0,88,29.91,29.984,0,0,29130,26217000,54.0,50.53,2025-05-18,,,,2025-05-18 23:50:00-07:00
1747636500000,0.0,0.0,0,0,1,114,54.1,87,29.91,29.984,0,0,29130,26217000,54.1,50.32,2025-05-18,,,,2025-05-18 23:35:00-07:00
1747635600000,0.2237,2.0132,0,0,1,114,54.5,87,29.92,29.994,0,0,29130,26217000,54.5,50.71,2025-05-18,,,,2025-05-18 23:20:00-07:00
1747634700000,0.0,0.8948,0,0,1,114,54.9,87,29.92,29.9939,0,0,29130,26217000,54.9,51.1,2025-05-18,4.29,,,2025-05-18 23:05:00-07:00
1747633800000,0.0,0.0,0,0,1,114,54.9,87,29.92,29.9939,0,0,29130,26217000,54.9,51.1,2025-05-18,,,,2025-05-18 22:50:00-07:00
1747632900000,0.0,0.0,0,0,1,114,55.0,87,29.92,29.9939,0,0,29130,26217000,55.0,51.2,2025-05-18,,,,2025-05-18 22:35:00-07:00
1747632000000,1.1185,3.5791,0,0,1,114,54.5,87,29.92,29.994,0,0,29130,26217000,54.5,50.71,2025-05-18,,,,2025-05-18 22:20:00-07:00
1747631100000,0.6711,3.5791,0,0,1,114,55.4,84,29.92,29.9938,0,0,29130,26217000,55.4,50.65,2025-05-18,4.29,,,2025-05-18 22:05:00-07:00
1747630200000,0.0,1.1185,0,0,1,114,56.3,85,29.91,29.9837,0,0,29130,26217000,56.3,51.85,2025-05-18,,,,2025-05-18 21:50:00-07:00
1747629300000,0.0,1.5659,0,0,1,114,56.5,84,29.91,29.9837,0,0,29130,26217000,56.5,51.72,2025-05-18,,,,2025-05-18 21:35:00-07:00
1747628400000,0.0,1.5659,0,0,1,114,56.7,83,29.91,29.9836,0,0,29130,26217000,56.7,51.59,2025-05-18,,,,2025-05-18 21:20:00-07:00
1747627500000,0.2237,2.908,0,0,1,114,56.8,83,29.9,29.9736,0,0,29130,26217000,56.8,51.69,2025-05-18,4.3,,,2025-05-18 21:05:00-07:00
1747626600000,0.2237,3.3554,0,0,1,114,57.2,83,29.89,29.9635,0,0,29130,26217000,57.2,52.08,2025-05-18,,,,2025-05-18 20:50:00-07:00
1747625700000,1.5659,5.5923,0,0,1,114,57.6,83,29.89,29.9635,0,0,29130,26217000,57.6,52.47,2025-05-18,,America/Los_Angeles,True,2025-05-18 20:35:00-07:00
1747624800000,1.7895,5.816,0,0,1,114,57.9,83,29.89,29.9634,0,0,29130,26217000,57.9,52.77,2025-05-18,4.31,America/Los_Angeles,True,2025-05-18 20:20:00-07:00
1747623900000,2.908,7.3819,0,0,1,113,58.6,81,29.88,29.9533,2,1800,29128,26217000,58.6,52.79,2025-05-18,,,,2025-05-18 20:05:00-07:00
1747623000000,3.3554,7.6056,0,0,1,111,59.4,77,29.88,29.9532,12,10800,29116,26215200,59.4,52.19,2025-05-18,,,,2025-05-18 19:50:00-07:00
1747622100000,4.0265,7.3819,0,0,1,113,61.0,73,29.88,29.953,30,27000,29086,26204400,61.0,52.28,2025-05-18,,,,2025-05-18 19:35:00-07:00
1747621200000,2.6843,5.5923,0,0,1,142,62.1,72,29.87,29.9428,66,59400,29020,26177400,62.1,52.96,2025-05-18,4.32,,,2025-05-18 19:20:00-07:00
1747620300000,1.1185,3.8028,0,0,1,190,62.8,73,29.87,29.9427,100,90000,28920,26118000,62.8,54.01,2025-05-18,,,,2025-05-18 19:05:00-07:00
1747619400000,2.6843,6.0397,0,0,1,193,62.2,75,29.87,29.9428,138,124200,28782,26028000,62.2,54.17,2025-05-18,,,,2025-05-18 18:50:00-07:00
1747618500000,2.2369,4.4739,0,0,1,193,62.4,74,29.87,29.9427,180,162000,28602,25903800,62.4,54.0,2025-05-18,,,,2025-05-18 18:35:00-07:00
1747617600000,2.4606,5.145,0,0,1,193,62.6,74,29.87,29.9427,225,202500,28377,25741800,62.6,54.19,2025-05-18,4.34,,,2025-05-18 18:20:00-07:00
1747616700000,2.2369,5.3686,0,0,1,193,62.8,74,29.87,29.9427,270,243000,27789,25253100,62.8,54.38,2025-05-18,,,,2025-05-18 18:05:00-07:00
1747615800000,3.8028,6.4871,0,0,1,191,62.1,74,29.87,29.9428,318,286200,28059,25296300,62.1,53.71,2025-05-18,,America/Los_Angeles,True,2025-05-18 17:50:00-07:00
1747614900000,2.908,6.4871,0,0,1,149,62.6,75,29.87,29.9427,366,329400,27423,25010100,62.6,54.56,2025-05-18,,,,2025-05-18 17:35:00-07:00
1747614000000,3.8028,6.7108,0,0,1,169,62.8,75,29.87,29.9427,415,373500,27008,24680700,62.8,54.75,2025-05-18,4.38,,,2025-05-18 17:20:00-07:00
1747613100000,3.5791,6.4871,0,0,1,156,63.5,73,29.88,29.9526,462,415800,26546,24307200,63.5,54.69,2025-05-18,,,,2025-05-18 17:05:00-07:00
1747612200000,4.2502,7.1582,0,0,1,181,64.9,69,29.88,29.9524,509,458100,26037,23891400,64.9,54.48,2025-05-18,,,,2025-05-18 16:50:00-07:00
1747611300000,2.908,5.816,0,0,1,167,66.6,64,29.88,29.9522,555,499500,25482,23433300,66.6,54.03,2025-05-18,,,,2025-05-18 16:35:00-07:00
1747610400000,3.3554,5.3686,0,0,1,167,65.7,66,29.89,29.9623,596,536400,24886,22933800,65.7,54.02,2025-05-18,4.38,,,2025-05-18 16:20:00-07:00
1747609500000,3.3554,5.3686,0,0,1,183,66.0,65,29.89,29.9623,638,574200,24248,22397400,66.0,53.89,2025-05-18,,,,2025-05-18 16:05:00-07:00
1747608600000,4.0265,6.9345,0,0,1,197,65.3,67,29.9,29.9724,676,608400,23572,21823200,65.3,54.05,2025-05-18,,,,2025-05-18 15:50:00-07:00
1747607700000,4.2502,7.1582,0,0,1,222,65.8,61,29.9,29.9723,714,642600,22858,21214800,65.8,51.97,2025-05-18,,,,2025-05-18 15:35:00-07:00
1747606800000,4.4739,8.053,0,0,1,223,66.7,63,29.91,29.9822,748,673200,22110,20572200,66.7,53.7,2025-05-18,4.38,,,2025-05-18 15:20:00-07:00
1747605900000,4.4739,8.5004,0,0,1,249,65.7,66,29.91,29.9824,779,701100,21331,19899000,65.7,54.02,2025-05-18,,,,2025-05-18 15:05:00-07:00
1747605000000,6.4871,10.2899,0,0,1,244,65.5,67,29.92,29.9924,806,725400,20525,19197900,65.5,54.25,2025-05-18,,,,2025-05-18 14:50:00-07:00
1747604100000,5.816,9.8425,0,0,1,250,66.0,65,29.93,30.0024,833,749700,19692,18472500,66.0,53.89,2025-05-18,,,,2025-05-18 14:35:00-07:00
1747603200000,5.3686,11.6321,0,0,1,250,65.5,65,29.93,30.0024,853,767700,18839,17722800,65.5,53.42,2025-05-18,4.39,,,2025-05-18 14:20:00-07:00
1747602300000,6.2634,9.1714,0,0,1,241,65.1,67,29.93,30.0025,871,783900,17968,16955100,65.1,53.86,2025-05-18,,,,2025-05-18 14:05:00-07:00
1747601400000,6.7108,11.6321,0,0,1,238,65.1,71,29.93,30.0025,885,796500,17083,16171200,65.1,55.46,2025-05-18,,,,2025-05-18 13:50:00-07:00
1747600500000,6.2634,9.6188,0,0,1,208,63.9,72,29.94,30.0127,898,808200,15280,14560200,63.9,54.69,2025-05-18,,,,2025-05-18 13:35:00-07:00
1747599600000,5.145,7.6056,0,0,1,207,63.7,72,29.94,30.0127,905,814500,16178,14566500,63.7,54.5,2025-05-18,4.39,America/Los_Angeles,True,2025-05-18 13:20:00-07:00
1747598700000,5.145,8.053,0,0,1,207,63.9,70,29.95,30.0227,908,817200,14372,13752000,63.9,53.92,2025-05-18,,,,2025-05-18 13:05:00-07:00
